time,p_cp,p_inv,p_ld,p_pv,soc
2018-04-09T00:00:00+1000,1.2054444306633534,-3.2651944366044416,4.470638867267795,0.0,8.313666666666666
2018-04-09T00:05:00+1000,0.4547999983280893,-3.436448878182305,3.8912488765103945,0.0,8.003333333333334
2018-04-09T00:10:00+1000,-0.03560000021010601,-1.1824511015415182,1.1468511013314122,0.0,7.7812
2018-04-09T00:15:00+1000,-0.0031999997049572014,-1.0322911138004722,1.029091114095515,0.0,7.670133333333334
2018-04-09T00:20:00+1000,-0.005599999427795399,-0.9101399993896481,0.9045399999618526,0.0,7.5705
2018-04-09T00:25:00+1000,-0.0135999997332688,-0.7097799988587694,0.6961799991255007,0.0,7.4823
2018-04-09T00:30:00+1000,0.1010000013560052,-1.287989901280162,1.3889899026361674,0.0,7.403899999999999
2018-04-09T00:35:00+1000,-0.03439999811351324,-0.8805844482722586,0.8461844501587453,0.0,7.2618
2018-04-09T00:40:00+1000,0.6592000031471246,-0.0005911111391873824,0.659791114286312,0.0,7.252
2018-04-09T00:45:00+1000,0.5911999881267544,-0.0006600000290199212,0.5918599881557743,0.0,7.252
2018-04-09T00:50:00+1000,0.5235999828577036,-0.0007111111448870765,0.5243110940025907,0.0,7.252
2018-04-09T00:55:00+1000,0.6093999934196468,-0.0006266666964317362,0.6100266601160785,0.0,7.252
2018-04-09T01:00:00+1000,0.6382000005245206,-0.0007244444765254028,0.6389244450010461,0.0,7.252
2018-04-09T01:05:00+1000,0.6509999930858607,-0.0005666666935818891,0.6515666597794425,0.0,7.252
2018-04-09T01:10:00+1000,0.5301999968290325,-0.0007355555904925697,0.5309355524195251,0.0,7.252
2018-04-09T01:15:00+1000,0.3602000069618221,-0.0007377778128203025,0.3609377847746424,0.0,7.252
2018-04-09T01:20:00+1000,0.37180000722408246,-0.0007311111432500184,0.3725311183673325,0.0,7.252
2018-04-09T01:25:00+1000,0.40900000572204565,-0.0005688889159096613,0.4095688946379553,0.0,7.252
2018-04-09T01:30:00+1000,0.6656000047922132,-0.0005400000256486237,0.6661400048178617,0.0,7.252
2018-04-09T01:35:00+1000,0.6208000135421748,-0.0003755555733934873,0.6211755691155684,0.0,7.252
2018-04-09T01:40:00+1000,0.48919999659061386,-0.0008177778166199497,0.4900177744072338,0.0,7.252
2018-04-09T01:45:00+1000,0.5019999945163723,-0.0007000000332482159,0.5026999945496206,0.0,7.252
2018-04-09T01:50:00+1000,0.6172000062465667,-0.000706666700231446,0.6179066729467981,0.0,7.252
2018-04-09T01:55:00+1000,0.7077999925613401,-0.00040666668598229687,0.7082066592473224,0.0,7.252
2018-04-09T02:00:00+1000,1.081200015544891,-0.00036666668408239883,1.0815666822289736,0.0,7.252
