time,p_cp,p_inv,p_ld,p_pv,soc
2018-04-09T00:00:00+1000,-0.06379999876022299,-0.190262222025129,0.126462223264906,0.0,7.222
2018-04-09T00:05:00+1000,-0.05979999884962981,-0.1682266667816368,0.108426667932007,0.0,7.222
2018-04-09T00:10:00+1000,-0.059599998965858804,-0.1675511113140312,0.1079511123481724,0.0,7.222
2018-04-09T00:15:00+1000,-0.0595999988168472,-0.16862222211228442,0.10902222329543722,0.0,7.222
2018-04-09T00:20:00+1000,-0.0535999992862338,-0.2380599990155956,0.1844599997293618,0.0,7.222
2018-04-09T00:25:00+1000,-0.059999998956918196,-0.25684889773527725,0.19684889877835904,0.0,7.1401
2018-04-09T00:30:00+1000,-0.0739999987184998,-0.18859111133548903,0.11459111261698923,0.0,7.105
2018-04-09T00:35:00+1000,-0.059399998858570405,-0.16554222212897363,0.10614222327040322,0.0,7.105
2018-04-09T00:40:00+1000,-0.059599998891353,-0.168006664646996,0.108406665755643,0.0,7.105
2018-04-09T00:45:00+1000,0.1728000017255546,-1.096566666497124,1.2693666682226787,0.0,7.0794
2018-04-09T00:50:00+1000,0.38160000205039946,-3.516151128345066,3.8977511303954655,0.0,6.7534
2018-04-09T00:55:00+1000,-0.0676000006496906,-2.562679994901021,2.49507999425133,0.0,6.43435
2018-04-09T01:00:00+1000,-0.065399999096989,-0.1729311067528188,0.10753110765582981,0.0,6.37
2018-04-09T01:05:00+1000,-0.0591999988257878,-0.1660111051135586,0.1068111062877708,0.0,6.37
2018-04-09T01:10:00+1000,-0.0593999987840646,-0.166239994168281,0.1068399953842164,0.0,6.37
2018-04-09T01:15:00+1000,-0.059199998937546607,-0.16685999393463083,0.10765999499708423,0.0,6.250533333333334
2018-04-09T01:20:00+1000,-0.060399998724460204,-0.2903333312935294,0.2299333325690692,0.0,6.242
2018-04-09T01:25:00+1000,-0.0633999987691636,-0.254277777936723,0.1908777791675594,0.0,6.242
2018-04-09T01:30:00+1000,-0.04279999904334521,-0.35072222183148005,0.30792222278813486,0.0,6.242
2018-04-09T01:35:00+1000,-0.058199999183415806,-0.48016889068815427,0.4219688915047385,0.0,6.130850000000001
2018-04-09T01:40:00+1000,-0.05819999925792161,-0.4800355621178941,0.4218355628599725,0.0,6.125
2018-04-09T01:45:00+1000,-0.0747999994456766,-0.3338399983445798,0.25903999889890317,0.0,6.029
2018-04-09T01:50:00+1000,-0.054199999049305406,-0.223524443937672,0.16932444488836662,0.0,5.997
2018-04-09T01:55:00+1000,-0.0571999993175266,-0.2582000100612635,0.20100001074373688,0.0,5.997
2018-04-09T02:00:00+1000,-0.057199999243020806,-0.26088889638582785,0.20368889714280705,0.0,5.997
2018-04-09T02:05:00+1000,-0.058999998942017205,-0.2608333410157092,0.201833342073692,0.0,5.9385
2018-04-09T02:10:00+1000,-0.057799999117850796,-0.25982222954432105,0.20202223042647025,0.0,5.88
2018-04-09T02:15:00+1000,-0.0585999990254636,-0.2592000037431708,0.20060000471770723,0.0,5.88
2018-04-09T02:20:00+1000,-0.05779999919235681,-0.25697999894618945,0.19917999975383263,0.0,5.88
2018-04-09T02:25:00+1000,-0.05899999886751141,-0.2596600015958148,0.20066000272830342,0.0,5.8288
2018-04-09T02:30:00+1000,-0.060399998873471805,-0.25619999408721883,0.19579999521374702,0.0,5.752
2018-04-09T02:35:00+1000,-0.061599999144673,-0.1651799979805944,0.10357999883592141,0.0,5.752
2018-04-09T02:40:00+1000,-0.057799999043344805,-0.16224888987011343,0.10444889082676863,0.0,5.752
2018-04-09T02:45:00+1000,-0.056199999451637006,-0.1601333303583988,0.1039333309067618,0.0,5.752
2018-04-09T02:50:00+1000,-0.0515999997407192,-0.20576444029808,0.15416444055736078,0.0,5.752
2018-04-09T02:55:00+1000,-0.0639999990910288,-0.2398266639643242,0.1758266648732954,0.0,5.658399999999999
2018-04-09T03:00:00+1000,-0.0589999991655344,-0.16365555673837623,0.10465555757284183,0.0,5.635
2018-04-09T03:05:00+1000,-0.054799999743699604,-0.15929999500513042,0.10449999526143082,0.0,5.635
2018-04-09T03:10:00+1000,-0.055199999660253206,-0.158999994397163,0.10379999473690979,0.0,5.635
2018-04-09T03:15:00+1000,-0.0507999994605776,-0.22701111137866942,0.1762111119180918,0.0,5.635
2018-04-09T03:20:00+1000,-0.0625999995321032,-0.19809333042965963,0.13549333089755644,0.0,5.635
2018-04-09T03:25:00+1000,-0.0535999999195334,-0.1579533297816906,0.1043533298621572,0.0,5.611533333333334
2018-04-09T03:30:00+1000,-0.05260000020265541,-0.15621555252207603,0.10361555231942063,0.0,5.6094
2018-04-09T03:35:00+1000,-0.052000000327825,-0.1544111125999022,0.10241111227207719,0.0,5.635
2018-04-09T03:40:00+1000,-0.0523999994620678,-0.2448422216044528,0.192442222142385,0.0,5.5838
2018-04-09T03:45:00+1000,-0.0573999997973436,-0.17829333543777423,0.12089333564043063,0.0,5.507
2018-04-09T03:50:00+1000,-0.051200000494718,-0.1559111141496228,0.1047111136549048,0.0,5.507
2018-04-09T03:55:00+1000,-0.05160000041127161,-0.15700000524520802,0.10540000483393641,0.0,5.507
2018-04-09T04:00:00+1000,-0.05160000041127161,-0.15586666961510923,0.10426666920383762,0.0,5.507
2018-04-09T04:05:00+1000,-0.048799999803304205,-0.22407999545335744,0.17527999565005323,0.0,5.507
2018-04-09T04:10:00+1000,-0.059599999412894,-0.23859999696413664,0.17899999755124263,0.0,5.507
2018-04-09T04:15:00+1000,-0.052800000160932004,-0.158340004086494,0.10554000392556201,0.0,5.507
2018-04-09T04:20:00+1000,-0.050800000578164806,-0.1568733374277746,0.10607333684960979,0.0,5.507
2018-04-09T04:25:00+1000,-0.0508000005781644,-0.1581111182769134,0.107311117698749,0.0,5.507
2018-04-09T04:30:00+1000,-0.046600000523030205,-0.15924444993336945,0.11264444941033924,0.0,5.39585
2018-04-09T04:35:00+1000,-0.0509999998286362,-0.24419999513361143,0.19319999530497522,0.0,5.39
2018-04-09T04:40:00+1000,-0.0603999996930356,-0.200108888083034,0.1397088883899984,0.0,5.39
2018-04-09T04:45:00+1000,-0.0510000005364412,-0.15700000494718483,0.10600000441074363,0.0,5.39
2018-04-09T04:50:00+1000,-0.05060000054538201,-0.1566000041365616,0.1060000035911796,0.0,5.39
2018-04-09T04:55:00+1000,-0.0514000003784892,-0.156288891202873,0.10488889082438381,0.0,5.39
2018-04-09T05:00:00+1000,-0.049599999710917,-0.21699555645386343,0.16739555674294643,0.0,5.39
2018-04-09T05:05:00+1000,-0.05619999997317761,-0.22940222067965363,0.173202220706476,0.0,5.39
2018-04-09T05:10:00+1000,-0.0510000005364414,-0.15701111515363,0.1060111146171886,0.0,5.39
2018-04-09T05:15:00+1000,-0.0510000005364414,-0.15744444926579743,0.10644444872935602,0.0,5.39
2018-04-09T05:20:00+1000,-0.0530000001192088,-0.15924444735050164,0.10624444723129284,0.0,5.39
2018-04-09T05:25:00+1000,-0.0494000004976982,-0.15702222572432561,0.10762222522662741,0.0,5.39
