,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
24,2021-03-12 00:00:00,61.0,13.5,11.0,4.98,3.68,0.88,0.03,1.0,0.41
24,2021-03-12 00:05:00,61.0,11.68,11.0,3.0,2.29,0.88,0.03,1.03,0.41
24,2021-03-12 00:10:00,61.0,11.68,11.0,2.95,2.29,0.87,0.03,1.03,0.41
24,2021-03-12 00:15:00,61.0,11.68,13.8,2.0,2.29,0.88,0.03,1.0,0.41
24,2021-03-12 00:20:00,65.0,10.98,11.0,2.0,2.29,0.88,0.03,1.0,0.41
24,2021-03-12 00:25:00,65.0,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.41
24,2021-03-12 00:30:00,62.0,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.31
24,2021-03-12 00:35:00,98.6,12.75,11.0,1.73,2.0,0.88,0.03,1.0,0.41
24,2021-03-12 00:40:00,62.0,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
24,2021-03-12 00:45:00,55.83,11.68,11.0,1.73,2.0,0.87,0.14,1.03,0.42
24,2021-03-12 00:50:00,43.15309,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
24,2021-03-12 00:55:00,44.02821,12.75,11.0,1.73,2.0,0.87,0.14,1.03,0.41
24,2021-03-12 01:00:00,41.0,13.0,11.0,1.73,2.0,0.88,0.14,1.03,0.41
24,2021-03-12 01:05:00,42.37725,11.68,11.0,1.6,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 01:10:00,40.20554,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
24,2021-03-12 01:15:00,39.47102,11.08094,11.0,1.6,1.73,0.87,0.14,1.03,0.41
24,2021-03-12 01:20:00,39.47102,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 01:25:00,38.08954,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
24,2021-03-12 01:30:00,38.79835,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.41
24,2021-03-12 01:35:00,39.47102,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 01:40:00,38.96591,11.0,11.0,1.73,1.98,0.87,0.14,1.03,0.42
24,2021-03-12 01:45:00,38.02834,11.68,11.0,1.73,1.74755,0.87,0.14,1.03,0.42
24,2021-03-12 01:50:00,37.13754,12.75,11.0,1.73,1.98,0.87,0.14,1.03,0.41
24,2021-03-12 01:55:00,37.31987,11.0,11.0,1.73,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 02:00:00,37.31987,11.68,11.0,1.73,1.73,0.87,0.14,1.81,0.42
24,2021-03-12 02:05:00,38.02834,10.98,13.8,1.6,1.95,0.87,0.2,2.86255,0.5
24,2021-03-12 02:10:00,39.47102,11.68,14.0,1.49,1.73,0.87,0.2,3.68,0.7
24,2021-03-12 02:15:00,38.02834,11.68,11.23,1.49,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 02:20:00,35.33808,12.75,11.23,1.49,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 02:25:00,35.33808,11.0,14.0,1.48,1.73,0.87,0.14,2.0,0.42
24,2021-03-12 02:30:00,34.67043,11.68,11.23,1.73,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 02:35:00,35.83264,11.68,11.82,1.6,1.95,0.87,0.21,3.68,1.0
24,2021-03-12 02:40:00,34.53438,11.68,11.52,1.73,1.95,0.87,0.2,3.68,0.7
24,2021-03-12 02:45:00,33.4278,11.68,11.23,1.6,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 02:50:00,33.25625,11.68,11.24,1.73,1.98,0.87,0.14,1.94,0.42
24,2021-03-12 02:55:00,32.92308,13.0,12.85692,1.6,1.73,0.87,0.14,3.68,0.42
24,2021-03-12 03:00:00,33.43347,11.68,11.52,1.6,1.73,0.87,0.2,2.0,0.7
24,2021-03-12 03:05:00,33.05778,12.75,12.72222,1.6,1.98,0.87,0.21,4.1101,0.7
24,2021-03-12 03:10:00,32.58986,12.75,11.24,1.6,1.95,0.87,0.14,1.8,0.42
24,2021-03-12 03:15:00,32.4227,12.75,11.24,1.6,1.98,0.87,0.14,1.81,0.42
24,2021-03-12 03:20:00,32.07649,12.75,11.24,1.73,2.0,0.87,0.14,1.81,0.42
24,2021-03-12 03:25:00,32.07649,12.75,13.70351,1.6,1.98,0.87,0.14,3.68,0.5
24,2021-03-12 03:30:00,32.07649,12.75,13.70351,1.73,1.98,0.87,0.14,3.68,0.5
24,2021-03-12 03:35:00,32.10315,12.75,11.23,1.6,1.73,0.87,0.14,1.81,0.41
24,2021-03-12 03:40:00,32.10555,12.75,11.23,1.6,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 03:45:00,32.07649,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 03:50:00,33.23989,12.75,11.23,1.6,1.73,0.87,0.14,1.94,0.41
24,2021-03-12 03:55:00,31.94132,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
24,2021-03-12 04:00:00,33.10432,12.75,11.32,1.49,1.73,0.87,0.34,3.06324,0.5
24,2021-03-12 04:05:00,35.32432,13.4,11.24,2.0,1.73,0.8,0.21,1.03,0.42
24,2021-03-12 04:10:00,34.73314,11.68,11.0,2.0,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 04:15:00,35.23999,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 04:20:00,35.0667,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.41
24,2021-03-12 04:25:00,35.24441,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
24,2021-03-12 04:30:00,36.99519,12.75,11.0,2.0,1.77691,0.87,0.14,1.03,0.41
24,2021-03-12 04:35:00,32.58706,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.42
24,2021-03-12 04:40:00,33.90025,11.68,11.0,2.0,2.01,0.87,0.14,1.03,0.41
24,2021-03-12 04:45:00,38.00004,12.38778,11.0,2.0,2.0,0.87,0.14,1.03,0.41
24,2021-03-12 04:50:00,40.85238,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.41
24,2021-03-12 04:55:00,42.0,12.75,11.0,2.0,2.2261,0.87,0.2,1.03,0.42
24,2021-03-12 05:00:00,44.96475,13.5,11.0,2.70761,2.29,0.87,0.14,1.03,0.41
24,2021-03-12 05:05:00,41.0,13.5,9.97,4.0,4.22,0.88,0.0,0.0,0.0
24,2021-03-12 05:10:00,43.15785,13.5,9.6,4.0,4.49,0.88,0.0,0.0,0.0
24,2021-03-12 05:15:00,42.5,13.5,9.67,4.0,4.49,0.88,0.0,0.0,0.0
24,2021-03-12 05:20:00,41.58759,12.75,9.67,4.0,4.49,0.88,0.0,0.0,0.0
24,2021-03-12 05:25:00,49.44,12.75,9.97,4.0,4.49,0.88,0.0,0.0,0.0
24,2021-03-12 05:30:00,49.44,13.5,9.67,4.04,4.88,0.88,0.0,0.0,0.0
24,2021-03-12 05:35:00,44.90219,17.49,9.6,4.98,5.73,0.88,0.0,0.0,0.0
24,2021-03-12 05:40:00,43.82273,14.73,9.6,4.98,7.73,0.88,0.0,0.0,0.0
24,2021-03-12 05:45:00,42.0,17.87,9.7,4.98,7.73,0.88,0.0,0.0,0.0
24,2021-03-12 05:50:00,41.43008,20.68,9.7,5.0,7.67695,0.88,0.0,0.0,0.0
24,2021-03-12 05:55:00,42.18444,14.73,9.71,5.73,8.38938,0.88,0.0,0.0,0.0
24,2021-03-12 06:00:00,57.84588,24.12336,9.80468,7.73,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 06:05:00,38.6841,14.73,13.5,6.0,7.02666,0.88,0.0,0.0,0.0
24,2021-03-12 06:10:00,41.0,15.16306,13.56,7.73,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 06:15:00,41.0,10.98,13.56,7.14151,8.20919,0.88,0.0,0.0,0.0
24,2021-03-12 06:20:00,57.39698,21.01263,10.88,11.64263,8.49,0.88,0.0,0.0,0.05
24,2021-03-12 06:25:00,41.0,14.73,13.56,7.73,8.05482,0.88,0.0,0.0,0.0
24,2021-03-12 06:30:00,47.73325,16.44,14.0,8.68,8.49,0.88,0.0,0.0,0.42
24,2021-03-12 06:35:00,55.63199,20.68,14.0,9.95,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 06:40:00,58.37035,18.4,14.0,14.98,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 06:45:00,60.36556,20.68,13.74,10.66791,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 06:50:00,56.91972,18.4,10.78,10.0,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 06:55:00,55.711,15.36,10.58,8.68,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 07:00:00,48.80199,15.0,10.21,8.68,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 07:05:00,41.0,15.36,10.56,6.0,8.49,0.88,0.0,0.0,0.0
24,2021-03-12 07:10:00,40.73225,14.73,10.56,5.71186,8.1458,0.88,0.0,0.0,0.0
24,2021-03-12 07:15:00,36.16077,20.68,11.00078,5.0,6.99611,0.88,0.0,0.0,0.0
24,2021-03-12 07:20:00,36.61977,12.99368,10.78,5.0,6.86579,0.88,0.0,0.0,0.0
