,DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
2,2021-03-12 00:00:00,32.92199,14.73,13.8,4.98,3.68,0.88,0.14,1.03,0.42
2,2021-03-12 00:30:00,31.68097,11.68,11.0,3.0,2.29,0.88,0.14,1.03,0.42
2,2021-03-12 01:00:00,31.92141,11.68,11.0,1.75,2.0,0.88,0.14,1.03,0.41
2,2021-03-12 01:30:00,31.50069,11.68,11.0,1.48,1.73,0.87,0.14,1.03,0.41
2,2021-03-12 02:00:00,28.48395,11.0,11.0,1.49,1.73,0.87,0.2,1.95,0.44
2,2021-03-12 02:30:00,30.96609,10.98,11.0,1.73,1.73,0.87,0.14,1.4,0.41
2,2021-03-12 03:00:00,28.38599,11.68,11.0,1.73,1.95,0.87,0.21,1.95,0.44
2,2021-03-12 03:30:00,28.18023,11.68,11.56105,1.73,1.98,0.87,0.34,1.95,0.44
2,2021-03-12 04:00:00,28.46166,11.68,10.7,1.75,1.73,0.87,0.2,1.94,0.42
2,2021-03-12 04:30:00,31.17683,13.5,11.0,3.0,1.84,0.87,0.2,1.03,0.42
2,2021-03-12 05:00:00,30.2174,12.75,11.0,2.0,2.01,0.87,0.14,1.0,0.41
2,2021-03-12 05:30:00,31.49809,12.75,11.0,4.0,4.49,0.88,1.23,3.66,1.03
2,2021-03-12 06:00:00,35.18884,13.5,10.7,7.73,8.49,0.88,1.23,3.66,1.1
2,2021-03-12 06:30:00,38.7119,14.3719,13.37195,8.68,8.49,0.88,1.0,1.86668,1.0
2,2021-03-12 07:00:00,39.09839,14.75839,14.44,8.68,8.49,0.88,0.4,1.03,0.44
2,2021-03-12 07:30:00,33.77113,9.43113,11.0,6.71731,7.85608,0.88,0.99,1.0736,0.99
2,2021-03-12 08:00:00,31.44664,14.12664,14.0,7.73,6.02035,0.88,0.99,1.03,1.03
2,2021-03-12 08:30:00,28.70337,13.5,11.0,6.0,5.0,0.88,0.4,1.03,0.7
2,2021-03-12 09:00:00,28.00535,13.5,11.0,4.99,5.73,0.88,0.81,1.06028,0.99
2,2021-03-12 09:30:00,995.3,8.14,6.0,4.98,8.2199,0.88,0.34,1.0601,0.44
2,2021-03-12 10:00:00,30.41585,8.0,6.0,3.0,4.27559,0.88,0.14,1.06028,0.44
2,2021-03-12 10:30:00,29.29176,13.5,13.8,4.98,3.62198,0.88,0.14,1.0599,0.41
2,2021-03-12 11:00:00,30.18166,14.80247,11.0,4.98,3.8001,0.88,0.14,0.44,0.2
2,2021-03-12 11:30:00,30.32196,13.8,13.8,4.98,2.78,0.88,0.05,0.94,0.41
2,2021-03-12 12:00:00,30.49384,15.0,13.79,4.98,2.5175,0.88,0.05,0.44,0.2
2,2021-03-12 12:30:00,30.33787,14.7,11.0,4.98,2.36,0.9,0.03,0.44,0.2
2,2021-03-12 13:00:00,30.88376,17.19,13.79,4.98,2.54725,0.88,0.14,0.94,0.41
2,2021-03-12 13:30:00,30.58261,16.10952,13.79,4.98,1.98,0.88,0.14,0.94,0.2
2,2021-03-12 14:00:00,30.64981,17.49,11.62249,4.98,2.63804,0.88,0.14,0.95,0.41
2,2021-03-12 14:30:00,30.10391,13.5,13.81,4.98,2.55191,0.9,0.14,1.0,0.44
2,2021-03-12 15:00:00,34.53937,13.5,7.73,4.98,5.50267,0.88,0.03,0.94,0.41
2,2021-03-12 15:30:00,30.83454,11.34762,2.5,1.49,3.68,0.88,0.03,0.44,0.2
2,2021-03-12 16:00:00,28.63724,8.0,3.8,4.98,8.49,0.88,0.14,0.94,0.41
2,2021-03-12 16:30:00,29.59752,12.37752,13.8,6.0,8.49,0.88,1.0,1.8,0.79
2,2021-03-12 17:00:00,33.09285,13.5,10.98,8.88,8.49,0.88,0.05,0.44,0.2
2,2021-03-12 17:30:00,31.99966,13.5,11.78,9.5,8.49,0.88,1.1,2.01933,1.0
2,2021-03-12 18:00:00,51.14931,30.0,9.25,10.6886,13.84117,0.88,0.03,0.94,0.18
2,2021-03-12 18:30:00,11.38,20.16,14.0,4.0,1.73,0.88,0.03,0.44,0.15
2,2021-03-12 19:00:00,-1.36548,43.68,6.0,1.45,1.73,0.88,0.14,0.95,0.18
2,2021-03-12 19:30:00,35.37832,23.73,11.0,9.5,18.74341,0.88,0.05,0.44,0.15
2,2021-03-12 20:00:00,47.67763,36.36,14.0,9.5,26.0,0.9,0.05,0.44,0.18
2,2021-03-12 20:30:00,30.29459,13.5,14.0,4.98,13.48794,0.88,0.03,0.44,0.15
2,2021-03-12 21:00:00,43.55927,20.0,11.0,9.5,8.49,0.88,0.03,0.44,0.15
2,2021-03-12 21:30:00,31.718,28.05299,20.8,7.73,8.49,0.89,0.34,1.03,0.18
2,2021-03-12 22:00:00,29.43592,25.25997,11.0,7.73,8.49,0.88,0.21,1.03,0.18
2,2021-03-12 22:30:00,37.93678,30.0,14.0,9.5,8.49,0.9,0.2,0.95,0.2
2,2021-03-12 23:00:00,34.7041,30.0,14.73,9.5,8.49,0.9,0.4,1.03,0.41
2,2021-03-12 23:30:00,32.28416,26.06976,14.0,6.92976,8.49,0.9,0.2,0.95,0.2
