,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
24,2021-01-22 03:35:00,61.45,11.0,6.0,1.95,1.6,0.88,1.1,3.68,0.99
24,2021-01-22 03:40:00,62.0,7.98,6.75,1.73,1.54783,0.88,1.1,3.68,0.99
24,2021-01-22 03:45:00,7742.72,11.68,10.99,1.73,1.03,0.88,1.1,4.49,1.0
24,2021-01-22 03:50:00,1019.13,11.0,10.99,1.73,1.49,0.88,3.68,4.61,1.0
24,2021-01-22 03:55:00,26.37116,11.68,11.55,1.0,1.0,0.87,1.1,7.3,0.99
24,2021-01-22 04:00:00,24.53367,11.68,11.81,1.0,1.0,0.87,1.1,7.3,0.99
24,2021-01-22 04:05:00,38.11688,7.98,11.0,2.62,1.49,0.88,2.95,3.68,0.99
24,2021-01-22 04:10:00,38.86388,7.98,10.99,2.78,1.49,0.88,2.92572,3.68,0.99
24,2021-01-22 04:15:00,39.85424,7.98,11.0,3.10303,1.6,0.88,2.9519,3.68,0.99
24,2021-01-22 04:20:00,43.02277,7.98,13.95,5.73,1.7,0.88,1.23,3.67,0.99
24,2021-01-22 04:25:00,47.67057,7.98,11.0,3.68,1.6,0.88,1.23,3.67,1.0
24,2021-01-22 04:30:00,61.0,13.48,11.0,3.0,1.6,0.88,1.23,3.67,1.03
24,2021-01-22 04:35:00,61.0,11.68,11.0,3.68,1.6,0.88,1.23,3.67,1.03
24,2021-01-22 04:40:00,54.78,11.68,11.0,5.0,1.6,0.88,1.23,3.68,1.03
24,2021-01-22 04:45:00,46.53648,7.0,9.24,3.68,1.6,0.88,1.1,3.67,1.0
24,2021-01-22 04:50:00,53.68072,7.0,8.3,3.68,1.6,0.88,1.1,3.67,1.0
24,2021-01-22 04:55:00,48.56521,7.0,7.39417,3.0,1.6,0.88,1.23,3.67,1.03
24,2021-01-22 05:00:00,49.27033,7.0,8.3,4.0,2.0,0.88,1.23,3.68,1.0
24,2021-01-22 05:05:00,54.34475,9.99,7.73,3.68,1.98,0.88,1.1,3.68,1.03
24,2021-01-22 05:10:00,55.93712,9.99,6.0,4.0,1.95,0.88,0.81,1.99,0.95
24,2021-01-22 05:15:00,49.34598,6.59024,6.0,4.0,1.7,0.88,1.0,1.99,0.99
24,2021-01-22 05:20:00,62.0,7.0,6.0,3.68,1.7,0.88,1.0,3.67,1.0
24,2021-01-22 05:25:00,60.44,7.98,6.0,5.73,2.0,0.88,0.81,1.99,0.99
24,2021-01-22 05:30:00,379.95,5.73,6.0,4.0,1.79285,0.88,1.0,1.99,0.95
24,2021-01-22 05:35:00,379.95,10.98,10.99,4.20555,2.0,0.88,0.81,1.99,0.43
24,2021-01-22 05:40:00,379.95,10.98,6.0,5.99048,2.29,0.88,0.99,3.67,0.99
24,2021-01-22 05:45:00,379.95,10.98,10.99,5.73,2.0,0.88,0.81,1.99,0.44
24,2021-01-22 05:50:00,60.44,9.92015,10.99,5.73,2.29,0.88,1.0,3.67,1.0
24,2021-01-22 05:55:00,60.33,7.98,10.99,5.73,2.0,0.88,0.99,1.99,0.44
24,2021-01-22 06:00:00,60.44,7.98,9.24,4.81909,2.0,0.88,0.99,1.99,0.79
24,2021-01-22 06:05:00,60.44,5.15024,11.0,5.0,2.24726,0.88,0.5,1.95,0.43
24,2021-01-22 06:10:00,60.44,7.98,7.73,4.74509,2.0,0.88,0.49,1.81,0.43
24,2021-01-22 06:15:00,61.0,7.0,11.0,5.73,2.0,0.88,0.05,1.03,0.2
24,2021-01-22 06:20:00,61.0,3.38,7.73,5.0,1.98,0.88,0.05,1.03,0.2
24,2021-01-22 06:25:00,61.0,3.76316,7.73,4.4,1.98,0.88,0.2,1.4,0.42
24,2021-01-22 06:30:00,61.0,2.55,11.0,3.89,1.72912,0.88,0.05,1.03,0.2
24,2021-01-22 06:35:00,62.0,1.58046,11.0,3.69253,1.7,0.88,0.05,1.03,0.2
24,2021-01-22 06:40:00,62.00003,2.81,11.0,3.0,1.6153,0.88,0.05,1.03,0.2
24,2021-01-22 06:45:00,62.0,2.81,13.95,2.0,1.49,0.87,0.2,1.03,0.2
24,2021-01-22 06:50:00,62.0,2.81,13.95,2.43995,1.49,0.88,0.49,1.8,0.43
24,2021-01-22 06:55:00,62.0,2.81,13.95,2.00745,1.0,0.87,0.4,1.4,0.42
24,2021-01-22 07:00:00,61.0,2.81,13.95,1.77,1.0,0.87,0.2,1.03,0.42
24,2021-01-22 07:05:00,61.0,2.55,10.47167,1.0,1.0,0.87,0.5,1.81,0.43
24,2021-01-22 07:10:00,61.0,2.62,13.95,1.0,1.0,0.87,0.4,1.4,0.42
24,2021-01-22 07:15:00,50.84,7.98,11.0,1.0,1.0,0.87,0.21,1.8,0.42
24,2021-01-22 07:20:00,60.44,7.0,10.88,1.0,1.0,0.87,0.75789,1.81,0.43
24,2021-01-22 07:25:00,44.99088,9.99,14.0,1.0,1.0,0.87,0.2,1.03,0.2
24,2021-01-22 07:30:00,58.27,1.5,10.31333,1.0,1.0,0.87,0.4,1.8,0.43
24,2021-01-22 07:35:00,60.44,10.98,10.5725,1.0,0.99,0.87,0.21,3.67,0.99
24,2021-01-22 07:40:00,60.44,11.0,10.35667,1.0,0.99,0.87,0.2,2.0,0.79
24,2021-01-22 07:45:00,45.27894,7.0,11.0,0.73,0.75,0.87,0.99,3.68,1.03
24,2021-01-22 07:50:00,43.41794,2.9033,11.0,0.99,0.99,0.87,0.99,3.68,1.03
24,2021-01-22 07:55:00,41.07115,7.0,11.0,1.0,0.99,0.87,1.0,3.81,1.03
24,2021-01-22 08:00:00,39.3571,7.0,11.0,1.0,0.99,0.87,0.99,3.68,1.03
24,2021-01-22 08:05:00,44.31569,9.99,14.0,0.73,0.75,0.87,0.2,1.4,0.42
24,2021-01-22 08:10:00,45.9969,7.0,11.0,0.73,0.75,0.87,0.82737,1.99,0.44
24,2021-01-22 08:15:00,60.44,7.0,11.0,0.73,0.75,0.87,0.4,1.95,0.43
24,2021-01-22 08:20:00,60.44,7.0,10.99,0.73,0.81,0.87,0.81,3.67,0.4575
24,2021-01-22 08:25:00,60.44,7.0,10.32333,0.99,0.75,0.87,0.4,1.95,0.44
24,2021-01-22 08:30:00,60.44,4.0695,10.32333,1.0,1.0,0.87,0.4,1.99,0.44
24,2021-01-22 08:35:00,67.51,3.38,8.49,0.97,0.75,0.87,0.81,4.49,1.78
24,2021-01-22 08:40:00,60.44,1.99,8.0725,1.0,0.99,0.87,0.81,3.68,0.79
24,2021-01-22 08:45:00,55.83,11.14407,11.0,1.0,1.0,0.87,0.05,3.67,0.2
24,2021-01-22 08:50:00,44.45527,4.25886,16.78,0.99,0.99,0.87,0.81,3.81,0.61286
24,2021-01-22 08:55:00,60.32,2.90828,11.0,1.0,1.0,0.87,0.2,3.68,0.42
24,2021-01-22 09:00:00,39.40935,1.5,9.24,0.99,0.81,0.87,0.99,4.49,0.99
24,2021-01-22 09:05:00,36.36181,2.94546,8.49,0.73,0.75,0.87,0.94737,4.49,0.99
24,2021-01-22 09:10:00,33.43036,3.38,8.24991,0.73,0.75,0.87,0.81,4.24991,0.99
24,2021-01-22 09:15:00,33.27831,11.0,8.2725,0.73,0.75,0.87,0.81,4.2725,0.99
24,2021-01-22 09:20:00,35.43385,7.0,9.0625,0.6,0.73,0.87,0.81,4.61,1.78
24,2021-01-22 09:25:00,32.06873,9.99,8.49,0.73,0.75,0.87,0.94737,4.49,0.99
24,2021-01-22 09:30:00,30.62519,11.0,8.49,0.6,0.75,0.87,0.94737,4.49,0.99
24,2021-01-22 09:35:00,30.17574,7.0,8.3,0.73,0.75,0.87,0.81,4.49,0.99
24,2021-01-22 09:40:00,29.99532,7.0,9.32178,0.62,0.75,0.87,0.99,5.32178,1.78
24,2021-01-22 09:45:00,29.51627,10.98,9.24,0.5,0.75,0.87,0.92211,5.24,1.78
24,2021-01-22 09:50:00,29.78517,3.38,9.01028,0.4,0.73,0.8,0.81,5.01028,1.72778
24,2021-01-22 09:55:00,29.98818,3.38,8.5575,0.62,0.75,0.87,0.99,4.5575,0.99
24,2021-01-22 10:00:00,22.15729,5.73,8.5,0.73,0.99,0.87,0.81,4.5,0.95
24,2021-01-22 10:05:00,33.0071,10.66931,7.2825,0.4,0.75,0.87,0.81,6.27837,0.99
24,2021-01-22 10:10:00,30.37173,3.38,7.5675,0.4,0.73,0.8,0.99,7.3,1.0
24,2021-01-22 10:15:00,31.29254,5.73,8.0725,0.4,0.73,0.75,0.81,7.2925,0.79
24,2021-01-22 10:20:00,23.13586,7.0,10.99,0.6,0.75,0.87,0.99,7.3,0.99
24,2021-01-22 10:25:00,29.81582,7.0,8.57333,0.6,0.75,0.87,1.0,7.3,0.99
24,2021-01-22 10:30:00,22.90484,11.0,10.99,0.6,0.75,0.87,2.02737,8.67,1.78
24,2021-01-22 10:35:00,50.19296,7.0,8.9775,0.3,0.62,0.68,1.23,7.31683,1.03
24,2021-01-22 10:40:00,31.96784,5.73,7.05333,0.3,0.73,0.75,0.4,4.5,0.42
24,2021-01-22 10:45:00,29.23959,11.68,7.39417,0.4,0.75,0.87,1.23,8.19556,1.03
24,2021-01-22 10:50:00,47.21031,11.0,6.99,0.4,0.75,0.87,1.0,7.3,0.99
24,2021-01-22 10:55:00,29.44353,11.0,6.99,0.4,0.73,0.8,1.0,7.3,0.99
24,2021-01-22 11:00:00,29.01121,11.68,7.11921,0.4,0.73,0.87,1.0,7.3,0.99
24,2021-01-22 11:05:00,22.91103,5.73,9.64,0.4,0.73,0.87,1.0,8.67,1.78
24,2021-01-22 11:10:00,29.6587,7.0,9.24,0.4,0.73,0.75,1.1,7.3,0.99
24,2021-01-22 11:15:00,29.77399,10.712,8.3,0.25,0.62,0.8,1.0,7.3,1.70311
24,2021-01-22 11:20:00,28.77528,10.36,8.45417,0.3,0.62,0.8,0.95,7.3,0.95
24,2021-01-22 11:25:00,50.06591,7.0,8.5,0.4,0.73,0.75,1.23,7.3,1.78
24,2021-01-22 11:30:00,30.83326,10.98,8.99776,0.4,0.75,0.87,1.1,7.99776,1.03
24,2021-01-22 11:35:00,30.53776,10.69344,8.9775,0.4,0.75,0.87,1.23,8.68,1.03
24,2021-01-22 11:40:00,30.51451,10.531,8.77167,0.6,0.75,0.87,1.1,8.67,1.03
24,2021-01-22 11:45:00,50.57,11.0,6.39417,0.73,0.75,0.87,1.23,8.67,1.03
