,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
0,2021-03-12 00:00:00,32.49983,13.5,11.0,4.98,3.68,0.88,0.03,1.0,0.41
0,2021-03-12 00:05:00,41.79975,11.68,11.0,3.0,2.29,0.88,0.03,1.03,0.41
0,2021-03-12 00:10:00,35.5797,11.68,11.0,2.95,2.29,0.87,0.03,1.03,0.41
0,2021-03-12 00:15:00,35.5801,11.68,13.8,2.0,2.29,0.88,0.03,1.0,0.41
0,2021-03-12 00:20:00,35.5501,10.98,11.0,2.0,2.29,0.88,0.03,1.0,0.41
0,2021-03-12 00:25:00,35.5499,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.41
0,2021-03-12 00:30:00,35.5501,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.31
0,2021-03-12 00:35:00,39.12008,12.75,11.0,1.73,2.0,0.88,0.03,1.0,0.41
0,2021-03-12 00:40:00,35.55,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
0,2021-03-12 00:45:00,39.12,11.68,11.0,1.73,2.0,0.87,0.14,1.03,0.42
0,2021-03-12 00:50:00,35.46974,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
0,2021-03-12 00:55:00,35.55,12.75,11.0,1.73,2.0,0.87,0.14,1.03,0.41
0,2021-03-12 01:00:00,31.32217,13.0,11.0,1.73,2.0,0.88,0.14,1.03,0.41
0,2021-03-12 01:05:00,35.55,11.68,11.0,1.6,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 01:10:00,31.35741,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
0,2021-03-12 01:15:00,31.34871,11.08094,11.0,1.6,1.73,0.87,0.14,1.03,0.41
0,2021-03-12 01:20:00,31.33651,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 01:25:00,29.95206,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
0,2021-03-12 01:30:00,30.24292,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.41
0,2021-03-12 01:35:00,31.98614,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 01:40:00,32.49983,11.0,11.0,1.73,1.98,0.87,0.14,1.03,0.42
0,2021-03-12 01:45:00,32.2823,11.68,11.0,1.73,1.74755,0.87,0.14,1.03,0.42
0,2021-03-12 01:50:00,32.49983,12.75,11.0,1.73,1.98,0.87,0.14,1.03,0.41
0,2021-03-12 01:55:00,32.61539,11.0,11.0,1.73,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 02:00:00,32.92261,11.68,11.0,1.73,1.73,0.87,0.14,1.81,0.42
0,2021-03-12 02:05:00,32.6683,10.98,13.8,1.6,1.95,0.87,0.2,2.86255,0.5
0,2021-03-12 02:10:00,32.5,11.68,14.0,1.49,1.73,0.87,0.2,3.68,0.7
0,2021-03-12 02:15:00,32.29336,11.68,11.23,1.49,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 02:20:00,30.87711,12.75,11.23,1.49,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 02:25:00,31.20107,11.0,14.0,1.48,1.73,0.87,0.14,2.0,0.42
0,2021-03-12 02:30:00,31.85435,11.68,11.23,1.73,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 02:35:00,32.9301,11.68,11.82,1.6,1.95,0.87,0.21,3.68,1.0
0,2021-03-12 02:40:00,32.9301,11.68,11.52,1.73,1.95,0.87,0.2,3.68,0.7
0,2021-03-12 02:45:00,31.8637,11.68,11.23,1.6,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 02:50:00,32.5,11.68,11.24,1.73,1.98,0.87,0.14,1.94,0.42
0,2021-03-12 02:55:00,32.52615,13.0,12.85692,1.6,1.73,0.87,0.14,3.68,0.42
0,2021-03-12 03:00:00,32.5,11.68,11.52,1.6,1.73,0.87,0.2,2.0,0.7
0,2021-03-12 03:05:00,32.5,12.75,12.72222,1.6,1.98,0.87,0.21,4.1101,0.7
0,2021-03-12 03:10:00,32.5,12.75,11.24,1.6,1.95,0.87,0.14,1.8,0.42
0,2021-03-12 03:15:00,32.5,12.75,11.24,1.6,1.98,0.87,0.14,1.81,0.42
0,2021-03-12 03:20:00,32.5,12.75,11.24,1.73,2.0,0.87,0.14,1.81,0.42
0,2021-03-12 03:25:00,32.5,12.75,13.70351,1.6,1.98,0.87,0.14,3.68,0.5
0,2021-03-12 03:30:00,32.5,12.75,13.70351,1.73,1.98,0.87,0.14,3.68,0.5
0,2021-03-12 03:35:00,32.32361,12.75,11.23,1.6,1.73,0.87,0.14,1.81,0.41
0,2021-03-12 03:40:00,32.30251,12.75,11.23,1.6,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 03:45:00,31.99015,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 03:50:00,33.19408,12.75,11.23,1.6,1.73,0.87,0.14,1.94,0.41
0,2021-03-12 03:55:00,32.36949,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
0,2021-03-12 04:00:00,33.54686,12.75,11.32,1.49,1.73,0.87,0.34,3.06324,0.5
0,2021-03-12 04:05:00,35.58015,13.4,11.24,2.0,1.73,0.8,0.21,1.03,0.42
0,2021-03-12 04:10:00,35.58015,11.68,11.0,2.0,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 04:15:00,35.58015,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 04:20:00,35.58015,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.41
0,2021-03-12 04:25:00,35.55,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
0,2021-03-12 04:30:00,35.58015,12.75,11.0,2.0,1.77691,0.87,0.14,1.03,0.41
0,2021-03-12 04:35:00,32.89079,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.42
0,2021-03-12 04:40:00,33.26826,11.68,11.0,2.0,2.01,0.87,0.14,1.03,0.41
0,2021-03-12 04:45:00,35.47,12.38778,11.0,2.0,2.0,0.87,0.14,1.03,0.41
0,2021-03-12 04:50:00,35.55,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.41
0,2021-03-12 04:55:00,36.27625,12.75,11.0,2.0,2.2261,0.87,0.2,1.03,0.42
0,2021-03-12 05:00:00,39.85743,13.5,11.0,2.70761,2.29,0.87,0.14,1.03,0.41
0,2021-03-12 05:05:00,32.45001,13.5,11.0,4.0,4.22,0.88,4.47202,3.66,1.03
0,2021-03-12 05:10:00,35.47,13.5,10.7,4.0,4.49,0.88,3.68,3.66,1.1
0,2021-03-12 05:15:00,35.47,13.5,10.7,4.0,4.49,0.88,3.51553,3.66,1.03
0,2021-03-12 05:20:00,35.5501,12.75,10.7,4.0,4.49,0.88,1.65904,3.66,1.03
0,2021-03-12 05:25:00,40.07306,12.75,11.0,4.0,4.49,0.88,3.68,5.65781,1.03
0,2021-03-12 05:30:00,41.24924,13.5,10.7,4.04,4.88,0.88,3.68,3.68,1.03
0,2021-03-12 05:35:00,39.15004,17.49,10.7,4.98,5.73,0.88,1.23,3.66,1.1
0,2021-03-12 05:40:00,39.71332,14.73,10.7,4.98,7.73,0.88,1.23,2.0,1.1
0,2021-03-12 05:45:00,39.12911,17.87,10.7,4.98,7.73,0.88,1.1,1.81,1.0
0,2021-03-12 05:50:00,39.14994,20.68,10.7,5.0,7.67695,0.88,1.1,1.81,1.0
0,2021-03-12 05:55:00,40.02891,14.73,10.7,5.73,8.38938,0.88,1.0,1.8,0.99
0,2021-03-12 06:00:00,56.24994,24.12336,10.7,7.73,8.49,0.88,0.99,1.8,0.89532
0,2021-03-12 06:05:00,37.86929,14.73,14.0,6.0,7.02666,0.88,0.99,1.8,0.5
0,2021-03-12 06:10:00,42.1963,15.16306,14.0,7.73,8.49,0.88,0.4,1.03,0.44
0,2021-03-12 06:15:00,40.24883,10.98,14.0,7.14151,8.20919,0.88,0.81,1.79683,0.44
0,2021-03-12 06:20:00,60.16267,21.01263,11.27,11.64263,8.49,0.88,0.4,1.03,0.44
0,2021-03-12 06:25:00,39.62024,14.73,14.0,7.73,8.05482,0.88,0.81,1.74103,0.44
0,2021-03-12 06:30:00,48.81403,16.44,14.0,8.68,8.49,0.88,0.4,1.03,0.42
0,2021-03-12 06:35:00,56.48918,20.68,14.44,9.95,8.49,0.88,0.4,1.03,0.44
