,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
48,2021-03-12 00:00:00,31.93111,13.5,11.0,4.98,3.68,0.88,0.03,1.0,0.41
48,2021-03-12 00:05:00,41.04301,11.68,11.0,3.0,2.29,0.88,0.03,1.03,0.41
48,2021-03-12 00:10:00,35.27577,11.68,11.0,2.95,2.29,0.87,0.03,1.03,0.41
48,2021-03-12 00:15:00,34.95087,11.68,13.8,2.0,2.29,0.88,0.03,1.0,0.41
48,2021-03-12 00:20:00,34.51214,10.98,11.0,2.0,2.29,0.88,0.03,1.0,0.41
48,2021-03-12 00:25:00,34.21218,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.41
48,2021-03-12 00:30:00,34.22571,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.31
48,2021-03-12 00:35:00,37.91844,12.75,11.0,1.73,2.0,0.88,0.03,1.0,0.41
48,2021-03-12 00:40:00,34.50058,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
48,2021-03-12 00:45:00,37.89962,11.68,11.0,1.73,2.0,0.87,0.14,1.03,0.42
48,2021-03-12 00:50:00,34.04284,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
48,2021-03-12 00:55:00,34.09045,12.75,11.0,1.73,2.0,0.87,0.14,1.03,0.41
48,2021-03-12 01:00:00,30.0,13.0,11.0,1.73,2.0,0.88,0.14,1.03,0.41
48,2021-03-12 01:05:00,34.06543,11.68,11.0,1.6,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 01:10:00,30.0,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
48,2021-03-12 01:15:00,30.0,11.08094,11.0,1.6,1.73,0.87,0.14,1.03,0.41
48,2021-03-12 01:20:00,30.0,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 01:25:00,28.95,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
48,2021-03-12 01:30:00,28.95,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.41
48,2021-03-12 01:35:00,30.0,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 01:40:00,30.0,11.0,11.0,1.73,1.98,0.87,0.14,1.03,0.42
48,2021-03-12 01:45:00,30.0,11.68,11.0,1.73,1.74755,0.87,0.14,1.03,0.42
48,2021-03-12 01:50:00,29.85343,12.75,11.0,1.73,1.98,0.87,0.14,1.03,0.41
48,2021-03-12 01:55:00,30.0,11.0,11.0,1.73,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 02:00:00,30.0,11.68,11.0,1.73,1.73,0.87,0.14,1.81,0.42
48,2021-03-12 02:05:00,30.0,10.98,13.8,1.6,1.95,0.87,0.2,2.86255,0.5
48,2021-03-12 02:10:00,30.0,11.68,14.0,1.49,1.73,0.87,0.2,3.68,0.7
48,2021-03-12 02:15:00,30.0,11.68,11.23,1.49,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 02:20:00,28.95,12.75,11.23,1.49,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 02:25:00,28.95,11.0,14.0,1.48,1.73,0.87,0.14,2.0,0.42
48,2021-03-12 02:30:00,28.95,11.68,11.23,1.73,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 02:35:00,29.92046,11.68,11.82,1.6,1.95,0.87,0.21,3.68,1.0
48,2021-03-12 02:40:00,29.9115,11.68,11.52,1.73,1.95,0.87,0.2,3.68,0.7
48,2021-03-12 02:45:00,28.95,11.68,11.23,1.6,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 02:50:00,28.95,11.68,11.24,1.73,1.98,0.87,0.14,1.94,0.42
48,2021-03-12 02:55:00,28.95,13.0,12.85692,1.6,1.73,0.87,0.14,3.68,0.42
48,2021-03-12 03:00:00,29.25267,11.68,11.52,1.6,1.73,0.87,0.2,2.0,0.7
48,2021-03-12 03:05:00,29.21751,12.75,12.72222,1.6,1.98,0.87,0.21,4.1101,0.7
48,2021-03-12 03:10:00,28.95,12.75,11.24,1.6,1.95,0.87,0.14,1.8,0.42
48,2021-03-12 03:15:00,28.95,12.75,11.24,1.6,1.98,0.87,0.14,1.81,0.42
48,2021-03-12 03:20:00,28.95,12.75,11.24,1.73,2.0,0.87,0.14,1.81,0.42
48,2021-03-12 03:25:00,28.95,12.75,13.70351,1.6,1.98,0.87,0.14,3.68,0.5
48,2021-03-12 03:30:00,28.95,12.75,13.70351,1.73,1.98,0.87,0.14,3.68,0.5
48,2021-03-12 03:35:00,28.95,12.75,11.23,1.6,1.73,0.87,0.14,1.81,0.41
48,2021-03-12 03:40:00,28.95,12.75,11.23,1.6,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 03:45:00,28.95,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 03:50:00,30.0,12.75,11.23,1.6,1.73,0.87,0.14,1.94,0.41
48,2021-03-12 03:55:00,28.95,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
48,2021-03-12 04:00:00,30.0,12.75,11.32,1.49,1.73,0.87,0.34,3.06324,0.5
48,2021-03-12 04:05:00,32.17581,13.4,11.24,2.0,1.73,0.8,0.21,1.03,0.42
48,2021-03-12 04:10:00,31.79891,11.68,11.0,2.0,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 04:15:00,32.10188,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 04:20:00,32.11111,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.41
48,2021-03-12 04:25:00,32.11624,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
48,2021-03-12 04:30:00,32.10619,12.75,11.0,2.0,1.77691,0.87,0.14,1.03,0.41
48,2021-03-12 04:35:00,30.0,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.42
48,2021-03-12 04:40:00,30.0,11.68,11.0,2.0,2.01,0.87,0.14,1.03,0.41
