,DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
3,2021-01-22 00:00:00,43.07157,7.0,6.0,3.68,1.98,0.88,1.23,3.67,1.03
3,2021-01-22 00:30:00,41.29858,7.0,6.0,3.68,1.73,0.88,1.0,3.67,1.03
3,2021-01-22 01:00:00,42.09326,5.73,6.0,2.0,1.73,0.88,1.23,3.68,1.0
3,2021-01-22 01:30:00,43.15637,3.38,6.0,2.95,1.73,0.88,1.23,3.68,1.0
3,2021-01-22 02:00:00,39.89373,7.0,6.0,2.0,1.73,0.89,1.23,3.68,1.03
3,2021-01-22 02:30:00,39.06908,11.0,6.0,2.0,1.73,0.88,1.23,3.68,0.99
3,2021-01-22 03:00:00,38.95129,11.68,6.0,1.96586,1.73,0.88,1.23,3.68,1.0
3,2021-01-22 03:30:00,36.76104,11.0,4.99,1.95,1.73,0.88,1.98,3.95,1.03
3,2021-01-22 04:00:00,39.04965,11.0,5.50547,2.69633,1.73,0.89,1.23,3.68,1.0
3,2021-01-22 04:30:00,36.58277,7.98,10.99,4.98,1.73,0.89,1.32653,3.68,1.0
3,2021-01-22 05:00:00,40.79543,11.68,11.0,5.0,1.98,0.9,1.23,3.67,1.03
3,2021-01-22 05:30:00,42.38772,8.0,7.73,4.98,2.0,0.9,1.1,3.68,1.03
3,2021-01-22 06:00:00,42.13089,8.0,10.99,4.98,2.0,0.9,0.81,1.99,0.43
3,2021-01-22 06:30:00,38.33302,2.55,11.0,3.65155,1.72896,0.88,0.4,1.8,0.42
3,2021-01-22 07:00:00,39.17255,1.51036,11.0,3.16588,1.7,0.88,0.21,1.8,0.42
3,2021-01-22 07:30:00,34.96,1.99,10.30333,2.0,1.6,0.88,0.4,1.8,0.42
3,2021-01-22 08:00:00,34.00286,11.0,11.0,1.45,1.6,0.88,0.81,3.68,0.99
3,2021-01-22 08:30:00,34.96,9.99,10.99,1.45,1.49,0.88,0.4,1.99,0.42
3,2021-01-22 09:00:00,34.12598,3.38,8.49,1.45,0.81,0.88,0.99,4.49,1.78
3,2021-01-22 09:30:00,30.25291,2.81364,8.49,1.0,0.75,0.87,0.94737,4.49,0.99
3,2021-01-22 10:00:00,27.93405,5.73,8.3,0.99,0.75,0.87,0.81,4.49,0.99
3,2021-01-22 10:30:00,28.15786,10.98,7.5675,0.99,1.0,0.87,0.99,6.10457,0.79
3,2021-01-22 11:00:00,27.50219,7.0,8.73167,0.73,0.75,0.87,1.1,7.41336,0.99
3,2021-01-22 11:30:00,26.0634,7.0,8.73167,0.73,0.75,0.87,1.1,7.3,0.99
3,2021-01-22 12:00:00,31.00211,10.36,8.77167,1.0,1.0,0.87,1.1,5.68742,1.03
3,2021-01-22 12:30:00,30.01373,11.0,8.18167,1.45,1.49,0.88,1.1,4.79404,0.44
3,2021-01-22 13:00:00,31.72788,7.0,7.73,1.35529,1.49,0.88,1.0,3.73,0.42
3,2021-01-22 13:30:00,31.68714,5.73,6.0,1.49,1.6,0.88,1.0,2.0,0.99
3,2021-01-22 14:00:00,33.49758,7.0,6.0,2.0,1.73,0.88,1.1,3.73,0.99
3,2021-01-22 14:30:00,34.38613,7.0,4.99,3.27262,1.98,0.88,1.0,1.81,0.42
3,2021-01-22 15:00:00,31.95394,10.36,5.69,1.73,1.73,0.88,1.23,4.49,1.03
3,2021-01-22 15:30:00,35.17863,14.64955,5.36,3.83637,1.98,0.88,0.95,1.99,0.44
3,2021-01-22 16:00:00,34.96,8.0,9.24,3.68,3.68,0.89,0.4,1.95,0.42
3,2021-01-22 16:30:00,34.96,13.80144,9.25,6.98885,4.49,0.88,0.21,1.8,0.42
3,2021-01-22 17:00:00,51.2435,20.68,14.0,11.83005,8.49,0.9,0.5,2.0,0.44
3,2021-01-22 17:30:00,34.96,11.89044,5.36,4.98,4.00044,0.88,0.4,1.95,0.44
3,2021-01-22 18:00:00,55.0,26.81014,11.0,17.42014,8.49,0.9,0.2,1.03,0.42
3,2021-01-22 18:30:00,55.0,14.73,9.25,20.7,8.49,0.9,0.81,4.5,0.44
3,2021-01-22 19:00:00,55.0,25.01,11.0,33.33,17.35564,0.9,1.23,6.73,1.0
3,2021-01-22 19:30:00,54.85866,13.73956,14.0,16.17237,8.49,0.9,0.81,1.9,0.44
3,2021-01-22 20:00:00,56.28645,13.45,5.36,20.30807,7.651,0.9,0.2,1.03,0.42
3,2021-01-22 20:30:00,55.0,24.38954,6.0,15.0,8.49,0.9,0.5,1.8,0.44
3,2021-01-22 21:00:00,48.97359,10.3335,13.95,9.5,5.0,0.9,0.2,1.03,0.42
3,2021-01-22 21:30:00,50.55226,13.0,5.36,8.68,2.78,0.9,0.05,1.03,0.2
3,2021-01-22 22:00:00,38.35758,7.89,2.5,4.98,1.73,0.88,0.4,1.4,0.42
3,2021-01-22 22:30:00,43.7551,7.89,4.99,4.98,2.0,0.9,0.99,1.81,0.44
3,2021-01-22 23:00:00,38.79904,8.0,4.99,3.68,1.73,0.88,0.81,1.81,0.44
3,2021-01-22 23:30:00,40.85107,10.49544,6.0,3.68,1.73,0.88,0.4,1.8,0.42
