,DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
2,2021-01-22 00:00:00,44.56433,7.0,6.0,9.5,1.98,0.88,1.23,3.67,1.03
2,2021-01-22 00:30:00,42.30048,7.0,6.0,9.5,1.73,0.88,1.0,3.67,1.03
2,2021-01-22 01:00:00,42.89559,5.73,6.0,9.5,1.73,0.88,1.23,3.68,1.0
2,2021-01-22 01:30:00,44.09115,3.38,6.0,9.5,1.73,0.88,1.23,3.68,1.0
2,2021-01-22 02:00:00,40.55043,7.0,6.0,9.5,1.73,0.89,1.23,3.68,1.03
2,2021-01-22 02:30:00,40.22,11.0,6.0,9.5,1.73,0.88,1.23,3.68,0.99
2,2021-01-22 03:00:00,40.2,11.68,6.0,9.5,1.73,0.88,1.23,3.68,1.0
2,2021-01-22 03:30:00,37.84397,11.0,4.99,9.5,1.73,0.88,1.98,3.95,1.03
2,2021-01-22 04:00:00,40.2,11.0,5.50547,9.5,1.73,0.89,1.23,3.68,1.0
2,2021-01-22 04:30:00,37.37516,7.98,10.99,9.5,1.73,0.89,1.32653,3.68,1.0
2,2021-01-22 05:00:00,41.14883,11.68,11.0,9.5,1.98,0.9,1.23,3.67,1.03
2,2021-01-22 05:30:00,43.19566,8.0,7.73,9.5,2.0,0.9,1.1,3.68,1.03
2,2021-01-22 06:00:00,41.40067,8.0,10.99,4.98,2.0,0.9,0.81,1.99,0.43
2,2021-01-22 06:30:00,38.16686,2.55,11.0,9.5,1.72896,0.88,0.4,1.8,0.42
2,2021-01-22 07:00:00,39.10458,1.51036,11.0,9.5,1.7,0.88,0.21,1.8,0.42
2,2021-01-22 07:30:00,36.08076,1.99,10.30333,9.5,1.6,0.88,0.4,1.8,0.42
2,2021-01-22 08:00:00,35.22,11.0,11.0,9.5,1.6,0.88,0.81,3.68,0.99
2,2021-01-22 08:30:00,35.899,9.99,10.99,9.5,1.49,0.88,0.4,1.99,0.42
2,2021-01-22 09:00:00,35.22,3.38,8.49,9.5,0.81,0.88,0.99,4.49,1.78
2,2021-01-22 09:30:00,35.22,2.84364,7.94,9.5,0.75,0.9,0.94737,1.95,0.44
2,2021-01-22 10:00:00,35.22,6.03214,7.49,9.5,0.75,0.9,0.81,0.18,0.18
2,2021-01-22 10:30:00,35.62791,10.98,7.2175,9.5,1.0,0.87,0.99,0.18,0.44
2,2021-01-22 11:00:00,37.08616,7.03,8.18167,4.98,0.75,0.9,1.1,0.44,0.44
2,2021-01-22 11:30:00,35.2455,7.03,8.18167,4.98,0.75,0.9,1.1,0.59221,0.44
2,2021-01-22 12:00:00,35.32675,10.36,8.77167,4.98,1.0,0.87,1.1,2.7596,1.03
2,2021-01-22 12:30:00,35.486,11.0,8.18167,4.98,1.49,0.88,1.1,0.44,0.44
2,2021-01-22 13:00:00,36.27502,7.0,7.49,4.98,1.49,0.88,1.0,0.44,0.18
2,2021-01-22 13:30:00,32.94464,5.73,6.0,4.98,1.6,0.88,1.0,1.67597,0.99
2,2021-01-22 14:00:00,34.57145,7.0,6.0,4.98,1.73,0.88,1.1,3.73,0.99
2,2021-01-22 14:30:00,35.22032,7.0,4.99,9.5,1.98,0.88,1.0,1.81,0.42
2,2021-01-22 15:00:00,32.39687,10.36,5.69,9.5,1.73,0.88,1.23,4.49,1.03
2,2021-01-22 15:30:00,34.7518,14.64955,5.36,9.5,1.98,0.88,0.95,1.99,0.44
2,2021-01-22 16:00:00,34.6267,8.0,9.24,9.5,3.68,0.89,0.4,1.95,0.42
2,2021-01-22 16:30:00,35.35373,8.42462,9.25,9.5,4.49,0.88,0.21,1.8,0.42
2,2021-01-22 17:00:00,51.02137,20.68,14.0,11.83005,8.49,0.9,0.5,2.0,0.44
2,2021-01-22 17:30:00,34.35407,6.23789,5.36,4.98,4.00044,0.88,0.4,1.95,0.44
2,2021-01-22 18:00:00,51.77388,26.81014,11.0,17.42014,8.49,0.9,0.2,1.03,0.42
2,2021-01-22 18:30:00,50.18133,14.73,9.25,20.7,8.49,0.9,0.81,4.5,0.44
2,2021-01-22 19:00:00,12.13871,8.77871,11.0,6.09484,4.61835,0.9,1.23,6.73,1.0
2,2021-01-22 19:30:00,43.38923,13.73956,11.0,9.5,8.49,0.9,0.81,1.9,0.44
2,2021-01-22 20:00:00,16.81,13.45,5.36,9.5,7.651,0.9,0.2,1.03,0.42
2,2021-01-22 20:30:00,50.18133,24.38954,6.0,15.0,8.49,0.9,0.5,1.8,0.44
2,2021-01-22 21:00:00,45.02814,10.3335,13.95,9.5,5.0,0.9,0.2,1.03,0.42
2,2021-01-22 21:30:00,61.33319,9.16034,3.8,8.68,2.78,0.9,0.05,1.03,0.2
2,2021-01-22 22:00:00,39.28812,7.89,2.5,4.98,1.73,0.88,0.4,1.4,0.42
2,2021-01-22 22:30:00,44.47536,7.89,4.99,9.5,2.0,0.9,0.99,1.81,0.44
2,2021-01-22 23:00:00,39.53858,8.0,4.99,9.5,1.73,0.88,0.81,1.81,0.44
2,2021-01-22 23:30:00,41.62972,10.49544,6.0,9.5,1.73,0.88,0.4,1.8,0.42
