,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
12,2021-06-14 00:00:00,100.73002,18.4,6.13,46.5,8.87492,0.8,0.03,0.18,0.18
12,2021-06-14 00:05:00,158.18962,10.55002,10.6,9.95,5.0,0.8,0.03,0.38,0.18
12,2021-06-14 00:10:00,167.21155,11.68,10.6,7.73,3.68,0.75,0.14,0.44,0.18
12,2021-06-14 00:15:00,167.01227,10.95816,10.6,6.0,3.68,0.75,0.03,0.19,0.18
12,2021-06-14 00:20:00,149.0,7.87,10.6,6.0,2.29,0.75,0.03,0.38,0.18
12,2021-06-14 00:25:00,118.34817,7.87,10.6,6.0,2.29,0.75,0.03,0.38,0.18
12,2021-06-14 00:30:00,114.40777,12.75,10.6,6.0,2.29,0.75,0.14,0.8,0.18
12,2021-06-14 00:35:00,199.84,20.68,10.6,8.68,3.68,0.75,0.03,0.19,0.18
12,2021-06-14 00:40:00,199.84,18.4,10.7,9.52,4.95,0.75,0.14,0.38,0.18
12,2021-06-14 00:45:00,199.84,18.65,10.6,7.73,6.99,0.75,0.03,0.38,0.18
12,2021-06-14 00:50:00,189.89,20.68,10.6,8.68,7.73,0.75,0.03,0.38,0.18
12,2021-06-14 00:55:00,121.11393,18.4,10.6,7.73,5.0,0.75,0.03,0.19,0.18
12,2021-06-14 01:00:00,100.73003,18.4,10.6,7.73,4.95,0.75,0.03,0.38,0.18
12,2021-06-14 01:05:00,169.19339,23.73,6.0,9.95,5.73,0.8,0.14,0.44,0.18
12,2021-06-14 01:10:00,100.72998,18.4,7.73011,9.95,5.07,0.8,0.14,0.44,0.18
12,2021-06-14 01:15:00,86.56668,18.4,7.73,9.95,5.07,0.8,0.14,0.44,0.18
12,2021-06-14 01:20:00,97.93864,18.4,6.13,9.95,5.07,0.75,0.14,0.44,0.18
12,2021-06-14 01:25:00,99.0526,18.4,6.01676,9.95,5.07,0.8,0.14,0.45,0.18
12,2021-06-14 01:30:00,77.6779,18.4,7.985,9.29,5.73,0.75,0.18,0.8,0.2
12,2021-06-14 01:35:00,82.76004,24.9,10.7,15.15,13.28123,0.8,0.2,1.0,0.41
12,2021-06-14 01:40:00,75.2783,24.9,11.18174,15.0,13.73,0.8,0.2,1.03,0.41
12,2021-06-14 01:45:00,84.38478,24.9,14.0,14.98,9.87795,0.8,1.0,1.8,0.99
12,2021-06-14 01:50:00,69.94,24.9,10.7,14.98,10.54174,0.75,0.18,0.8,0.2
12,2021-06-14 01:55:00,69.17636,24.9,10.7,14.98,9.5,0.75,0.18,0.8,0.2
12,2021-06-14 02:00:00,68.51371,24.9,10.7,9.95,12.13588,0.8,0.34,1.03,0.42
12,2021-06-14 02:05:00,127.17641,24.9,10.6,9.95,6.3484,0.75,0.18,0.95,0.2
12,2021-06-14 02:10:00,100.73005,18.4,10.7,6.0,5.0,0.75,0.18,1.0,0.41
12,2021-06-14 02:15:00,69.94,23.73,10.7,22.35,16.05,0.8,0.18,1.0,0.2
12,2021-06-14 02:20:00,100.73002,18.4,10.7,13.73,13.49628,0.8,0.18,0.8,0.2
12,2021-06-14 02:25:00,100.73002,18.4,10.6,8.68,8.68,0.75,0.18,0.95,0.2
12,2021-06-14 02:30:00,85.73001,18.4,10.6,7.73,8.68,0.75,0.18,0.8,0.18
12,2021-06-14 02:35:00,100.73002,21.20461,10.7,9.95,13.73,0.75,0.03,0.18,0.18
12,2021-06-14 02:40:00,104.40002,18.4,10.7,9.29,8.68,0.75,0.18,0.8,0.18
12,2021-06-14 02:45:00,97.76007,19.1188,10.7,9.95,12.38935,0.75,0.03,0.18,0.18
12,2021-06-14 02:50:00,98.70446,18.4,10.6,7.73,8.49545,0.75,0.03,0.18,0.18
12,2021-06-14 02:55:00,95.92693,18.4,10.6,8.68,8.68,0.75,0.03,0.18,0.18
12,2021-06-14 03:00:00,73.78253,18.4,10.7,7.73,12.57575,0.75,0.03,0.18,0.18
12,2021-06-14 03:05:00,121.75995,21.75995,14.0,9.61254,8.76741,0.75,0.14,0.18,0.18
12,2021-06-14 03:10:00,100.73005,17.59771,10.88,7.73,8.68,0.75,0.18,0.8,0.18
12,2021-06-14 03:15:00,97.76007,16.34705,10.7,9.95,8.49545,0.75,0.03,0.18,0.18
12,2021-06-14 03:20:00,102.60702,16.60704,10.7,8.68,8.68,0.75,0.08668,0.19,0.18
12,2021-06-14 03:25:00,100.73002,15.0,10.7,8.05497,8.68,0.75,0.18,0.8,0.18
12,2021-06-14 03:30:00,103.64748,15.0,10.7,8.05497,8.68,0.75,0.99,1.94,0.42
12,2021-06-14 03:35:00,149.0,18.4,10.6,9.95,9.5,0.75,0.18,0.8,0.18
12,2021-06-14 03:40:00,189.89,20.68,10.6,9.95,9.95,0.75,0.14,0.38,0.18
12,2021-06-14 03:45:00,69.94,18.4,10.7,7.73,5.73,0.75,0.14,0.38,0.18
12,2021-06-14 03:50:00,70.73,18.4,10.6,7.73,4.88,0.75,0.14,0.44,0.18
12,2021-06-14 03:55:00,100.73002,18.4,10.6,6.0,4.88,0.75,0.49,1.03,0.42
12,2021-06-14 04:00:00,82.86003,18.4,10.6,7.73,5.0,0.75,0.2,1.0,0.2
12,2021-06-14 04:05:00,82.27656,12.75,15.0,6.0,2.0,0.75,0.55579,0.66975,0.42
12,2021-06-14 04:10:00,82.34254,12.75,14.395,5.73,2.29,0.75,0.18,0.46382,0.41
12,2021-06-14 04:15:00,81.88633,12.75,13.8,6.0,2.29,0.75,0.99,0.8,0.44
12,2021-06-14 04:20:00,83.99665,12.75,13.8,6.98,2.77,0.8,0.21,0.68233,0.42
12,2021-06-14 04:25:00,82.67691,13.8,10.7,6.05942,5.73,0.8,0.18,0.72542,0.2
12,2021-06-14 04:30:00,84.13674,12.75,10.7,6.0,5.73,0.8,0.99,0.8,0.44
12,2021-06-14 04:35:00,84.86204,20.68,10.7,8.68,8.68,0.8,0.18,0.66961,0.2
12,2021-06-14 04:40:00,83.35023,18.4,10.6,7.73,5.73,0.8,0.18,0.65641,0.2
12,2021-06-14 04:45:00,85.02928,18.4,10.6,6.05942,5.73,0.8,0.34,0.9036,0.41
12,2021-06-14 04:50:00,85.76729,18.4,10.6,6.05942,5.73,0.8,1.0,0.8796,0.44
12,2021-06-14 04:55:00,85.73005,18.4,10.6,6.05942,5.73,0.8,0.18,0.68982,0.2
12,2021-06-14 05:00:00,85.73005,20.68,10.6,6.05942,5.73,0.8,0.18,0.78102,0.2
12,2021-06-14 05:05:00,95.83297,12.75,10.6,6.98,3.68,0.8,0.14,0.46527,0.2
12,2021-06-14 05:10:00,92.39929,12.75,10.6,8.68,5.73,0.8,0.14,0.38,0.18
12,2021-06-14 05:15:00,99.45633,17.55123,10.6,15.15,5.73,0.8,0.14,0.8,0.2
12,2021-06-14 05:20:00,100.0,18.4,13.8,20.45,5.73,0.8,0.18,1.0,0.41
12,2021-06-14 05:25:00,103.71082,13.26877,10.7,16.68,5.88,0.8,0.14,0.8,0.2
12,2021-06-14 05:30:00,149.0,13.0,10.7,10.47851,3.68,0.8,0.2,1.03,0.41
12,2021-06-14 05:35:00,85.73005,13.0,10.7,9.95,3.68,0.8,0.4274,1.8,0.41
12,2021-06-14 05:40:00,91.03319,13.0,14.0,13.73,4.88,0.8,1.0,2.76759,1.03
12,2021-06-14 05:45:00,149.0,13.0,10.7,16.34746,5.73,0.8,0.2,1.03,0.2
12,2021-06-14 05:50:00,149.0,13.0,10.6,6.98,2.29,0.75,0.03,0.18991,0.18
12,2021-06-14 05:55:00,125.29101,12.75,10.6,6.0,3.37,0.75,0.03,0.18991,0.18
12,2021-06-14 06:00:00,199.84,12.75,10.6,6.0,2.29,0.75,0.03,0.18991,0.18
12,2021-06-14 06:05:00,92.58463,18.4,14.0,10.13366,2.29,0.75,0.14,0.73,0.18
12,2021-06-14 06:10:00,89.40002,18.4,10.6,16.9,1.98,0.75,0.99,1.94,1.0
12,2021-06-14 06:15:00,105.48853,18.4,10.6,20.16802,2.29,0.75,0.14,0.44991,0.18
12,2021-06-14 06:20:00,89.40002,18.4,14.12167,17.4,1.73,0.75,0.14,0.45,0.2
12,2021-06-14 06:25:00,148.99216,18.4,14.0,30.0,2.8,0.75,0.07579,0.19,0.18
12,2021-06-14 06:30:00,140.03195,18.4,13.95568,26.4,2.77,0.75,0.0478,0.18,0.18
12,2021-06-14 06:35:00,89.36679,18.4,14.10167,10.78676,1.98,0.75,0.14,0.73,0.18
12,2021-06-14 06:40:00,141.5444,18.4,14.73,30.0,2.78,0.75,1.0,1.8,0.42
12,2021-06-14 06:45:00,112.03206,18.4,14.0,20.16802,2.29,0.75,0.14,0.45,0.15
12,2021-06-14 06:50:00,149.40851,18.4,14.10167,28.21439,2.78,0.75,0.14,0.18,0.18
12,2021-06-14 06:55:00,149.0,18.4,13.9275,26.08646,2.77,0.75,0.03,0.18,0.18
12,2021-06-14 07:00:00,329.72217,18.4,14.18083,66.48146,2.29,0.75,0.19,0.73,0.18
12,2021-06-14 07:05:00,2307.42008,24.9,20.8,52.47356,26.0,0.75,0.21,1.03,0.18
12,2021-06-14 07:10:00,82.88266,31.95,20.8,49.99838,9.95,0.75,0.14,0.18991,0.15
12,2021-06-14 07:15:00,89.19624,28.2,20.8,42.0,16.05,0.75,0.03,0.2016,0.15
12,2021-06-14 07:20:00,89.34817,32.01,18.98,55.10795,26.0,0.75,0.2,0.8,0.18
12,2021-06-14 07:25:00,90.46849,33.81,27.01333,55.70563,26.0,0.75,1.0,3.66,0.43
12,2021-06-14 07:30:00,89.40593,45.0,18.98,74.40585,13.73,0.75,0.18,0.44,0.18
12,2021-06-14 07:35:00,175.24224,59.0,20.8,111.0,26.0,0.75,0.14,0.44,0.01
12,2021-06-14 07:40:00,325.61205,114.52404,18.98,230.51,26.0,0.75,0.6,1.03,0.18
12,2021-06-14 07:45:00,238.0083,83.63362,20.8,146.0,30.0,0.75,0.14,0.44,0.0
12,2021-06-14 07:50:00,325.57195,59.99,14.73,228.57195,28.9,0.75,0.49,1.0,0.18
12,2021-06-14 07:55:00,152.45977,59.0,18.98,111.0,13.73,0.75,0.14,0.8,0.07
12,2021-06-14 08:00:00,149.0,59.32123,18.98,111.32123,9.95,0.75,0.18,0.8,0.18
12,2021-06-14 08:05:00,315.77622,181.22041,14.165,256.76,30.0,0.75,0.18,1.03,0.18
12,2021-06-14 08:10:00,199.84,55.01774,10.6,149.78731,30.0,0.75,0.03,0.45,0.18
12,2021-06-14 08:15:00,306.21759,147.94713,10.6,233.50718,30.0,0.75,0.18,0.80991,0.42
12,2021-06-14 08:20:00,199.84,76.09367,10.6,155.34015,28.9,0.75,0.18,0.8,0.19
12,2021-06-14 08:25:00,149.0,38.72261,13.8,107.53051,23.37,0.75,0.14,0.73,0.18
12,2021-06-14 08:30:00,104.81003,33.81,10.7,86.0,15.1,0.75,0.49,0.80991,0.18
12,2021-06-14 08:35:00,310.45689,179.26058,10.6,256.76,30.0,0.75,0.6,0.80991,0.42
12,2021-06-14 08:40:00,199.84,68.70788,10.6,149.03733,29.65,0.75,0.18,0.8,0.18
12,2021-06-14 08:45:00,199.84,71.29982,10.6,147.83997,30.0,0.75,0.18,0.8,0.18
12,2021-06-14 08:50:00,199.84,69.95207,10.6,147.83996,30.0,0.75,0.21,0.8,0.19
12,2021-06-14 08:55:00,149.0,59.0,10.6,111.0,17.0747,0.75,0.21,0.8,0.19
12,2021-06-14 09:00:00,106.82127,59.0,10.88,86.0,15.1,0.75,0.18,0.8,0.18
12,2021-06-14 09:05:00,149.0,33.81,5.95,74.25766,9.4,0.75,0.18,0.8,0.18
12,2021-06-14 09:10:00,149.0,32.36,5.95,66.81829,15.0,0.8,0.21,1.03,0.42
12,2021-06-14 09:15:00,137.05043,32.0,6.0,58.985,13.73,0.75,0.14,0.8,0.18
12,2021-06-14 09:20:00,100.0,31.15855,7.965,31.15855,7.73,0.75,0.18,0.8,0.18
12,2021-06-14 09:25:00,100.0,31.15641,8.70167,31.15641,7.73,0.75,0.5,1.03,0.41
12,2021-06-14 09:30:00,88.15807,28.87951,9.0,28.87951,5.73,0.75,0.18,0.8,0.18
12,2021-06-14 09:35:00,100.0,18.4,10.7,20.45,5.0,0.75,0.18,0.8,0.18
12,2021-06-14 09:40:00,100.0,14.73,10.6,20.0,5.0,0.75,0.5,1.03,0.42
12,2021-06-14 09:45:00,100.73003,14.73,10.6,20.45,5.0,0.75,0.99,1.03,0.43
12,2021-06-14 09:50:00,100.73003,14.73,10.6,20.45,5.73,0.75,0.18,0.8,0.18
12,2021-06-14 09:55:00,100.73003,13.8,10.6,20.0,4.95,0.75,0.18,0.8,0.18
12,2021-06-14 10:00:00,78.40762,18.4,10.6,20.45,5.0,0.75,0.99,1.4,0.43
12,2021-06-14 10:05:00,87.94628,14.73,7.65,13.73,4.94548,0.8,0.14,0.73,0.18
12,2021-06-14 10:10:00,86.0,16.11644,6.0,20.20339,5.0,0.75,0.18,0.8,0.18
12,2021-06-14 10:15:00,73.08172,19.08284,7.65,22.62203,13.73,0.8,0.14,0.8,0.18
12,2021-06-14 10:20:00,68.35669,18.4,14.0,20.45,12.53565,0.8,0.18,0.8,0.2
12,2021-06-14 10:25:00,56.91917,16.28573,10.7,20.0,6.74041,0.75,0.18,0.8,0.18
12,2021-06-14 10:30:00,43.73464,15.0,13.25266,8.48716,5.0,0.75,0.18,0.95,0.18
12,2021-06-14 10:35:00,66.76942,13.75455,15.0,6.0,4.88,0.75,0.34,1.0,0.41
12,2021-06-14 10:40:00,67.21589,13.75455,10.7,6.0,4.95,0.75,0.2,1.03,0.41
12,2021-06-14 10:45:00,70.6392,13.75455,15.0,7.03273,5.88,0.75,0.34,0.95,0.41
12,2021-06-14 10:50:00,58.0771,15.33549,10.7,9.5,5.73,0.75,0.18,0.95,0.18
12,2021-06-14 10:55:00,57.07187,14.73,15.0,8.68,4.95,0.75,0.21,0.95,0.2
12,2021-06-14 11:00:00,57.25509,13.8,13.8,9.5,4.95,0.75,0.2,0.95,0.2
12,2021-06-14 11:05:00,78.99975,18.4,14.0,13.73,7.49333,0.75,1.23,3.68,1.03
12,2021-06-14 11:10:00,78.99975,18.4,11.59,9.95,5.29,0.75,0.14,0.38,0.18
12,2021-06-14 11:15:00,65.82415,18.61004,10.7,9.95,7.73,0.75,0.14,0.18357,0.18
12,2021-06-14 11:20:00,66.27475,18.61,10.7,9.95,8.68,0.8,0.14,0.44,0.18
12,2021-06-14 11:25:00,66.25597,18.4,10.6,9.95,8.68,0.75,0.14,0.50027,0.18
12,2021-06-14 11:30:00,67.05577,18.4,10.6,9.95,9.31571,0.75,0.14,0.70135,0.18
12,2021-06-14 11:35:00,70.72987,18.4,12.45,15.0,15.0,0.8,0.2,0.95,0.41
12,2021-06-14 11:40:00,57.04037,14.37984,13.8,14.98,7.73,0.75,0.99,1.94,0.41
12,2021-06-14 11:45:00,60.48087,12.75,15.0,13.46667,5.0,0.75,0.34,1.34499,0.41
12,2021-06-14 11:50:00,57.82704,12.75,15.0,9.5,4.49,0.75,0.99,1.94,0.42
12,2021-06-14 11:55:00,53.64576,12.75,17.52,9.5,5.0,0.75,1.0,2.87459,0.44
12,2021-06-14 12:00:00,63.63642,15.0,16.28,12.64299,8.68,0.75,1.0,3.4,0.99
12,2021-06-14 12:05:00,57.81254,18.4,15.27977,14.98,4.49,0.75,1.0,2.46063,0.7
12,2021-06-14 12:10:00,55.74,13.397,25.1,9.48821,4.49,0.75,1.14761,3.4,0.99
12,2021-06-14 12:15:00,57.52284,12.75,20.8,8.88,4.49,0.75,1.0,2.04251,0.99
12,2021-06-14 12:20:00,57.55832,12.75,15.0,9.36,4.88,0.75,1.0,2.25571,0.85429
12,2021-06-14 12:25:00,52.98016,12.75,17.52,6.0,4.49,0.75,1.19,3.4,0.7
12,2021-06-14 12:30:00,60.23241,12.75,15.0,9.5,5.0,0.75,0.2,0.95,0.18
12,2021-06-14 12:35:00,60.90889,12.75,17.01665,12.66667,5.0,0.75,1.0,1.52665,0.7
12,2021-06-14 12:40:00,69.94,15.02525,15.0,14.98,9.5,0.8,1.0,1.03,0.7
