,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
12,2021-03-12 00:00:00,30.18223,13.5,11.0,4.98,3.68,0.88,0.03,1.0,0.41
12,2021-03-12 00:05:00,40.3133,11.68,11.0,3.0,2.29,0.88,0.03,1.03,0.41
12,2021-03-12 00:10:00,34.80906,11.68,11.0,2.95,2.29,0.87,0.03,1.03,0.41
12,2021-03-12 00:15:00,35.06412,11.68,13.8,2.0,2.29,0.88,0.03,1.0,0.41
12,2021-03-12 00:20:00,35.01092,10.98,11.0,2.0,2.29,0.88,0.03,1.0,0.41
12,2021-03-12 00:25:00,34.99884,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.41
12,2021-03-12 00:30:00,34.54312,10.98,11.0,2.0,2.29,0.88,0.03,0.95,0.31
12,2021-03-12 00:35:00,38.51252,12.75,11.0,1.73,2.0,0.88,0.03,1.0,0.41
12,2021-03-12 00:40:00,34.70703,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
12,2021-03-12 00:45:00,38.48842,11.68,11.0,1.73,2.0,0.87,0.14,1.03,0.42
12,2021-03-12 00:50:00,34.46504,11.68,11.0,1.73,2.0,0.88,0.03,1.0,0.41
12,2021-03-12 00:55:00,34.69197,12.75,11.0,1.73,2.0,0.87,0.14,1.03,0.41
12,2021-03-12 01:00:00,30.3209,13.0,11.0,1.73,2.0,0.88,0.14,1.03,0.41
12,2021-03-12 01:05:00,34.67877,11.68,11.0,1.6,1.73,0.87,0.14,1.03,0.42
12,2021-03-12 01:10:00,30.35151,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
12,2021-03-12 01:15:00,30.10958,11.08094,11.0,1.6,1.73,0.87,0.14,1.03,0.41
12,2021-03-12 01:20:00,30.09719,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.42
12,2021-03-12 01:25:00,28.53597,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.41
12,2021-03-12 01:30:00,28.80716,11.0,11.0,1.6,1.73,0.87,0.14,1.03,0.41
12,2021-03-12 01:35:00,30.47215,11.68,11.0,1.49,1.73,0.87,0.14,1.03,0.42
12,2021-03-12 01:40:00,31.19707,11.0,11.0,1.73,1.98,0.87,0.14,1.03,0.42
12,2021-03-12 01:45:00,30.51338,11.68,11.0,1.73,1.74755,0.87,0.14,1.03,0.42
12,2021-03-12 01:50:00,30.94721,12.75,11.0,1.73,1.98,0.87,0.14,1.03,0.41
12,2021-03-12 01:55:00,31.28941,11.0,11.0,1.73,1.73,0.87,0.14,1.03,0.42
12,2021-03-12 02:00:00,31.34783,11.68,11.0,1.73,1.73,0.87,0.14,1.81,0.42
12,2021-03-12 02:05:00,30.86581,10.98,13.8,1.6,1.95,0.87,0.2,2.86255,0.5
12,2021-03-12 02:10:00,30.71009,11.68,14.0,1.49,1.73,0.87,0.2,3.68,0.7
12,2021-03-12 02:15:00,30.51242,11.68,11.23,1.49,1.73,0.87,0.14,1.8,0.41
12,2021-03-12 02:20:00,28.7234,12.75,11.23,1.49,1.73,0.87,0.14,1.8,0.41
12,2021-03-12 02:25:00,29.23941,11.0,14.0,1.48,1.73,0.87,0.14,2.0,0.42
12,2021-03-12 02:30:00,29.85643,11.68,11.23,1.73,1.73,0.87,0.14,1.8,0.41
12,2021-03-12 02:35:00,30.87101,11.68,11.82,1.6,1.95,0.87,0.21,3.68,1.0
12,2021-03-12 02:40:00,30.87119,11.68,11.52,1.73,1.95,0.87,0.2,3.68,0.7
12,2021-03-12 02:45:00,29.86656,11.68,11.23,1.6,1.73,0.87,0.14,1.8,0.41
12,2021-03-12 02:50:00,30.46763,11.68,11.24,1.73,1.98,0.87,0.14,1.94,0.42
12,2021-03-12 02:55:00,30.7232,13.0,12.85692,1.6,1.73,0.87,0.14,3.68,0.42
12,2021-03-12 03:00:00,30.69368,11.68,11.52,1.6,1.73,0.87,0.2,2.0,0.7
12,2021-03-12 03:05:00,30.69639,12.75,12.72222,1.6,1.98,0.87,0.21,4.1101,0.7
12,2021-03-12 03:10:00,30.69125,12.75,11.24,1.6,1.95,0.87,0.14,1.8,0.42
12,2021-03-12 03:15:00,30.69469,12.75,11.24,1.6,1.98,0.87,0.14,1.81,0.42
