,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1337,2021-01-22 02:20:00,62.0,11.0,6.0,1.73,1.57662,0.88,1.1,3.67,0.99
1342,2021-01-22 02:25:00,61.0,11.0,4.99,1.73,1.49,0.88,1.1,3.32779,0.99
1347,2021-01-22 02:30:00,62.0,11.6042,6.0,1.73,1.49,0.88,1.1,3.68,0.99
1352,2021-01-22 02:35:00,61.0,11.6042,6.0,1.73,1.49,0.88,1.1,3.68,0.99
1357,2021-01-22 02:40:00,62.0,11.0,4.99,1.73,1.49,0.88,1.1,3.68,0.99
1362,2021-01-22 02:45:00,62.0,7.0,4.99,1.73,1.49,0.88,1.1,3.68,0.99
1367,2021-01-22 02:50:00,62.0,7.0,6.0,1.73,1.49,0.88,1.1,3.68,0.99
1372,2021-01-22 02:55:00,62.0,7.0,6.0,1.73,1.49,0.88,1.1,3.68,0.99
1377,2021-01-22 03:00:00,61.0,7.0,4.99,1.73,1.49,0.88,1.1,3.68,0.99
1382,2021-01-22 03:05:00,62.0,11.0,4.99,1.73,1.49,0.88,1.1,3.73,1.0
1387,2021-01-22 03:10:00,62.0,7.98,4.99,1.95,1.6,0.88,1.1,3.67,1.0
1392,2021-01-22 03:15:00,62.0,11.0,4.99,1.95,1.6,0.88,1.1,3.49399,0.99
1397,2021-01-22 03:20:00,62.0,11.0,6.0,2.0,1.7,0.88,1.1,3.67,1.0
1402,2021-01-22 03:25:00,61.45,11.0,6.0,2.0,1.7,0.88,1.1,2.23213,0.99
1407,2021-01-22 03:30:00,62.0,11.0,7.73,1.73,1.6,0.88,1.1,3.68,0.99
1412,2021-01-22 03:35:00,61.0,11.0,6.0,1.95,1.6,0.88,1.1,3.67,0.99
1417,2021-01-22 03:40:00,62.0,7.98,6.74,1.73,1.55705,0.88,1.1,3.67,0.99
1422,2021-01-22 03:45:00,15000.0,11.68,10.39348,1.88718,1.49,0.88,1.1,4.49,1.0
1427,2021-01-22 03:50:00,15000.0,11.68,10.99,1.73,1.6,0.88,3.68,4.61,1.0
1432,2021-01-22 03:55:00,34.25198,11.68,10.99,1.73,1.0,0.87,1.1,4.49,0.99
1437,2021-01-22 04:00:00,29.00696,11.68,10.99,1.0,1.0,0.87,1.1,4.7701,0.99
2,2021-01-22 04:05:00,38.11688,7.98,11.0,2.62,1.49,0.88,2.95,3.68,0.99
7,2021-01-22 04:10:00,39.26828,7.98,10.99,2.78,1.49,0.88,2.92572,3.68,0.99
12,2021-01-22 04:15:00,40.26445,7.98,11.0,3.10303,1.6,0.88,2.9519,3.68,0.99
17,2021-01-22 04:20:00,44.26422,7.98,13.95,5.73,1.7,0.88,1.23,3.67,0.99
22,2021-01-22 04:25:00,49.49507,7.98,11.0,3.68,1.6,0.88,1.23,3.67,1.0
27,2021-01-22 04:30:00,51.99292,13.48,11.0,3.0,1.6,0.88,1.23,3.67,1.03
32,2021-01-22 04:35:00,61.0,11.68,11.0,3.68,1.6,0.88,1.23,3.67,1.03
37,2021-01-22 04:40:00,61.0,11.68,11.0,5.0,1.6,0.88,1.23,3.68,1.03
42,2021-01-22 04:45:00,47.45458,7.0,9.24,3.68,1.6,0.88,1.1,3.67,1.0
47,2021-01-22 04:50:00,53.68072,7.0,8.3,3.68,1.6,0.88,1.1,3.67,1.0
52,2021-01-22 04:55:00,48.81282,7.0,7.39417,3.0,1.6,0.88,1.23,3.67,1.03
57,2021-01-22 05:00:00,49.27033,7.0,8.3,4.0,2.0,0.88,1.23,3.68,1.0
62,2021-01-22 05:05:00,54.34475,9.99,7.73,3.68,1.98,0.88,1.1,3.68,1.03
67,2021-01-22 05:10:00,55.93712,9.99,6.0,4.0,1.95,0.88,0.81,1.99,0.95
72,2021-01-22 05:15:00,48.26072,5.73,6.0,4.0,1.7,0.88,1.0,1.99,0.99
77,2021-01-22 05:20:00,62.0,7.0,6.0,3.68,1.7,0.88,1.0,3.67,1.0
82,2021-01-22 05:25:00,60.44,7.98,6.0,5.73,2.0,0.88,0.81,1.99,0.99
87,2021-01-22 05:30:00,76.0,5.73,6.0,4.0,1.79285,0.88,1.0,1.99,0.95
92,2021-01-22 05:35:00,67.78244,9.33244,10.99,4.20555,2.0,0.88,0.81,1.99,0.43
97,2021-01-22 05:40:00,76.0,9.50062,6.0,6.98,2.77,0.88,0.99,3.67,0.99
102,2021-01-22 05:45:00,357.51,10.98,10.99,5.73,2.0,0.88,0.81,1.99,0.44
107,2021-01-22 05:50:00,60.33,9.92015,10.99,5.73,2.62,0.88,1.0,3.67,1.0
112,2021-01-22 05:55:00,59.68,7.98,10.99,5.95658,2.0,0.88,0.99,1.99,0.79
117,2021-01-22 06:00:00,59.52268,7.98,9.24,5.0,2.0,0.88,0.99,1.99,0.94732
122,2021-01-22 06:05:00,61.0,5.73,11.0,7.13859,2.77,0.88,0.5,1.95,0.43
127,2021-01-22 06:10:00,61.0,7.98,7.73,5.73,2.77,0.88,0.49,1.81,0.43
132,2021-01-22 06:15:00,61.0,7.0,11.0,6.05674,2.62,0.88,0.05,1.03,0.2
137,2021-01-22 06:20:00,60.44,2.81,7.73,4.81438,1.7,0.88,0.05,1.03,0.2
142,2021-01-22 06:25:00,60.44,3.70893,7.73,4.34093,1.98,0.88,0.2,1.4,0.42
147,2021-01-22 06:30:00,61.0,2.55,11.0,3.688,1.7,0.88,0.05,1.03,0.2
152,2021-01-22 06:35:00,61.0,1.58041,11.0,3.68,1.6,0.88,0.05,1.03,0.2
157,2021-01-22 06:40:00,62.0,2.81,11.0,3.0,1.6,0.88,0.05,1.03,0.2
162,2021-01-22 06:45:00,61.0,2.81,13.95,2.0,1.24334,0.87,0.2,1.03,0.2
167,2021-01-22 06:50:00,61.0,2.81,13.95,2.2099,1.49,0.88,0.49,1.8,0.43
172,2021-01-22 06:55:00,61.0,2.81,13.95,1.7844,1.0,0.87,0.4,1.4,0.42
177,2021-01-22 07:00:00,60.44,2.81,13.95,1.77,1.0,0.87,0.2,1.03,0.42
182,2021-01-22 07:05:00,60.44,1.99,10.47167,1.0,1.0,0.87,0.5,1.81,0.43
187,2021-01-22 07:10:00,60.21,2.62,13.95,1.0,1.0,0.87,0.4,1.4,0.42
192,2021-01-22 07:15:00,46.85286,7.98,14.0,1.0,1.0,0.87,0.21,1.8,0.42
197,2021-01-22 07:20:00,60.0,7.0,10.9725,1.0,1.0,0.87,0.81,1.81,0.44
202,2021-01-22 07:25:00,41.84,9.99,14.0,1.0,1.0,0.87,0.2,1.03,0.2
207,2021-01-22 07:30:00,43.95147,1.5,10.47167,1.0,1.0,0.87,0.5,1.8,0.43
212,2021-01-22 07:35:00,49.44,10.98,11.0,1.0,0.99,0.87,0.48,3.67,0.99
217,2021-01-22 07:40:00,43.50603,11.0,10.35667,1.0,0.99,0.87,0.2,2.0,0.79
222,2021-01-22 07:45:00,42.72047,7.0,11.0,0.73,0.75,0.87,0.99,3.68,1.03
227,2021-01-22 07:50:00,40.96959,2.9033,11.0,0.99,0.99,0.87,0.99,3.68,1.03
232,2021-01-22 07:55:00,40.46507,7.0,11.0,1.0,0.99,0.87,1.0,3.81,1.03
237,2021-01-22 08:00:00,40.45714,7.0,11.0,1.0,0.99,0.87,0.99,3.68,1.03
242,2021-01-22 08:05:00,43.49009,9.99,14.0,0.73,0.75,0.87,0.2,1.4,0.42
247,2021-01-22 08:10:00,45.15124,7.0,11.0,0.73,0.75,0.87,0.82737,1.99,0.44
252,2021-01-22 08:15:00,46.85286,7.0,11.0,0.73,0.75,0.87,0.4,1.95,0.43
257,2021-01-22 08:20:00,56.16895,7.0,10.99,0.73,0.81,0.87,0.82105,3.67,0.44
262,2021-01-22 08:25:00,60.44,7.0,10.32333,0.99,0.75,0.87,0.4,1.95,0.44
267,2021-01-22 08:30:00,55.0,4.91572,10.78,1.0,1.0,0.87,0.68842,1.99,0.44
272,2021-01-22 08:35:00,61.0,3.38,8.49,0.97,0.75,0.87,0.81,4.49,1.78
277,2021-01-22 08:40:00,59.49,1.99,8.2325,1.0,0.99,0.87,0.81,3.67,0.95
282,2021-01-22 08:45:00,49.44,11.33048,11.0,1.0,1.49,0.87,0.05,1.99,0.2
287,2021-01-22 08:50:00,44.67453,4.18995,16.78,0.99,0.99,0.87,0.81,3.81,0.44
292,2021-01-22 08:55:00,56.6,2.90828,11.0,1.0,1.0,0.87,0.2,3.67,0.42
297,2021-01-22 09:00:00,42.31528,1.5,9.24,0.99,0.81,0.87,0.99,4.49,0.99
302,2021-01-22 09:05:00,41.10594,3.38,8.08013,0.73,0.75,0.87,0.8654,4.08013,0.99
307,2021-01-22 09:10:00,35.03342,3.38,7.84675,0.73,0.75,0.87,0.81,3.94284,0.99
312,2021-01-22 09:15:00,33.27831,11.0,8.2725,0.73,0.75,0.87,0.81,4.2725,0.99
317,2021-01-22 09:20:00,37.40217,7.0,9.0625,0.6,0.73,0.87,0.81,4.61,1.78
322,2021-01-22 09:25:00,32.448,9.99,8.49,0.73,0.75,0.87,0.94737,4.49,0.99
327,2021-01-22 09:30:00,31.4647,11.0,8.49,0.6,0.75,0.87,0.94737,4.49,0.99
332,2021-01-22 09:35:00,31.16353,5.73,8.3,0.73,0.75,0.87,0.81,4.49,0.99
337,2021-01-22 09:40:00,30.97746,5.73,8.94852,0.62,0.75,0.87,0.99,4.94852,1.38102
342,2021-01-22 09:45:00,30.48164,10.66931,8.62477,0.5,0.75,0.87,0.81,4.62477,1.34227
347,2021-01-22 09:50:00,30.53362,3.38,8.5,0.4,0.73,0.8,0.81,4.5,1.2175
352,2021-01-22 09:55:00,30.5035,3.38,8.49,0.62,0.75,0.87,0.94737,4.49,0.99
357,2021-01-22 10:00:00,22.65353,5.73,8.5,0.73,0.99,0.87,0.81,4.5,0.95
362,2021-01-22 10:05:00,33.63864,9.99,7.2825,0.4,0.75,0.87,0.81,5.69859,0.99
367,2021-01-22 10:10:00,30.75628,3.38,7.5675,0.4,0.73,0.8,0.99,7.3,1.0
372,2021-01-22 10:15:00,31.73032,5.73,8.0725,0.4,0.73,0.75,0.81,6.97753,0.79
377,2021-01-22 10:20:00,27.40029,5.73,9.24,0.6,0.75,0.87,0.99,7.3,0.99
382,2021-01-22 10:25:00,29.92765,7.0,8.57333,0.6,0.75,0.87,1.0,7.3,0.99
387,2021-01-22 10:30:00,27.55112,10.98,9.24,0.6,0.75,0.87,1.0,8.67,1.65667
392,2021-01-22 10:35:00,50.32424,5.73,8.73167,0.3,0.62,0.68,1.1,7.3,0.99
397,2021-01-22 10:40:00,31.80178,5.73,7.05333,0.3,0.73,0.75,0.4,4.5,0.42
402,2021-01-22 10:45:00,29.6455,11.68,7.39417,0.4,0.75,0.87,1.23,7.80152,1.03
407,2021-01-22 10:50:00,30.71563,10.98,6.99,0.4,0.75,0.87,1.0,7.10177,0.99
412,2021-01-22 10:55:00,29.68364,11.0,6.95,0.4,0.73,0.8,1.0,7.3,0.95
417,2021-01-22 11:00:00,29.22899,11.0,6.99,0.4,0.73,0.87,1.0,7.3,0.99
422,2021-01-22 11:05:00,22.79149,5.73,9.64,0.4,0.73,0.87,1.0,8.67,1.78
427,2021-01-22 11:10:00,29.6587,7.0,9.24,0.4,0.73,0.75,1.1,7.3,0.99
432,2021-01-22 11:15:00,33.64514,10.62,8.3,0.25,0.62,0.8,1.0,7.3,1.49177
437,2021-01-22 11:20:00,33.52625,10.62,8.45417,0.3,0.62,0.8,0.95,5.95,0.95
442,2021-01-22 11:25:00,50.06591,7.0,8.3,0.4,0.73,0.75,1.23,7.3,1.70863
447,2021-01-22 11:30:00,30.33575,10.81902,8.3,0.4,0.75,0.87,1.1,8.47558,1.03
452,2021-01-22 11:35:00,30.7635,10.531,8.9775,0.4,0.75,0.87,1.23,8.68,1.03
457,2021-01-22 11:40:00,37.04694,10.531,8.77167,0.6,0.75,0.87,1.1,8.67,1.03
462,2021-01-22 11:45:00,44.30677,10.98,6.39417,0.73,0.75,0.87,1.23,8.67,1.03
467,2021-01-22 11:50:00,38.98375,5.73,6.73009,0.73,0.99,0.87,0.99,4.08,0.44
472,2021-01-22 11:55:00,33.24904,7.0,8.08013,0.99,1.0,0.87,0.81,4.08013,0.42
477,2021-01-22 12:00:00,33.23263,5.73,6.72996,0.73,0.99,0.87,1.0,4.49,0.99
482,2021-01-22 12:05:00,35.24751,11.0,8.18167,1.0,1.0,0.87,1.1,4.61,0.44
487,2021-01-22 12:10:00,35.95756,6.09994,7.7225,1.0,1.49,0.87,0.81,4.49,0.44
492,2021-01-22 12:15:00,35.50431,5.73,6.44,1.0,1.49,0.88,1.0,4.5,0.44
497,2021-01-22 12:20:00,35.32722,11.0,6.44,1.0,1.49,0.87,1.0,4.16248,0.44
502,2021-01-22 12:25:00,35.75744,6.14994,7.7225,1.0,1.0,0.87,0.81,3.74475,0.44
507,2021-01-22 12:30:00,36.35071,5.73,6.44,1.0,1.0,0.87,1.0,3.68,0.44
512,2021-01-22 12:35:00,55.8,6.14994,7.73,1.0,0.99,0.87,0.99,3.68,0.44
517,2021-01-22 12:40:00,55.99,5.73,7.73,1.0,0.75,0.87,0.99,3.68,0.44
522,2021-01-22 12:45:00,35.45632,3.38,7.73,1.0,1.0,0.87,0.82737,1.99,0.42
527,2021-01-22 12:50:00,34.70503,3.38,7.7025,1.0,1.0,0.87,0.81,2.62925,0.42
532,2021-01-22 12:55:00,9.73235,10.99,8.74167,1.0,0.99,0.87,1.1,4.49,1.0
537,2021-01-22 13:00:00,33.71913,10.98,7.7225,1.0,1.49,0.88,0.81,1.99,0.44
542,2021-01-22 13:05:00,33.69338,5.73,6.0,1.40227,1.49,0.87,0.99,1.99,0.79
547,2021-01-22 13:10:00,18.88524,11.0,6.0,1.0,1.0,0.87,1.0,3.67,0.99
552,2021-01-22 13:15:00,35.21342,11.68,6.0,1.0,1.49,0.87,0.4,1.09887,0.44
557,2021-01-22 13:20:00,35.48056,13.8,6.0,1.0,1.49,0.87,0.4,1.04032,0.44
562,2021-01-22 13:25:00,35.69279,14.03,4.99,1.48,1.49,0.87,0.99,1.81,0.99
567,2021-01-22 13:30:00,35.68955,14.03,6.0,1.48,1.49,0.87,0.95,1.81,0.95
572,2021-01-22 13:35:00,34.80591,11.07046,6.0,1.0,1.0,0.87,1.0,3.73,0.99
577,2021-01-22 13:40:00,19.07291,13.54,4.99,1.0,1.0,0.87,1.23,4.49,1.03
582,2021-01-22 13:45:00,35.84824,10.36,6.0,1.0,1.0,0.87,1.23,4.49,1.18056
587,2021-01-22 13:50:00,38.45478,14.59056,6.0,1.73,1.73,0.87,1.1,3.68,1.03
592,2021-01-22 13:55:00,25.09689,14.73,4.99,1.95,1.73,0.87,1.0,1.99,0.99
597,2021-01-22 14:00:00,38.78972,14.73,4.99,1.95,1.73,0.87,1.0,2.0,0.99
602,2021-01-22 14:05:00,37.46792,13.32245,4.99,2.0,1.73,0.87,0.81,1.03,0.2
607,2021-01-22 14:10:00,37.46469,10.36,4.99,2.0,1.73,0.87,0.95,1.03,0.42
612,2021-01-22 14:15:00,37.83127,11.0,4.99,2.0,1.73,0.87,0.4,1.03,0.18
617,2021-01-22 14:20:00,42.81372,15.36,5.36,1.98,1.73,0.87,0.81,1.03,0.2
622,2021-01-22 14:25:00,42.96987,15.6408,4.99,2.0,1.73,0.87,0.4,1.03,0.18
627,2021-01-22 14:30:00,44.71753,16.20006,4.99,2.95,1.73,0.87,0.99,1.8,0.42
632,2021-01-22 14:35:00,34.80359,15.36,4.99,1.95,1.73,0.87,1.23,3.68,1.03
637,2021-01-22 14:40:00,37.91985,24.90111,4.99,2.63111,2.0,0.87,1.23,3.73,1.03
642,2021-01-22 14:45:00,42.98512,15.0,4.99,2.0,1.98,0.87,1.23,3.73,1.03
647,2021-01-22 14:50:00,43.45463,15.46755,4.99,3.68,3.68,0.87,0.99,1.99,0.95
652,2021-01-22 14:55:00,43.47497,15.36,4.99,6.51794,5.0,0.87,0.99,1.99,0.95
657,2021-01-22 15:00:00,43.90078,15.36,4.99,6.36,4.86659,0.87,1.0,2.0,0.99
662,2021-01-22 15:05:00,37.92651,28.47757,5.36,6.0,2.29,0.87,0.4,1.81,0.42
667,2021-01-22 15:10:00,37.91893,17.79,5.36,3.84192,2.0,0.87,0.95,2.0,0.44
672,2021-01-22 15:15:00,38.10979,13.46,7.73,3.0,2.0,0.87,0.2,1.8,0.44
677,2021-01-22 15:20:00,40.35328,13.41002,9.24,5.41002,2.41,0.87,1.1,3.68,1.03
682,2021-01-22 15:25:00,42.29821,14.29538,7.73,5.73,4.70537,0.87,1.23,3.68,1.03
687,2021-01-22 15:30:00,55.83349,22.16651,11.0,16.68,5.51306,0.87,0.99,2.0,1.03
692,2021-01-22 15:35:00,38.23428,14.7,9.24,5.03725,2.29,0.87,0.2,1.8,0.42
697,2021-01-22 15:40:00,37.05679,17.50583,5.36,5.53002,2.29,0.87,0.81,1.95,0.99
702,2021-01-22 15:45:00,38.25767,15.0,10.99,3.66991,2.0,0.87,0.81,1.95,0.99
707,2021-01-22 15:50:00,37.74173,20.68,7.73,5.53002,2.29,0.87,1.0,3.68,1.0
712,2021-01-22 15:55:00,36.8654,22.04002,7.73,5.04002,2.78,0.87,0.59368,1.99,0.79
717,2021-01-22 16:00:00,44.23178,24.80143,10.99,8.88,3.27487,0.87,0.99,1.99,1.0
722,2021-01-22 16:05:00,36.22213,28.75004,9.25,5.73,2.0,0.87,0.05,1.03,0.42
727,2021-01-22 16:10:00,37.02313,29.44604,9.25,6.98,2.0,0.87,0.81,1.99,0.79
732,2021-01-22 16:15:00,40.32231,16.84616,8.3,7.13947,2.0,0.87,0.81,1.95,0.99
737,2021-01-22 16:20:00,49.52771,20.68,14.0,11.25494,3.68,0.87,0.5,1.81,0.79
742,2021-01-22 16:25:00,49.80344,18.24991,11.0,13.19,3.68,0.87,0.81,2.0,0.99
747,2021-01-22 16:30:00,58.82142,26.88369,6.73667,20.65357,5.62009,0.87,0.2,1.21858,0.42
752,2021-01-22 16:35:00,60.05082,41.43648,14.0,20.7,7.19648,0.87,0.2,1.03,0.42
757,2021-01-22 16:40:00,59.35852,33.91248,3.99,16.62,6.96248,0.87,0.4,1.4,0.79
762,2021-01-22 16:45:00,59.74295,26.57067,6.03705,20.7,5.87067,0.87,0.2,1.81,0.44
767,2021-01-22 16:50:00,59.78,23.30821,6.0,16.62,6.94105,0.87,0.03,1.03,0.2
772,2021-01-22 16:55:00,60.44,20.68,6.0,16.1092,5.88,0.87,0.03,1.03,0.2
777,2021-01-22 17:00:00,59.96041,18.5,6.0,16.29151,5.88,0.87,0.03,1.03,0.42
782,2021-01-22 17:05:00,58.01,30.0,3.99,16.68,7.73,0.88,0.4,1.62,0.44
787,2021-01-22 17:10:00,37.30249,18.5,20.9,13.58,5.0,0.88,0.21,6.73,1.03
792,2021-01-22 17:15:00,37.67091,12.41,14.0,13.7,4.88,0.88,0.99,12.28877,1.03
797,2021-01-22 17:20:00,37.67902,10.72,5.36,4.98,2.83,0.88,0.99,13.45091,2.0
802,2021-01-22 17:25:00,48.0,14.10392,14.0,9.89,6.21392,0.88,0.99,15.0,1.79
807,2021-01-22 17:30:00,59.84838,22.74143,5.93162,15.67262,8.49,0.88,0.99,10.0,1.03
812,2021-01-22 17:35:00,59.71,29.53389,11.61,15.47246,8.49,0.9,0.05,1.81,0.79
817,2021-01-22 17:40:00,52.66349,18.65072,11.85,11.83006,8.49,0.9,0.2,6.73,1.03
822,2021-01-22 17:45:00,60.42297,18.51,11.85,16.68,8.49,0.9,0.4,4.5,1.03
827,2021-01-22 17:50:00,59.75793,18.5,10.35667,16.86846,8.49,0.9,0.2,4.5,0.79
832,2021-01-22 17:55:00,59.74295,13.5,9.25,17.43667,8.49,0.9,0.03,1.03,0.2
837,2021-01-22 18:00:00,60.07586,18.5,9.25,16.80519,8.49,0.9,0.05,2.65,0.42
842,2021-01-22 18:05:00,60.35617,21.57705,10.83167,18.10705,8.49,0.9,0.5,4.5,0.79
847,2021-01-22 18:10:00,60.44,20.68,11.0,17.8013,8.49,0.9,0.2,1.03,0.42
852,2021-01-22 18:15:00,61.0,15.0,14.73,17.75774,8.49,0.9,0.05,1.03,0.42
857,2021-01-22 18:20:00,61.29446,15.0,14.73,20.36,8.49,0.9,0.4,1.81,0.79
862,2021-01-22 18:25:00,62.0,17.59344,14.73,20.7,8.49,0.9,0.2,1.03,0.42
867,2021-01-22 18:30:00,102.02014,48.0,14.0,33.33,10.0,0.9,0.4,1.81,0.43
872,2021-01-22 18:35:00,109.06381,92.51499,11.0,74.96928,16.62,0.9,0.5,1.81,0.44
877,2021-01-22 18:40:00,172.34553,148.99588,11.0,129.67588,16.05,0.9,0.5,2.0,0.44
882,2021-01-22 18:45:00,55.26292,23.91,9.68,20.45,5.0,0.88,0.05,1.03,0.43
887,2021-01-22 18:50:00,62.0,25.0,9.7175,19.55829,5.01675,0.88,0.03,1.03,0.42
892,2021-01-22 18:55:00,62.0,25.20994,9.68,20.45,5.01675,0.88,0.4,1.03,0.43
897,2021-01-22 19:00:00,62.0,24.94711,9.68,20.37422,5.01675,0.9,0.4,1.03,0.43
902,2021-01-22 19:05:00,97.0,48.0,14.0,29.15,8.49,0.9,0.4,1.03,0.43
907,2021-01-22 19:10:00,62.44743,36.80715,20.55,16.80715,8.49,0.9,0.2,1.03,0.43
912,2021-01-22 19:15:00,70.69986,40.7,20.55,20.7,8.49,0.9,0.4,1.03,0.44
917,2021-01-22 19:20:00,62.0,24.81612,14.73,15.42612,8.49,0.9,0.4,1.03,0.44
922,2021-01-22 19:25:00,61.0,36.01715,11.0,16.32374,8.49,0.9,0.4,1.03,0.79
927,2021-01-22 19:30:00,61.0,24.47901,9.75917,15.08901,8.49,0.9,0.05,1.03,0.43
932,2021-01-22 19:35:00,62.0,29.24597,5.36,20.7,7.64597,0.9,0.05,1.03,0.42
937,2021-01-22 19:40:00,62.0,27.7,3.99,20.7,6.1,0.9,0.4,1.4,0.43
942,2021-01-22 19:45:00,61.0,25.71119,6.0,18.71119,7.0,0.9,0.05,1.03,0.2
947,2021-01-22 19:50:00,62.0,27.35729,11.0,20.35729,7.0,0.9,0.2,1.03,0.42
952,2021-01-22 19:55:00,61.0,25.9945,12.36,20.2645,5.73,0.9,0.05,1.03,0.2
957,2021-01-22 20:00:00,60.90311,25.40952,6.0,15.0,8.49,0.9,0.05,1.03,0.42
962,2021-01-22 20:05:00,60.97855,24.34253,6.0,15.85207,8.49,0.9,0.4,1.03,0.43
967,2021-01-22 20:10:00,61.0,25.11046,4.99,16.62,8.49,0.9,0.2,1.03,0.43
972,2021-01-22 20:15:00,60.99624,21.00941,4.78366,12.51941,8.49,0.9,0.2,1.03,0.42
977,2021-01-22 20:20:00,61.0,13.73396,6.0,9.89,8.49,0.9,0.05,1.03,0.2
982,2021-01-22 20:25:00,61.0,18.5,13.95,9.55619,8.49,0.9,0.4,1.8,0.43
987,2021-01-22 20:30:00,61.0,15.0,13.95,9.5,8.49,0.9,0.2,1.03,0.44
992,2021-01-22 20:35:00,61.0,14.73,13.95,9.5,5.08,0.9,0.05,1.03,0.2
997,2021-01-22 20:40:00,58.40967,13.0,9.45,9.5,4.49,0.89,0.05,1.03,0.2
1002,2021-01-22 20:45:00,47.69521,8.0,6.2475,7.73,2.78,0.88,0.03,1.03,0.2
1007,2021-01-22 20:50:00,41.29437,7.15223,9.25,6.0,2.7262,0.88,0.05,1.81,0.79
1012,2021-01-22 20:55:00,40.89844,7.02766,7.06917,6.98167,2.69608,0.88,0.05,1.8,0.99
1017,2021-01-22 21:00:00,38.50274,10.24002,9.14878,6.0,2.77,0.88,0.05,1.99,0.99
1022,2021-01-22 21:05:00,44.52119,10.36,10.99,7.85718,2.0,0.88,0.81,2.65,1.0
1027,2021-01-22 21:10:00,51.05499,14.73,10.94501,15.0,4.88,0.88,0.5,1.99,0.99
1032,2021-01-22 21:15:00,48.93153,7.98,10.99,7.73,2.0,0.88,0.05,1.03,0.42
1037,2021-01-22 21:20:00,40.70861,7.0,5.36,5.0,1.73,0.88,0.05,1.03,0.2
1042,2021-01-22 21:25:00,40.30617,5.48,3.8,4.98,1.7,0.88,0.05,1.03,0.2
1047,2021-01-22 21:30:00,36.86258,5.48,3.8,4.36433,1.6,0.88,0.05,1.03,0.42
1052,2021-01-22 21:35:00,40.45683,7.89,3.31388,4.96258,1.7,0.88,0.2,1.03,0.42
1057,2021-01-22 21:40:00,40.74379,7.0,2.5,4.0,1.73,0.88,0.4,1.8,0.44
