,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1367,2021-03-12 02:50:00,33.25625,11.68,11.24,1.73,1.98,0.87,0.14,1.94,0.42
1372,2021-03-12 02:55:00,33.82708,13.0,11.95292,1.6,1.73,0.87,0.14,3.68,0.42
1377,2021-03-12 03:00:00,33.43347,11.68,11.52,1.6,1.73,0.87,0.2,2.0,0.7
1382,2021-03-12 03:05:00,33.05778,12.75,12.72222,1.6,1.98,0.87,0.21,4.1101,0.7
1387,2021-03-12 03:10:00,32.71374,12.75,11.24,1.6,1.95,0.87,0.14,1.8,0.42
1392,2021-03-12 03:15:00,32.4227,12.75,11.24,1.6,1.98,0.87,0.14,1.81,0.42
1397,2021-03-12 03:20:00,32.09652,12.75,11.24,1.73,2.0,0.87,0.14,1.81,0.42
1402,2021-03-12 03:25:00,32.10109,12.75,13.67891,1.6,1.98,0.87,0.14,3.68,0.5
1407,2021-03-12 03:30:00,32.10318,12.75,13.67682,1.73,1.98,0.87,0.14,3.68,0.5
1412,2021-03-12 03:35:00,32.10315,12.75,11.23,1.6,1.73,0.87,0.14,1.81,0.41
1417,2021-03-12 03:40:00,32.10555,12.75,11.23,1.6,1.73,0.87,0.14,1.8,0.41
1422,2021-03-12 03:45:00,32.10407,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
1427,2021-03-12 03:50:00,33.23989,12.75,11.23,1.6,1.73,0.87,0.14,1.94,0.41
1432,2021-03-12 03:55:00,31.94132,12.75,10.7,1.6,1.73,0.87,0.14,1.8,0.41
1437,2021-03-12 04:00:00,33.10432,12.75,11.32,1.49,1.73,0.87,0.34,3.06324,0.5
2,2021-03-12 04:05:00,35.32432,13.4,11.24,2.0,1.73,0.8,0.21,1.03,0.42
7,2021-03-12 04:10:00,34.73314,11.68,11.0,2.0,1.73,0.87,0.14,1.03,0.42
12,2021-03-12 04:15:00,35.23999,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
17,2021-03-12 04:20:00,35.25032,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.41
22,2021-03-12 04:25:00,35.24449,12.75,11.0,2.0,1.73,0.87,0.14,1.03,0.42
27,2021-03-12 04:30:00,36.99519,12.75,11.0,2.0,1.77691,0.87,0.14,1.03,0.41
32,2021-03-12 04:35:00,33.23989,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.42
37,2021-03-12 04:40:00,34.56828,11.68,11.0,2.0,2.01,0.87,0.14,1.03,0.41
42,2021-03-12 04:45:00,38.73181,12.38778,11.0,2.0,2.0,0.87,0.14,1.03,0.41
47,2021-03-12 04:50:00,40.85238,11.68,11.0,2.0,2.0,0.87,0.14,1.03,0.41
52,2021-03-12 04:55:00,42.0,12.75,11.0,2.0,2.2261,0.87,0.2,1.03,0.42
57,2021-03-12 05:00:00,44.96475,13.5,11.0,2.70761,2.29,0.87,0.14,1.03,0.41
62,2021-03-12 05:05:00,41.0,13.5,9.97,4.0,4.22,0.88,0.0,0.0,0.0
67,2021-03-12 05:10:00,43.15785,13.5,9.6,4.0,4.49,0.88,0.0,0.0,0.0
72,2021-03-12 05:15:00,42.5,13.5,9.67,4.0,4.49,0.88,0.0,0.0,0.0
77,2021-03-12 05:20:00,41.58747,12.75,9.67,4.0,4.49,0.88,0.0,0.0,0.0
82,2021-03-12 05:25:00,49.44,12.75,9.97,4.0,4.49,0.88,0.0,0.0,0.0
87,2021-03-12 05:30:00,49.44,13.5,9.67,4.04,4.88,0.88,0.0,0.0,0.0
92,2021-03-12 05:35:00,44.68718,17.49,9.6,4.98,5.73,0.88,0.0,0.0,0.0
97,2021-03-12 05:40:00,43.75161,14.73,9.67,4.98,7.73,0.88,0.0,0.0,0.0
102,2021-03-12 05:45:00,43.0711,17.87,9.67,4.98,7.73,0.88,0.0,0.0,0.0
107,2021-03-12 05:50:00,42.0,20.68,9.67,5.0,7.74489,0.88,0.0,0.0,0.0
112,2021-03-12 05:55:00,42.8291,14.73,9.71,5.73,8.49,0.88,0.0,0.0,0.0
117,2021-03-12 06:00:00,57.29874,23.66487,9.83954,7.73,8.49,0.88,0.0,0.0,0.0
122,2021-03-12 06:05:00,40.17483,14.73,13.01,6.39809,7.06971,0.88,0.0,0.0,0.0
127,2021-03-12 06:10:00,41.0,15.16306,13.56,7.73,8.49,0.88,0.0,0.0,0.0
132,2021-03-12 06:15:00,41.0,10.98,13.56,7.14151,8.20919,0.88,0.0,0.0,0.0
137,2021-03-12 06:20:00,57.75136,21.01263,10.88,11.64263,8.49,0.88,0.0,0.0,0.0
142,2021-03-12 06:25:00,46.32,16.29358,14.0,9.62471,8.49,0.88,0.0,0.0,0.42
147,2021-03-12 06:30:00,57.69949,20.86158,13.58,12.37158,8.49,0.88,0.0,0.0,0.0
152,2021-03-12 06:35:00,48.54706,18.29994,14.0,9.95,8.49,0.88,0.0,0.0,0.0
157,2021-03-12 06:40:00,58.5597,18.4,14.0,14.98,8.49,0.88,0.0,0.0,0.0
162,2021-03-12 06:45:00,60.36556,20.68,13.74,10.0,8.49,0.88,0.0,0.0,0.0
167,2021-03-12 06:50:00,48.95694,17.71,10.78,9.95,8.49,0.88,0.0,0.0,0.03862
172,2021-03-12 06:55:00,49.44,14.73,10.56,7.73,8.49,0.88,0.0,0.0,0.0
177,2021-03-12 07:00:00,44.24669,14.73,10.21,8.53588,8.49,0.88,0.0,0.0,0.0
182,2021-03-12 07:05:00,41.0,15.36,10.56,6.0,8.49,0.88,0.0,0.0,0.0
187,2021-03-12 07:10:00,40.64064,14.73,10.56,5.71186,8.08115,0.88,0.0,0.0,0.0
192,2021-03-12 07:15:00,36.16077,20.68,11.00078,5.0,6.99611,0.88,0.0,0.0,0.0
197,2021-03-12 07:20:00,36.61977,12.99368,10.78,5.0,6.86579,0.88,0.0,0.0,0.0
202,2021-03-12 07:25:00,35.24412,14.73,13.74,4.99,6.77469,0.88,0.0,0.0,0.0
207,2021-03-12 07:30:00,30.29596,12.75,14.0,4.99,4.99,0.87,0.0,0.0,0.0
212,2021-03-12 07:35:00,36.61977,15.0,13.63,6.86327,7.73,0.88,0.0,0.0,0.0
217,2021-03-12 07:40:00,38.11802,15.0,11.94987,6.59633,8.49,0.88,0.0,0.0,0.0
222,2021-03-12 07:45:00,36.37461,15.0,13.08972,6.98,8.27296,0.88,0.0,0.0,0.0
227,2021-03-12 07:50:00,36.25126,15.0,13.38289,7.73,8.49,0.88,0.0,0.0,0.0
232,2021-03-12 07:55:00,35.28588,16.01111,13.52788,6.0,7.73,0.88,0.0,0.0,0.0
237,2021-03-12 08:00:00,35.56742,16.67352,13.0902,7.73,8.22,0.88,0.0,0.0,0.0
242,2021-03-12 08:05:00,34.56828,15.0,11.79208,6.0,6.97939,0.88,0.0,0.0,0.97208
247,2021-03-12 08:10:00,35.31209,15.36,9.96,5.0,6.84114,0.88,0.0,0.0,0.0
252,2021-03-12 08:15:00,35.81857,18.4,10.82,5.73,6.83445,0.88,0.0,0.0,0.0
257,2021-03-12 08:20:00,35.29561,20.68,9.67,5.73,6.39328,0.88,0.0,0.0,0.0
262,2021-03-12 08:25:00,37.66024,16.01111,9.6,5.0,7.73,0.88,0.0,0.0,0.0
267,2021-03-12 08:30:00,37.81573,15.36,12.7,6.0,7.83214,0.88,0.0,0.0,0.0
272,2021-03-12 08:35:00,32.41683,14.73,10.82,4.99,5.0,0.88,0.0,0.0,0.0
277,2021-03-12 08:40:00,33.42699,15.0,12.81,4.99,5.0,0.88,0.0,0.0,0.0
282,2021-03-12 08:45:00,32.6166,14.73,12.7,4.98,3.68,0.87,0.0,0.0,0.0
287,2021-03-12 08:50:00,32.08915,15.36,12.7,5.0,4.49,0.87,0.0,0.0,0.0
292,2021-03-12 08:55:00,35.13204,15.0,12.7,5.0,5.73,0.88,0.0,0.0,0.0
297,2021-03-12 09:00:00,34.59835,15.36,10.82,4.99,5.73,0.88,0.0,0.0,0.0
302,2021-03-12 09:05:00,35.86683,30.02996,12.97,15.0,16.68,0.87,0.0,0.0,0.0
307,2021-03-12 09:10:00,46.20249,22.06008,12.77,13.4,18.32672,0.87,0.0,0.0,0.0
312,2021-03-12 09:15:00,37.97565,17.79,9.25,4.98,7.23826,0.88,0.0,0.0,0.0
317,2021-03-12 09:20:00,34.49222,12.75,8.3,4.0,4.7026,0.88,0.0,0.0,0.0
322,2021-03-12 09:25:00,33.2128,14.73,10.58,3.68,4.42093,0.88,0.0,0.0,0.0
327,2021-03-12 09:30:00,31.06847,13.0,10.7,3.68,4.17095,0.88,0.0,0.0,0.2
332,2021-03-12 09:35:00,35.11023,14.73,10.0,3.0,4.2179,0.88,0.0,0.0,0.0
337,2021-03-12 09:40:00,-190.0,15.0,10.99,3.68,4.18407,0.88,0.03,219.53751,0.2
342,2021-03-12 09:45:00,37.65386,14.73,11.99507,3.68,4.19754,0.88,0.0,0.0,0.0
347,2021-03-12 09:50:00,34.76864,19.27,10.49474,3.70135,4.51865,0.88,0.0,0.0,0.0
352,2021-03-12 09:55:00,32.88928,20.68,10.26422,3.68,4.88,0.88,0.0,0.0,0.0
357,2021-03-12 10:00:00,31.88696,20.68,10.29,3.68,5.64078,0.88,0.0,0.0,0.0
362,2021-03-12 10:05:00,-3.09996,16.95,13.8,2.95,2.95,0.88,0.03,30.64437,0.2
367,2021-03-12 10:10:00,26.51055,15.55,13.8,1.95,2.0,0.88,0.0,0.0,0.2
372,2021-03-12 10:15:00,25.60368,18.35717,11.255,1.73,2.0,0.87,0.03,0.05,0.41
377,2021-03-12 10:20:00,26.14815,18.77656,13.8,1.8399,2.0,0.87,0.0,0.0,0.18
382,2021-03-12 10:25:00,26.28975,14.8,13.8,1.75,2.0,0.88,0.03,0.0,0.18
387,2021-03-12 10:30:00,25.76372,15.0,13.8,1.97,1.98,0.88,0.0,0.38,0.2
392,2021-03-12 10:35:00,30.1722,20.62,13.8,1.75,4.49,0.88,0.05,0.38,0.41
397,2021-03-12 10:40:00,28.99695,20.62,14.0,1.73,2.01,0.88,0.0,0.82014,0.15
402,2021-03-12 10:45:00,28.17294,15.0,13.8,1.73,2.78,0.88,0.03,1.38035,0.15
407,2021-03-12 10:50:00,28.39768,15.36,13.8,1.73,2.95,0.88,0.0,1.63675,0.2
412,2021-03-12 10:55:00,21.82088,14.73,13.8,2.0,2.01,0.88,0.03,3.94663,0.18
417,2021-03-12 11:00:00,21.22623,14.73,13.8,1.7701,2.0,0.88,0.0,28.70157,0.18
422,2021-03-12 11:05:00,27.74651,15.0,13.8,1.75,4.65679,0.87,0.0,71.38349,0.41
427,2021-03-12 11:10:00,-190.0,14.10978,13.8,1.73,3.68,0.87,0.03,355.13,0.2
432,2021-03-12 11:15:00,-190.0,13.8,13.8,1.73,3.68,0.87,0.0,355.13,0.2
437,2021-03-12 11:20:00,-190.0,14.92741,13.8,2.0,4.88,0.87,0.05,220.39142,0.43
442,2021-03-12 11:25:00,30.91475,14.5448,13.8,1.73,3.68,0.87,0.0,0.19,0.41
447,2021-03-12 11:30:00,35.9279,13.47,13.79,1.73,2.07037,0.87,0.03,0.17,0.2
452,2021-03-12 11:35:00,-190.0,15.43003,13.79,1.73,2.75901,0.87,0.03,219.54469,0.2
457,2021-03-12 11:40:00,-200.0,14.73,13.79,1.73,2.0,0.88,0.0,260.63,0.2
462,2021-03-12 11:45:00,33.58961,14.73,13.8,1.48,2.3915,0.87,0.05,0.0,0.41
467,2021-03-12 11:50:00,-110.01,14.73,11.0,1.49,2.3915,0.87,0.0,139.80305,0.18
472,2021-03-12 11:55:00,-200.0,13.8,11.0,1.73,2.0702,0.87,0.03,229.67526,0.41
477,2021-03-12 12:00:00,36.61977,13.8,14.0,1.64482,2.78,0.87,0.0,0.0,0.41
482,2021-03-12 12:05:00,34.13464,14.7,11.0,1.65724,2.14293,0.9,0.0,0.0,0.2
487,2021-03-12 12:10:00,30.91325,18.16057,13.79,1.0,3.62057,0.87,0.03,0.0,0.41
492,2021-03-12 12:15:00,30.9953,23.5451,14.0,1.0,5.6551,0.87,0.0,0.0,0.41
497,2021-03-12 12:20:00,30.96657,15.0,13.8,1.00091,2.78,0.87,0.0,0.0,0.41
502,2021-03-12 12:25:00,-190.0,22.23123,13.8,2.0,1.7699,0.87,0.0,220.35398,0.41
507,2021-03-12 12:30:00,31.39608,17.63333,13.8,2.0,2.78,0.9,0.0,0.0,0.41
512,2021-03-12 12:35:00,-34.99992,13.70299,14.0,2.0,1.98,0.88,0.0,58.07724,0.2
517,2021-03-12 12:40:00,29.43165,17.8931,13.8,2.5031,2.0,0.88,0.0,1.53537,0.41
522,2021-03-12 12:45:00,-16.15031,16.30717,14.0,1.98622,3.67095,0.87,0.03,41.17331,0.2
527,2021-03-12 12:50:00,28.21799,19.98,14.0,1.95,4.49,0.87,0.0,2.41226,0.15
532,2021-03-12 12:55:00,27.6211,23.73,14.0,1.84,5.0,0.87,0.03,2.98781,0.15
537,2021-03-12 13:00:00,23.61863,19.52,14.0,1.49,4.49,0.87,0.0,46.51137,0.15
542,2021-03-12 13:05:00,24.17228,17.55,13.79,2.0,1.98,0.87,0.03,81.60292,0.41
547,2021-03-12 13:10:00,22.38745,20.68,13.8,1.98,1.82,0.87,0.0,81.20099,0.2
552,2021-03-12 13:15:00,24.68646,17.25328,11.0,1.73,2.59622,0.87,0.03,81.18492,0.2
557,2021-03-12 13:20:00,-12.87644,16.56591,13.8,1.73,1.73,0.87,0.0,83.00644,0.2
562,2021-03-12 13:25:00,-34.99992,13.91031,13.8,2.0,1.73,0.88,0.03,74.13829,0.41
567,2021-03-12 13:30:00,-40.0,14.73,13.8,2.01,1.98,0.88,1.23,74.8473,1.0
572,2021-03-12 13:35:00,22.52863,17.49,14.0,1.4,2.78,0.87,0.19,1029.77219,0.2
577,2021-03-12 13:40:00,-33.18832,13.99,13.8,1.4,1.73,0.88,0.0,74.44581,0.41
582,2021-03-12 13:45:00,-25.81829,15.08534,13.8,0.75328,0.99,0.87,0.05,75.39829,0.41
587,2021-03-12 13:50:00,-40.0,13.24001,13.8,0.99,1.58001,0.88,0.0,1021.8523,0.2
592,2021-03-12 13:55:00,-190.0,15.85716,11.0,0.98,2.0,0.87,0.03,1029.96838,0.2
597,2021-03-12 14:00:00,22.52863,16.53,13.79,0.99,2.0,0.87,0.0,1030.3835,0.41
602,2021-03-12 14:05:00,28.79961,25.78324,13.8,1.4,3.08,0.89,0.0,1032.90628,0.42
607,2021-03-12 14:10:00,22.52863,23.82,13.8,1.75,3.46065,0.9,0.03,1030.94315,0.42
612,2021-03-12 14:15:00,23.46295,24.32996,10.7,1.48,3.12777,0.9,0.0,1031.45372,0.44
617,2021-03-12 14:20:00,23.38271,22.34,10.7,1.98,4.88,0.9,0.05,10.50525,0.5
622,2021-03-12 14:25:00,25.52912,20.62,9.25,1.95,4.88,0.9,0.0,1033.57855,0.41
627,2021-03-12 14:30:00,28.9254,26.45106,9.67,4.79893,8.08214,0.9,0.03,1038.90131,0.42
632,2021-03-12 14:35:00,21.99209,18.24997,7.73,1.98,3.4975,0.88,0.0,1030.38305,0.41
637,2021-03-12 14:40:00,25.89622,20.7301,9.66,2.0,5.73,0.88,0.03,1033.27485,0.41
642,2021-03-12 14:45:00,23.24873,17.19029,7.73,1.75,3.4975,0.88,0.02,1030.40359,0.41
647,2021-03-12 14:50:00,24.62505,14.73,7.73,2.0,3.60419,0.88,0.0,1030.73384,0.41
652,2021-03-12 14:55:00,29.92873,14.7301,7.73,1.98,6.5099,0.88,0.02,1034.33202,0.41
657,2021-03-12 15:00:00,32.71883,17.79,9.69163,1.98,6.68729,0.88,0.01998,1034.9584,0.41
662,2021-03-12 15:05:00,25.29732,14.73,7.5,1.49,4.64794,0.88,0.0,1030.383,0.41
667,2021-03-12 15:10:00,35.0,14.73,6.0,1.48,4.69794,0.87,0.03,1030.36431,0.41
672,2021-03-12 15:15:00,34.44557,15.36,5.5,1.48,4.88,0.88,0.0,1030.68361,0.2
677,2021-03-12 15:20:00,41.93665,16.40215,6.0,2.0,8.68,0.88,0.05,1037.29687,0.41
682,2021-03-12 15:25:00,39.20323,15.0,5.5,1.75,5.5989,0.87,0.0,1033.11688,0.2
687,2021-03-12 15:30:00,46.19828,14.73,5.5,1.95,5.75182,0.88,0.03,1033.57399,0.2
692,2021-03-12 15:35:00,35.24412,15.0,6.0,2.01,10.11,0.88,0.03,1030.30811,0.2
697,2021-03-12 15:40:00,55.65668,17.49,7.73,2.0,9.4,0.88,0.0,1032.71263,0.23
702,2021-03-12 15:45:00,37.02912,15.36,5.5,6.5713,13.73,0.88,0.03,1033.0403,0.2
707,2021-03-12 15:50:00,31.19455,20.68,13.8,20.7,12.61843,0.88,1.23,3.4676,0.79
712,2021-03-12 15:55:00,31.8333,20.68,9.95,16.68,12.55802,0.88,0.0,3.06042,0.7
717,2021-03-12 16:00:00,47.0274,17.49,6.0,3.0,7.68734,0.88,0.14,2.4626,0.41
722,2021-03-12 16:05:00,28.82147,21.77,13.39,6.0,8.49,0.88,0.0,3.73009,0.0
727,2021-03-12 16:10:00,25.8689,23.8199,10.78,6.0,8.49,0.88,0.0,6.56967,0.41
732,2021-03-12 16:15:00,27.03069,20.68,10.7,8.68,8.49,0.88,0.0,5.46263,0.41
737,2021-03-12 16:20:00,32.57374,20.68,10.7,7.26082,8.49,0.88,0.0,5.23861,0.41
742,2021-03-12 16:25:00,42.0,23.19349,10.7,8.68,8.49,0.88,0.0,1.4433,0.41
747,2021-03-12 16:30:00,55.85906,30.0,10.23626,9.5,9.38,0.88,0.14,2.37721,0.41
752,2021-03-12 16:35:00,35.54619,20.68,10.78,8.03299,7.8058,0.88,0.05,0.44,0.18
757,2021-03-12 16:40:00,37.16833,15.5358,9.25,7.73,7.8058,0.88,0.0,0.0,0.0
762,2021-03-12 16:45:00,42.0,18.18,8.3,9.5,8.68,0.88,0.0,0.0,0.0
767,2021-03-12 16:50:00,60.44585,28.73289,7.5,9.5,9.38,0.88,0.0,0.0,0.0
772,2021-03-12 16:55:00,61.0,29.35,5.5,10.0,13.0,0.88,0.0,0.0,0.0
777,2021-03-12 17:00:00,46.39924,20.68,9.97,9.5,8.49,0.88,0.0,0.0,0.0
782,2021-03-12 17:05:00,38.66629,20.68,10.78,9.5,8.49,0.88,0.0,0.0,0.0
787,2021-03-12 17:10:00,41.0,20.68,10.0,9.5,8.68,0.88,0.0,0.0,0.0
792,2021-03-12 17:15:00,38.3512,20.68,10.59,9.5,8.49,0.88,0.14,0.0,0.0
797,2021-03-12 17:20:00,41.0,20.68,8.3,9.5,8.96243,0.88,0.14,0.03,0.2
802,2021-03-12 17:25:00,51.49992,22.5,11.0,9.5,13.0,0.88,0.05,78.92023,0.41
807,2021-03-12 17:30:00,278.81,46.83857,14.0,10.0,16.05,0.88,0.03,75.69,0.18
812,2021-03-12 17:35:00,380.0,43.68,9.25,13.73,29.06996,0.88,0.03,0.94,0.18
817,2021-03-12 17:40:00,24.88009,23.2846,20.9,8.68,14.75739,0.88,0.14,18.33052,0.18
822,2021-03-12 17:45:00,126.01446,70.97,14.0,20.7,51.0,0.88,0.0,0.0,0.03
827,2021-03-12 17:50:00,249.0,99.0,10.59,33.33,66.4,0.88,0.14,0.0,0.0
832,2021-03-12 17:55:00,1500.0,218.81,11.0,23.37,213.51481,0.88,0.05,75.69,0.41
837,2021-03-12 18:00:00,4243.09015,240.98688,10.82,46.5,195.21688,0.88,0.0,0.0,0.0
842,2021-03-12 18:05:00,15000.0,81.52174,18.99,46.5,150.0,0.88,0.03,0.0,0.15
847,2021-03-12 18:10:00,3404.88048,78.06282,18.99,20.66968,75.16991,0.88,0.0,0.0,0.15
852,2021-03-12 18:15:00,455.0,78.15246,11.0,20.7,89.11575,0.88,0.03,0.44,0.15
857,2021-03-12 18:20:00,278.0,47.61908,7.5,20.7,52.15,0.88,0.03,0.38,0.15
862,2021-03-12 18:25:00,81.40584,45.2945,6.0,20.7,52.15004,0.88,0.0,0.44,0.18
867,2021-03-12 18:30:00,1015.13,28.34606,5.5,23.44054,39.0,0.88,0.0,0.19,0.15
872,2021-03-12 18:35:00,11031.86004,63.81004,5.87,24.67,52.15004,0.88,0.14,0.0,0.05
877,2021-03-12 18:40:00,1015.13,56.21645,5.5,20.99617,52.15004,0.88,0.0,0.0,0.15
882,2021-03-12 18:45:00,60.93979,48.0,6.0,24.04202,39.0,0.88,0.05,0.0,0.18
887,2021-03-12 18:50:00,43.49589,25.0,5.5,23.31554,19.93446,0.88,0.0,0.0,0.15
892,2021-03-12 18:55:00,58.75308,40.11713,5.5,26.26364,32.10349,0.88,0.03,0.0,0.0
897,2021-03-12 19:00:00,41.31929,31.77172,11.0,28.57985,18.06172,0.88,0.0,0.0,0.18
902,2021-03-12 19:05:00,1015.13,33.82875,18.99,11.08899,26.0,0.88,0.0,0.0,0.15
907,2021-03-12 19:10:00,1015.13,30.51002,11.0,9.89,26.0,0.88,0.03,0.0,0.15
912,2021-03-12 19:15:00,1015.13,27.82081,9.4475,9.5,26.0,0.88,0.03,1052.63698,0.15
917,2021-03-12 19:20:00,1015.13,36.0,11.0,9.5,26.0,0.88,0.03,1052.42227,0.18
922,2021-03-12 19:25:00,11000.0,43.68,11.0,9.5,26.0,0.88,0.03,1051.91073,0.18
927,2021-03-12 19:30:00,15000.0,33.52801,11.0,9.5,21.86801,0.88,0.03,1042.13893,0.18
932,2021-03-12 19:35:00,15000.0,42.69,14.0,11.12,26.0,0.9,0.0,1055.00059,0.15
937,2021-03-12 19:40:00,15000.0,20.68,14.0,10.66705,26.0,0.9,0.0,1055.00053,0.15
942,2021-03-12 19:45:00,15000.0,20.68,14.0,9.67912,26.0,0.9,0.0,1053.55955,0.15
947,2021-03-12 19:50:00,15000.0,20.68,12.36,9.5,25.9424,0.9,0.0,1052.01629,0.15
952,2021-03-12 19:55:00,13044.44,14.73,11.60456,9.5,16.02704,0.9,0.0,1036.29757,0.08
957,2021-03-12 20:00:00,13044.44,14.73,14.0,9.5,15.02031,0.9,0.0,1035.35084,0.18
962,2021-03-12 20:05:00,15000.0,20.68,14.0,4.98,18.45908,0.88,0.0,1053.1334,0.18
967,2021-03-12 20:10:00,15000.0,20.0,11.0,6.0,24.0308,0.88,0.03,1049.10406,0.15
972,2021-03-12 20:15:00,64.68594,20.68,13.87,7.40013,25.7184,0.88,0.05,0.0,0.05
977,2021-03-12 20:20:00,249.0,14.73,11.0,4.98,13.0,0.88,0.0,0.0,0.15
982,2021-03-12 20:25:00,45.81847,14.73,14.0,4.98,15.58663,0.88,0.14,0.44,0.18
987,2021-03-12 20:30:00,37.34052,14.73,11.0,4.98,10.1266,0.88,0.0,0.05,0.15
992,2021-03-12 20:35:00,45.05815,14.73,14.0,6.0,8.68,0.88,0.0,0.44,0.15
997,2021-03-12 20:40:00,13044.44,20.68,14.0,7.73,8.68,0.88,0.03,0.0,0.15
1002,2021-03-12 20:45:00,46.90079,15.36,13.79,7.73,8.49,0.88,0.0,0.38,0.15
1007,2021-03-12 20:50:00,38.23043,15.0,14.0,5.80818,8.49,0.88,0.14,0.5,0.18
1012,2021-03-12 20:55:00,35.9279,15.0,18.98,4.98,8.49,0.88,0.0,0.0,0.15
1017,2021-03-12 21:00:00,35.24412,15.0,18.98,4.98,8.49,0.88,0.05,0.0,0.15
1022,2021-03-12 21:05:00,13044.44,43.43662,20.8,8.68,8.49,0.9,0.0,0.0,0.18
1027,2021-03-12 21:10:00,49.71187,30.0,20.8,7.73,8.49,0.88,0.05,0.0,0.15
1032,2021-03-12 21:15:00,46.90075,30.0,20.8,7.73,8.49,0.88,0.0,0.0,0.18
1037,2021-03-12 21:20:00,36.48407,25.14,20.8,6.0,8.49,0.88,0.05,0.0,0.18
1042,2021-03-12 21:25:00,31.30353,23.73,20.8,6.0,8.49,0.88,0.03,0.96525,0.18
