,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1062,2021-06-14 21:45:00,88.99998,24.9,10.6,100.89,15.1,0.95,0.14,0.90444,0.2
1067,2021-06-14 21:50:00,78.39998,24.9,10.6,114.64136,15.1,0.95,0.14,0.90444,0.2
1072,2021-06-14 21:55:00,82.17998,24.9,10.6,100.89,15.1,0.95,0.05,0.45,0.18
1077,2021-06-14 22:00:00,70.75041,24.9,10.6,100.89,15.1,0.95,0.21,1.03,0.2
1082,2021-06-14 22:05:00,137.6725,60.2225,10.7,132.7836,15.1,0.9,0.03,0.18,0.18
1087,2021-06-14 22:10:00,87.21,24.9,7.5,99.0,15.1,0.8,0.18,0.8,0.42
1092,2021-06-14 22:15:00,89.00014,24.9,10.7,49.98,15.1,0.8,0.18,0.22095,0.18
1097,2021-06-14 22:20:00,82.00367,24.9,7.5,47.34833,15.1,0.8,0.03,0.18,0.18
1102,2021-06-14 22:25:00,70.31167,24.9,5.95,34.09782,15.1,0.8,0.18,0.45,0.18
1107,2021-06-14 22:30:00,87.44,24.9,7.73,51.3324,15.1,0.8,0.14,0.18,0.18
1112,2021-06-14 22:35:00,97.97419,24.9,10.7,67.04985,15.1,0.8,0.18,0.22095,0.18
1117,2021-06-14 22:40:00,90.2405,24.9,10.7,64.51,15.1,0.8,0.21,0.44,0.18
1122,2021-06-14 22:45:00,87.44,24.9,7.73,60.66689,15.1,0.8,0.18,0.22095,0.18
1127,2021-06-14 22:50:00,87.44,24.9,10.7,86.48884,15.0,0.8,0.18,0.22095,0.18
1132,2021-06-14 22:55:00,55.99997,24.9,6.0,86.88346,15.0,0.8,0.03,0.18,0.15
1137,2021-06-14 23:00:00,84.39381,24.9,5.95,87.74046,15.0,0.8,0.14,0.22366,0.18
1142,2021-06-14 23:05:00,112.05042,24.9,5.95,110.21401,13.73,0.8,0.18,0.8,0.18
1147,2021-06-14 23:10:00,167.80475,40.36,5.95,164.61071,13.73,0.8,0.19,1.03,0.19
1152,2021-06-14 23:15:00,118.00042,24.9,5.95,172.50843,15.0,0.8,0.6,1.64295,0.43
1157,2021-06-14 23:20:00,112.04986,24.9,5.95,102.51781,9.4,0.8,0.18,0.8,0.18
1162,2021-06-14 23:25:00,117.99993,24.9,5.95,105.93802,9.4,0.8,0.18,1.03,0.18
1167,2021-06-14 23:30:00,115.82993,24.9,5.95,99.46637,9.4,0.8,0.14,0.38,0.18
1172,2021-06-14 23:35:00,155.28276,24.9,5.95,126.13557,13.73,0.8,0.18,0.95,0.41
1177,2021-06-14 23:40:00,148.89641,24.9,5.95,121.3653,13.73,0.8,0.03,0.38,0.18
1182,2021-06-14 23:45:00,118.0,18.4,5.95,99.0,10.254,0.8,0.18,1.0,0.18
1187,2021-06-14 23:50:00,114.98226,18.4,5.95,99.0,7.73,0.8,0.14,0.8,0.18
1192,2021-06-14 23:55:00,115.83021,18.4,5.95,99.0,7.73,0.8,0.14,0.8,0.18
