,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1143,2021-06-14 23:05:00,10.5878,8.0,5.95,37.84286,8.49,0.0,0.18,0.8,0.18
1148,2021-06-14 23:10:00,9.56869,8.0,5.95,44.92224,8.49,0.0,0.19,1.03,0.19
1153,2021-06-14 23:15:00,7.57381,8.0,5.95,86.0,8.49,0.0,0.6,1.64295,0.43
1158,2021-06-14 23:20:00,11.14,8.0,5.95,22.94849,8.49,0.0,0.18,0.8,0.18
1163,2021-06-14 23:25:00,10.8522,8.0,5.95,20.86213,8.49,0.0,0.18,1.03,0.18
1168,2021-06-14 23:30:00,11.32,24.9,5.95,9.5,1.73,0.8,0.14,0.38,0.18
1173,2021-06-14 23:35:00,11.28,24.9,5.95,9.5,4.49,0.8,0.18,0.95,0.41
1178,2021-06-14 23:40:00,11.3,12.8494,5.95,12.20748,4.49,0.0,0.03,0.38,0.18
1183,2021-06-14 23:45:00,11.10151,13.88003,5.95,9.5,4.49,0.0,0.18,1.0,0.18
1188,2021-06-14 23:50:00,10.63716,12.5,5.95,13.00621,4.49,0.0,0.14,0.8,0.18
1193,2021-06-14 23:55:00,10.63716,12.5,5.95,13.37424,4.49,0.0,0.14,0.8,0.18
