,REGIONID,DATETIME,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
1,QLD1,2021/01/22 06:30:00,32.8,32.77051,35.2,32.70598,35.25,32.69676,43.39597,32.8,32.77051,35.2,32.70598,32.77051,32.6968,32.77051,32.77051,32.77051,32.77051,32.77051,32.77051,32.70598,35.53197,32.21678,41.9081,30.15,33.14,32.2894,35.2,31.75336,38.58403,30.15,49.60536,32.7706,32.77051,32.8,32.77051,33.02,32.77051,35.2,32.8
2,SA1,2021/01/22 06:30:00,61.0,61.0,61.0,61.0,61.0,61.0,61.11556,61.0,61.0,61.0,61.0,78.53001,61.0,470.06502,62.0,60.04,379.95,43.91184,390.02,41.32506,62.0,60.04,379.95,40.42157,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,15000.0
3,TAS1,2021/01/22 06:30:00,38.20121,38.16686,40.69239,38.09171,41.31715,38.08097,52.21658,38.98977,37.11675,42.44458,36.35859,68.65692,35.26,396.95,38.16686,38.16686,38.16686,37.81405,38.16686,36.69979,42.05896,37.03327,50.5333,35.26,38.16697,38.16686,40.09528,38.09171,41.31715,38.08102,50.31733,38.92489,37.07278,39.80413,36.34151,40.39525,35.71614,59.46735,38.55715
4,VIC1,2021/01/22 06:30:00,38.36752,38.33302,41.19218,38.25754,41.82462,38.24676,52.85791,39.15951,37.27834,42.9659,36.51688,69.68355,34.96,432.56842,38.33302,38.33302,38.33302,37.97868,38.33302,36.85956,42.57554,37.1945,51.15396,34.96,38.33313,38.33302,40.26984,38.25754,41.82462,38.24681,50.93534,38.6903,37.62713,39.15951,37.27834,39.63969,36.93229,54.45241,38.72502
0,NSW1,2021/01/22 07:00:00,35.55,35.48,35.55,35.47006,39.15,34.51347,47.17461,35.55,35.47006,35.55,35.47006,35.48,34.84243,35.48,35.48,35.48,35.48,35.48,35.48,35.47005,38.7734,35.47,41.15,32.53,35.55,35.48,35.55,35.47006,38.92984,35.47,43.89,35.55,35.48,35.55,35.48,35.55,35.47006,35.55,35.55
1,QLD1,2021/01/22 07:00:00,32.31951,32.25588,32.31951,32.24683,35.2,31.61,40.73009,32.31951,32.24683,32.31951,32.24683,32.25588,31.91129,32.25588,32.25588,32.25588,32.25588,32.25588,32.25588,32.24683,35.25,31.77397,37.68823,29.57395,32.80111,31.78293,33.30878,31.30873,37.82713,30.15,45.2843,32.31951,32.25588,32.31951,32.25588,32.31951,32.24683,32.31951,32.31951
2,SA1,2021/01/22 07:00:00,61.0,61.0,61.0,61.0,61.0,61.0,62.0,61.0,61.0,62.0,61.0,160.11371,61.0,481.55291,62.0,60.44,379.95,47.81633,578.81,43.11809,62.0,60.44,379.95,42.67424,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,77.06556,15000.0
3,TAS1,2021/01/22 07:00:00,39.18173,39.10458,39.18173,39.09361,43.1495,38.0393,51.68051,39.91249,38.37611,53.83682,37.66995,138.27,35.26,396.97,39.10458,39.10458,39.10458,39.10458,39.10458,38.02163,43.53145,38.37605,61.25472,35.26,39.18173,39.10458,39.18173,39.09361,42.90685,39.09355,48.37373,39.95755,38.44162,40.74396,37.68715,52.51668,36.93253,72.671,60.58
4,VIC1,2021/01/22 07:00:00,39.24983,39.17255,39.24983,39.16157,43.2245,38.10542,51.77034,39.98187,38.44282,53.9304,37.73543,140.7088,35.0475,438.80505,39.17255,39.17255,39.17255,39.17255,39.17255,38.08772,43.60712,38.44276,62.00707,34.96,39.24983,39.17255,39.24983,39.16157,42.98143,39.16151,48.45781,39.61438,38.81163,39.98187,38.4536,51.01388,38.08772,67.3791,61.16311
0,NSW1,2021/01/22 07:30:00,35.46992,33.72915,35.47,33.41593,35.55,32.53,43.89,35.46992,34.36591,35.47,33.59913,35.48,32.53,35.47,34.36591,34.36591,34.36591,34.36591,34.36591,33.84799,35.48,32.53,38.99357,32.14006,34.68956,34.04579,35.47,34.04579,35.55,32.53,39.12,34.36591,34.36591,34.36591,34.36591,34.36591,34.36591,34.36591,34.36591
1,QLD1,2021/01/22 07:30:00,31.59473,30.15,31.5948,30.15,31.66606,29.84492,38.23992,31.59473,30.61134,31.5948,30.15,31.60371,29.84492,31.5948,30.61134,30.61134,30.61134,30.61134,30.61134,30.15,32.07375,29.39042,35.25,28.41831,31.3592,30.15,32.78394,30.1,34.86923,27.31889,40.73009,30.61134,30.61134,30.61134,30.61134,30.61134,30.61134,30.61134,30.61134
2,SA1,2021/01/22 07:30:00,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,62.0,60.44,433.9065,61.0,45.9969,62.0,41.86798,390.02,38.90971,61.0,44.56285,62.0,38.7909,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,13100.02
3,TAS1,2021/01/22 07:30:00,36.54763,36.08076,36.54772,36.08076,36.63015,35.45293,44.99574,37.23985,36.08076,38.29863,35.27571,55.07795,35.22,396.63,36.08076,36.08076,36.08076,36.08076,36.08076,35.53699,37.25044,35.22,41.50208,35.22,36.08076,36.08076,36.54772,36.08076,36.63015,35.45293,40.2,37.80427,35.80812,40.2,35.44461,133.43,35.22,396.74,36.08076
4,VIC1,2021/01/22 07:30:00,35.41238,34.96,35.41246,34.96,35.49233,34.35167,43.8188,36.08309,34.96,37.10899,34.17996,53.63729,31.57211,397.31945,34.96,34.96,34.96,34.96,34.96,34.43312,36.09335,33.87005,40.41653,32.39062,34.96,34.96,35.41246,34.96,35.49233,34.35167,39.05654,34.96,34.96,34.96,34.96,34.96,34.96,34.96,34.96
0,NSW1,2021/01/22 08:00:00,32.64779,32.52976,34.0762,32.5,35.12632,31.04585,35.55,32.53,32.53,32.82864,32.52976,35.12632,30.92958,32.53,32.53,32.53,32.53,32.53,32.53,32.52976,34.0762,32.5,35.55,28.22788,32.56576,32.53,33.35991,32.52976,34.72064,32.5,35.55,32.53,32.53,32.53,32.53,32.53,32.53,32.53,32.53
1,QLD1,2021/01/22 08:00:00,28.86037,28.75603,30.1,28.72972,30.15,27.54387,30.51366,28.75624,28.75624,29.02023,28.75603,30.15,27.54387,28.75624,28.75624,28.75624,28.75624,28.75624,28.75624,28.75603,30.15,28.10178,31.65851,25.41,29.21574,28.12772,30.15,27.71668,32.56252,26.51,35.91792,28.75624,28.75624,28.75624,28.75624,28.75624,28.75624,28.75624,28.75624
2,SA1,2021/01/22 08:00:00,42.45257,42.2991,43.49009,42.2604,43.49009,41.12831,43.6997,43.09446,41.90654,43.49009,41.51643,48.50612,36.95841,154.36574,60.13,39.02765,61.0,38.37797,62.0,36.51661,60.15,38.64126,61.0,32.99268,42.34591,42.29941,43.37856,42.2991,43.49009,42.2604,43.6997,42.69537,42.29941,43.09446,42.29941,43.09446,42.29941,43.09446,13100.02
3,TAS1,2021/01/22 08:00:00,35.22,35.22,36.08076,35.22,36.08076,35.22,36.25466,35.75253,35.22,36.08076,35.22,40.2,35.22,141.34611,35.42143,35.22,35.42143,35.22,35.42143,35.22,36.08076,35.22,38.35087,35.22,35.22,35.22,35.98823,35.22,36.08076,35.22,36.25466,35.77831,35.22,40.2,35.22,132.82,35.22,396.74,35.42143
4,VIC1,2021/01/22 08:00:00,34.12598,34.00261,34.96,33.9715,34.96,33.06146,35.1285,34.64197,33.68705,34.96,33.37345,39.04965,29.70944,140.49426,34.32116,33.87005,34.32116,33.68705,34.32116,33.06253,34.96,33.53472,37.1596,28.96,34.04024,34.00286,34.87035,34.00261,34.96,33.9715,35.1285,34.32116,34.00286,34.64197,34.00286,34.64197,34.00286,34.64197,34.32116
0,NSW1,2021/01/22 08:30:00,34.57244,33.4352,35.03716,32.81838,35.48,31.65945,42.55562,34.06549,34.06549,34.06549,33.33678,35.48,32.5,35.46996,34.06549,34.06549,34.06549,34.06549,34.06549,34.06549,35.47,32.5,38.60326,28.74649,34.37573,33.4352,34.38582,33.12513,35.47,32.5,39.12,34.06549,34.06549,34.06549,34.06549,34.06549,34.06549,34.06549,34.06549
1,QLD1,2021/01/22 08:30:00,30.1,29.32509,30.15,28.78409,30.2157,27.76763,35.45124,29.8779,29.8779,29.8779,29.23877,30.2157,28.50485,30.20715,29.8779,29.8779,29.8779,29.8779,29.8779,29.8779,30.65492,27.88218,34.10831,25.41,30.15,28.68449,30.38195,28.0036,33.00352,25.71,39.21094,29.8779,29.8779,29.8779,29.8779,29.8779,29.8779,29.8779,29.8779
2,SA1,2021/01/22 08:30:00,54.1,54.1,54.1,54.1,54.1,54.1,54.31,54.1,54.1,54.1,54.1,54.1,54.1,118.0,60.44,47.89,61.0,42.67424,76.0,39.88291,60.44,47.89,61.0,38.45903,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1,13100.02
3,TAS1,2021/01/22 08:30:00,35.899,35.899,35.899,35.899,35.899,35.22,42.17248,35.899,35.899,35.899,35.22,39.53787,35.22,110.43858,35.899,35.899,35.899,35.899,35.899,35.899,36.34249,35.22,40.2,35.22,35.899,35.899,35.899,35.899,35.899,35.55074,39.33463,36.26251,35.53548,40.2,35.26285,62.78,35.22,396.63,35.899
4,VIC1,2021/01/22 08:30:00,34.96,34.96,34.96,34.96,34.96,34.04024,41.27839,34.96,34.96,34.96,34.21215,38.50369,31.82355,108.37292,34.96,34.96,34.96,34.96,34.96,34.96,35.39189,34.04024,39.24786,29.77832,34.96,34.96,34.96,34.96,34.96,34.62085,38.30577,34.96,34.96,34.96,34.96,34.96,34.96,34.96,34.96
0,NSW1,2021/01/22 09:00:00,32.5,32.39954,34.22028,31.68306,35.47,27.94481,39.12,32.5,32.5,32.66154,31.78223,32.66154,27.94481,35.4317,32.5,32.5,32.5,32.5,32.5,31.7556,34.54232,29.33736,35.48,21.85272,32.5,32.5,33.90174,32.31834,34.86792,31.68306,35.55,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
1,QLD1,2021/01/22 09:00:00,27.85947,27.77335,29.33411,27.15918,30.15,25.41,32.56268,27.85947,27.85947,27.99795,27.24419,27.99795,25.41,30.15,27.85947,27.85947,27.85947,27.85947,27.85947,27.22136,30.04925,25.71,30.63858,20.6199,28.27259,27.30118,30.1,26.90112,31.70513,25.66125,35.25,27.85947,27.85947,27.85947,27.85947,27.85947,27.85947,27.85947,27.85947
2,SA1,2021/01/22 09:00:00,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,78.83839,61.0,42.13419,74.65,38.76849,349.0,35.90695,61.0,37.63477,74.65,25.14191,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,60.44,13100.02
3,TAS1,2021/01/22 09:00:00,35.22,35.22,35.98988,35.22,35.98988,35.22,38.8852,35.48047,35.22,35.98988,35.22,35.98988,35.22,71.65149,35.22,35.22,35.22,35.22,35.22,35.22,35.98988,35.22,36.62165,35.22,35.22,35.22,35.98988,35.22,35.98988,35.22,35.98988,35.50673,35.22,36.21721,35.22,133.58,35.22,396.74,35.22
4,VIC1,2021/01/22 09:00:00,34.12598,34.04024,34.96,33.59884,34.96,29.63455,37.77247,34.46517,33.78559,34.96,32.46926,34.96,26.98222,70.13241,34.12598,33.87005,34.12598,33.78559,34.12598,32.44205,34.96,30.25314,35.5737,21.91043,34.12598,34.12598,34.96,33.95493,34.96,33.59884,34.96,34.14579,34.12598,34.46517,34.12598,34.46517,34.12598,34.46517,34.12598
0,NSW1,2021/01/22 09:30:00,32.09,29.07686,32.5,28.53615,35.33543,26.13311,37.50449,32.09,29.62972,32.5,29.62972,33.18499,26.32778,35.48,31.074,29.8105,31.074,29.62972,31.074,29.59135,34.02905,26.91956,35.48,19.03923,32.09,30.03113,32.5,28.99794,32.67411,28.76803,35.55,30.37499,30.37499,30.37499,30.21166,30.37499,29.8105,30.37069,31.3506
1,QLD1,2021/01/22 09:30:00,27.91312,26.04908,28.26975,25.71,30.15,24.84,31.44497,27.91312,26.51,28.26975,26.51,28.86558,24.84,30.15,27.07169,26.51,27.07169,26.51,27.07169,26.51,29.88008,24.84,30.86187,18.49993,28.32747,26.51,29.33153,25.41,30.15,24.84,35.33458,26.81354,26.81354,26.81354,26.66936,26.81354,26.51,26.80975,27.31267
2,SA1,2021/01/22 09:30:00,36.52218,33.09287,36.9888,33.09287,39.09455,30.59118,39.94912,37.2142,33.09287,38.0442,33.09287,39.94912,27.77777,60.44,55.03263,32.61607,60.44,31.91748,118.0,30.72594,55.93,29.73199,60.44,20.50928,36.52218,34.17894,36.9888,33.09287,37.18696,33.09287,39.33195,34.57029,34.57029,34.57029,34.3844,34.57029,33.61009,34.5654,13100.02
3,TAS1,2021/01/22 09:30:00,35.22,35.22,35.22,35.22,35.22,35.22,35.53548,35.22,35.22,35.22,35.22,35.53548,35.22,54.31919,35.22,35.22,35.22,35.22,35.22,35.22,35.22,35.22,35.53548,35.22,35.22,35.22,35.22,35.22,35.22,35.22,35.22,35.22,35.2,35.22,32.08241,35.22,30.66138,141.34611,35.22
4,VIC1,2021/01/22 09:30:00,31.96103,28.96,32.36939,28.96,34.21215,26.77074,34.96,32.56664,28.96,33.29297,28.96,34.96,24.30868,53.71425,31.2412,29.1367,31.2412,28.96,31.2412,28.92251,34.21215,26.56028,34.96,18.60889,31.96103,29.91044,32.36939,28.96,32.5428,28.96,34.41991,30.25291,30.25291,30.25291,30.09024,30.25291,29.41263,30.24864,31.51929
0,NSW1,2021/01/22 10:00:00,29.31265,27.55852,30.45153,26.99797,32.5,19.49865,37.22517,29.24961,27.55852,29.32195,27.15423,32.5,19.64388,35.48007,29.03498,27.94155,29.32195,27.55852,29.32195,26.99797,32.5,21.82122,35.48,9.57217,28.82181,28.17527,29.84861,28.17527,32.5,21.30697,35.48,28.82181,28.82181,28.82181,28.64068,28.82181,27.76272,28.82181,29.32195
1,QLD1,2021/01/22 10:00:00,25.46477,24.84,26.26014,24.84,27.30118,18.51,30.15,25.41,24.84,25.47285,24.84,27.30118,18.51,29.80454,25.41,25.0,25.47285,24.84,25.47285,24.84,27.8212,20.10971,30.15,9.22287,25.41,24.84,26.51,24.84,29.84,18.51,34.44056,25.41,25.41,25.41,25.41,25.41,24.84,25.41,25.47285
2,SA1,2021/01/22 10:00:00,31.02981,29.17292,31.63078,28.57953,33.43956,21.2328,37.93868,31.55273,28.62574,31.63078,27.67471,36.74185,19.45479,42.02116,31.5162,28.69073,32.80025,27.58864,77.0,25.54153,34.94584,22.4063,39.59588,9.67387,30.51021,29.8258,31.59717,29.8258,33.43956,22.88207,36.50571,30.51021,30.51021,30.51021,30.31847,30.51021,28.83784,30.51021,5529.66066
3,TAS1,2021/01/22 10:00:00,35.22,35.22,35.22,35.22,36.34507,35.22,40.2,35.22,35.22,35.22,35.22,39.51261,35.22,43.30915,35.22,35.22,35.22,35.22,35.22,35.22,37.27003,35.22,40.2,35.22,35.22,35.22,35.22,35.22,36.33507,35.22,39.14611,40.2,35.2,138.27,34.14937,138.27,27.38658,396.79,35.22
4,VIC1,2021/01/22 10:00:00,28.40978,26.70968,28.96,26.16638,30.61606,19.43998,34.73529,28.88854,26.20869,28.96,25.33796,33.63951,17.8121,38.47305,28.40759,26.82596,28.96,26.20869,28.96,25.19215,31.49895,20.95,34.96,9.19,27.93405,27.30743,28.92923,27.30743,30.61606,20.95,33.42331,27.93405,27.93405,27.93405,27.7585,27.93405,26.40289,27.93405,28.96
0,NSW1,2021/01/22 10:30:00,29.47901,27.57101,31.95763,27.16654,32.5,20.66173,38.84249,29.47901,27.77529,31.95763,27.16654,32.5,22.92875,37.91176,29.0481,27.98095,29.26281,27.57101,29.26281,27.16654,32.5,21.65724,35.48007,13.56174,28.83484,28.18801,30.53082,28.18801,32.5,21.25253,35.55,29.0481,28.8348,29.0481,28.8348,29.0481,27.77529,29.0481,29.26281
1,QLD1,2021/01/22 10:30:00,25.41,24.84,27.14422,24.84,27.40273,19.3165,30.33,25.41,24.84,27.14422,24.84,27.40273,21.43592,30.15,25.41,24.84,25.41,24.84,25.41,24.84,27.80865,19.92616,30.15,12.94,25.41,24.84,26.90454,24.84,29.93733,18.5,34.49276,25.41,25.40997,25.41,25.40997,25.41,24.84,25.41,25.41
2,SA1,2021/01/22 10:30:00,31.7909,29.73326,34.4639,29.29708,35.04881,23.13616,40.33144,32.39546,29.39256,35.78485,28.20792,38.48714,23.13616,56.59,32.28486,29.18026,60.22557,28.12453,76.0,26.32895,36.80712,22.77662,60.23,14.09806,31.09621,30.39866,32.9252,30.39866,35.04881,23.13635,38.33801,31.62292,31.09117,31.62292,30.80387,31.62292,29.39256,31.62292,10000.298
3,TAS1,2021/01/22 10:30:00,36.28367,35.22,37.31232,35.22,37.74444,35.2,41.33619,36.85435,35.22,38.55923,35.2,40.2,35.2,57.06455,36.1251,35.22,35.2,35.22,35.2,35.2,38.69183,35.2,40.2,35.2,35.62791,35.53945,35.85985,35.53945,37.74444,35.2,40.2,40.2,35.2,136.07,33.15451,138.27,27.33009,396.79,35.2
4,VIC1,2021/01/22 10:30:00,28.78694,26.92373,31.20737,26.52877,31.73701,20.95,36.52047,29.33438,26.61523,32.4035,25.54252,34.85045,20.95,51.77997,28.63483,26.84008,28.84649,26.41948,28.84649,25.53618,32.64581,20.95,35.306,13.24336,28.15789,27.52625,29.81406,27.52625,31.73701,20.95017,34.71541,28.63483,28.15333,28.63483,27.89317,28.63483,26.61523,28.63483,28.84649
0,NSW1,2021/01/22 11:00:00,29.69884,27.98298,31.57402,27.37009,32.5,19.94773,40.05491,29.48114,27.98298,31.57402,27.37009,32.5,22.95,42.33231,29.28,28.19005,29.48114,27.98298,29.69884,27.37009,32.5,22.21791,35.54,13.63835,29.16664,28.51238,30.43347,28.51238,32.5,21.80047,35.54,29.16664,29.0502,29.26493,29.0502,29.26493,28.19005,29.26493,29.69884
1,QLD1,2021/01/22 11:00:00,25.41,24.84,26.62006,24.84,27.00112,18.51,30.15,25.41,24.84,26.62006,24.84,27.00112,21.13882,30.15,25.41,24.84,25.41,24.84,25.41,24.84,27.60291,20.16409,30.1,12.94,25.41,24.84,26.61994,24.84,29.37,18.51,33.97153,25.41,25.41,25.41,25.41,25.41,24.84,25.41,25.41
2,SA1,2021/01/22 11:00:00,30.46632,28.70611,32.38995,28.07738,33.33986,21.05321,40.70103,30.8221,28.16465,33.63986,27.02602,36.63169,22.01728,52.44541,30.80167,28.19666,60.44,26.88445,118.0,24.84431,34.84241,22.43551,60.44,13.35538,29.92037,29.24919,31.21994,29.24919,33.33986,22.79207,36.45842,29.92037,29.80091,30.30754,29.75857,30.30754,28.37307,30.30754,13100.02
3,TAS1,2021/01/22 11:00:00,37.07971,37.10052,37.05696,36.56804,37.69739,35.2455,40.4275,37.64001,36.5791,38.26059,35.5556,40.2455,35.2455,50.12811,37.36067,36.83431,37.49013,36.3213,35.239,35.32889,38.62306,35.2455,40.41125,35.22,37.08616,37.0941,37.07079,37.0941,37.43739,35.2455,39.97051,40.2455,35.2455,136.07,34.6559,141.34611,26.98381,396.74,38.25
4,VIC1,2021/01/22 11:00:00,28.00401,26.38607,29.77218,25.80815,30.64532,19.35168,37.41155,28.33103,25.88836,30.92106,24.84176,33.6711,20.23783,48.20674,27.87241,26.32969,28.06388,25.64229,28.27111,24.60462,31.52888,20.95,35.13452,12.73831,27.50219,26.88525,28.69672,26.88525,30.64532,20.95,33.51183,27.50219,27.39239,27.85807,27.35347,27.85807,26.07994,27.85807,28.27111
0,NSW1,2021/01/22 11:30:00,28.39563,27.36727,29.6958,22.27764,32.5,19.4964,35.54,28.39563,27.36727,29.6958,23.14493,32.5,19.6416,35.54,27.99821,27.57018,27.99821,27.36727,28.18717,23.1448,32.22243,20.08302,35.48007,12.51,27.98011,27.98011,28.62216,22.27778,32.5,21.62032,32.66964,27.98011,27.98011,27.98011,27.77445,27.98011,27.49349,27.98011,28.18717
1,QLD1,2021/01/22 11:30:00,24.84,24.84,25.41,20.37039,26.97703,18.5,29.31375,24.84,24.84,25.41,21.16344,27.00387,18.5,29.31375,24.84,24.84,24.84,24.84,24.84,21.16331,27.06801,18.5,29.91631,11.7829,24.84,24.84,25.41,19.63234,29.28164,18.5,31.0,24.84,24.84,24.84,24.84,24.84,24.84,24.84,24.84
2,SA1,2021/01/22 11:30:00,28.77557,27.78714,30.09313,22.79159,32.93485,20.52159,36.01553,29.32798,27.20896,31.25732,22.79172,36.19447,18.79167,43.83556,59.63,27.24095,60.44,26.3613,118.0,21.26846,59.63,20.22491,60.44,12.28243,28.35448,28.35448,29.00513,22.79174,32.93485,22.7572,33.10677,28.62562,28.35448,28.62562,28.14607,28.62562,27.59692,28.62562,13100.02
3,TAS1,2021/01/22 11:30:00,35.2455,35.2455,35.2455,35.2455,35.265,35.2455,37.05095,35.2455,35.2455,35.31041,35.2455,37.22242,35.2455,43.86814,35.2455,35.2455,35.2455,35.2455,35.2455,35.2455,35.265,35.2455,38.47516,35.239,35.2455,35.2455,35.2455,35.2455,35.3235,35.2455,35.52175,40.265,35.2,133.9425,29.17374,138.27,26.18027,396.74,35.2455
4,VIC1,2021/01/22 11:30:00,26.45046,25.5419,27.66157,20.95,30.27367,18.86342,33.10542,26.95824,25.01044,28.73168,20.95012,33.26991,17.27327,40.29358,26.32965,25.43781,26.32965,25.01044,26.50735,20.95,30.88269,18.88617,34.65389,11.65303,26.0634,26.0634,26.66148,20.95014,30.27367,20.91838,30.43169,26.31263,26.0634,26.31263,25.87183,26.31263,25.36705,26.31263,26.50735
0,NSW1,2021/01/22 12:00:00,32.5,30.23989,32.5,29.45055,35.54,26.02833,41.55749,32.5,30.463,32.5,29.45055,35.48007,27.34157,43.89,32.5,31.4109,32.5,30.23989,32.5,29.45055,35.48,27.95388,35.55,13.93053,32.5,30.91391,32.5,30.55318,34.3847,29.86781,35.54,32.5,32.5,32.5,31.55816,32.5,30.23989,32.5,32.5
1,QLD1,2021/01/22 12:00:00,27.14422,25.71,27.14422,25.41,29.34113,23.82237,30.15,27.14422,25.71,27.14422,25.41,29.29165,24.84,30.15,27.14422,26.51,27.14422,25.71,27.07184,25.41,29.94422,24.84,30.15,12.94,27.42917,25.71,27.83551,25.41,30.33,24.84,34.00715,27.14422,27.14422,27.14039,26.51,27.04072,25.71,27.04072,27.14041
2,SA1,2021/01/22 12:00:00,33.72779,31.38229,33.72779,30.56314,36.88263,27.01163,42.72017,34.37211,31.01896,35.02632,29.42149,40.44794,26.03331,54.88963,34.58604,31.78455,60.44,29.67422,118.0,27.30707,38.47727,27.75309,60.44,13.41169,33.72779,32.08177,33.72779,31.70742,35.68368,30.99616,36.88263,33.72779,33.72779,34.04873,32.44108,34.04873,30.79178,34.04873,13100.02
3,TAS1,2021/01/22 12:00:00,35.32675,35.32675,35.32675,35.32675,35.32675,35.32675,40.52663,35.32675,35.32675,35.32675,35.32675,38.56437,35.32675,51.94008,35.32675,35.32675,35.32675,35.32675,35.265,35.32675,36.20604,35.32675,36.96673,35.2455,35.32675,35.32675,35.32675,35.32675,35.486,35.32675,35.564,39.91952,35.2,42.70994,30.85286,136.07,28.99,396.7,35.3235
4,VIC1,2021/01/22 12:00:00,31.00211,28.84616,31.00211,28.09321,33.902,24.82871,39.26778,31.59436,28.51219,32.1957,27.04382,37.17918,23.92945,50.45377,31.29711,29.68023,31.59436,28.30337,31.59436,27.04382,34.8183,25.91568,35.54983,12.79211,31.00211,29.48912,31.00211,29.14502,32.79994,28.49123,33.902,31.00211,31.00211,31.29711,29.81938,31.29711,28.30337,31.29711,31.59436
0,NSW1,2021/01/22 12:30:00,34.89752,32.5,35.47,30.89591,35.54,26.90391,42.26824,34.83965,32.5,35.46996,31.36678,35.48007,27.93136,42.26824,32.5,32.5,34.83965,32.5,34.83965,30.89591,35.48,27.919,35.55,19.60721,34.33029,32.5,34.38732,32.5,35.48,29.60963,35.55,32.5,32.5,32.5,32.5,34.83965,32.5,34.83965,34.83965
1,QLD1,2021/01/22 12:30:00,30.15,28.28612,30.15,27.08881,30.15,24.84,35.2,30.1,28.28612,30.15,27.32676,30.15,25.40997,35.2,28.28612,28.28612,30.1,28.28612,30.1,27.08881,30.44,25.0263,30.85,18.51,30.1,27.66854,30.15,27.32676,32.51671,24.84,35.25,28.28612,28.28612,28.28612,28.28612,30.1,28.28612,30.1,30.1
2,SA1,2021/01/22 12:30:00,34.55035,32.48558,35.11713,30.8822,35.18644,26.89198,41.84774,35.18115,31.87006,36.48089,30.17348,38.92491,20.6496,50.96476,33.31555,31.50493,59.63,30.7107,73.78,27.57964,36.71805,26.55029,59.64,18.11667,34.30561,32.48558,34.37207,32.48558,35.12703,29.59649,35.19634,32.48558,32.48558,32.7968,32.17668,35.15782,31.87006,35.49395,10001.232
3,TAS1,2021/01/22 12:30:00,37.08771,35.486,37.62952,35.486,37.69071,35.486,41.48199,37.69071,35.486,39.09556,35.486,40.486,35.2,50.13153,35.486,35.486,37.65841,35.486,37.2005,35.486,38.65733,35.32675,39.16059,35.2,36.85376,35.486,36.91729,35.486,37.63898,35.486,37.70523,40.368,34.84557,41.95528,30.76442,71.17948,30.00629,396.74,37.30448
4,VIC1,2021/01/22 12:30:00,31.92139,30.01373,32.44504,28.53235,32.50907,24.84575,38.66352,32.50419,29.44505,33.70503,27.87756,35.96309,19.07836,47.08682,30.30127,29.72833,32.48263,29.44505,32.79319,27.45907,33.39592,25.05309,34.42693,17.37004,31.69527,30.01373,31.75667,30.01373,32.45419,27.34447,32.51822,30.01373,30.01373,30.30127,29.72833,32.48263,29.44505,32.79319,32.79319
0,NSW1,2021/01/22 13:00:00,35.47,35.47,35.48,34.8533,35.54,32.5,42.58635,35.47,35.47,35.48,35.24329,35.54,33.62224,42.27476,35.47,35.47,35.47,35.47,35.47,35.11073,35.54,32.5,38.6503,27.85422,35.47,35.47,35.48,35.47,35.54,32.5,35.62317,35.47,35.47,35.47,35.47,35.47,35.47,35.47,35.47
1,QLD1,2021/01/22 13:00:00,30.23529,30.23529,30.24382,30.15,30.29496,28.32202,35.25,30.23529,30.23529,30.24382,30.15,30.29496,29.3,35.25,30.23529,30.23529,30.23529,30.23529,30.15,30.15,30.51862,27.90813,33.68168,25.0,30.48,30.15,30.91894,29.79608,32.69926,26.51,35.25,30.23529,30.23529,30.23529,30.23529,30.23529,30.23529,30.15,30.23529
2,SA1,2021/01/22 13:00:00,34.3281,34.3281,34.33777,33.73125,34.39584,31.57451,40.82058,34.99302,33.6729,35.67795,32.81613,37.82898,9.93233,49.40615,35.20762,33.28937,60.44,32.28203,118.0,30.33732,35.95892,30.20914,60.44,24.75064,34.3281,34.3281,34.33777,34.3281,34.39584,31.45371,34.47634,34.65933,33.9993,34.65933,33.9993,34.99302,33.6729,34.99302,13100.02
3,TAS1,2021/01/22 13:00:00,36.27502,36.27502,36.28425,35.7057,36.33964,35.486,41.97194,36.90928,35.65004,37.56262,35.486,39.61446,35.2,50.12032,36.59098,35.96138,36.54098,35.486,36.29098,35.486,37.29646,35.2,40.564,35.2,36.27502,36.27502,36.28425,36.27502,36.33964,35.32675,36.36643,38.56407,35.41632,42.65311,32.9327,74.52123,31.55372,396.74,37.01743
