,REGIONID,DATETIME,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
0,NSW1,2021/06/14 12:00:00,83.12925,71.70896,86.14494,70.64603,111.646,57.37,192.68523,83.12925,71.70896,86.78559,70.64603,108.17701,57.37,93.91093,81.90293,75.44573,83.12925,71.93768,84.3718,70.64603,100.56307,57.37,162.45628,39.96982,81.29575,73.3292,81.29575,73.3292,101.38408,57.37,181.3201,81.90293,76.21134,82.79555,72.24556,83.74848,71.70889,92.24062,108.17701
1,QLD1,2021/06/14 12:00:00,78.99975,70.73,80.66,70.72993,100.0,58.30412,166.34209,78.99975,70.73,80.66,70.72993,97.61086,58.30412,86.0,78.99975,73.86304,78.99975,70.73,78.99975,70.72993,92.77561,57.01066,147.67539,39.13134,78.99975,70.72993,78.99975,70.72993,100.0,52.92735,189.89,78.99975,74.61259,78.99975,70.73,78.99975,70.72993,85.73,97.61086
2,SA1,2021/06/14 12:00:00,79.44563,68.53139,82.32769,67.51557,101.28543,55.34538,160.17427,80.95131,67.25238,86.1083,65.01454,106.76938,50.82636,218.73499,79.92183,69.93159,83.24522,65.26198,87.44,60.77663,95.44,52.67797,150.72815,35.58152,77.69338,70.07984,77.69338,70.07984,92.49589,55.34538,153.63873,79.01252,72.15201,80.62635,67.75563,82.32161,67.25232,89.03034,123.6827
3,TAS1,2021/06/14 12:00:00,74.68817,64.42623,77.39799,63.47111,98.44019,52.56173,155.48112,76.10386,63.38448,80.95264,61.27503,103.77059,48.8959,215.99456,74.28095,67.14894,76.10386,63.58668,78.21546,61.27503,91.2067,51.22947,142.16262,35.38391,73.04064,65.88213,73.04064,65.88213,89.39121,52.56173,149.5113,74.8507,67.14894,77.16893,62.74167,79.61432,57.80122,91.12846,103.77059
4,VIC1,2021/06/14 12:00:00,82.69421,71.33368,85.69412,70.27632,108.98896,57.60848,174.32,84.26145,70.00237,89.62931,67.67302,114.89,52.90468,242.16152,82.24339,74.34788,84.26145,70.22565,86.5991,67.67302,100.9811,56.00466,158.59001,38.28776,80.8703,72.94544,80.8703,72.94544,98.97126,57.60848,167.20728,82.24339,75.10234,83.92321,70.5262,85.68778,70.00231,95.26309,114.89
0,NSW1,2021/06/14 12:30:00,71.47885,67.79,74.89689,57.37,92.29703,50.39006,134.99324,71.21974,68.0,72.11389,59.81984,91.06098,50.39013,120.09147,70.68967,68.821,71.21974,68.0,72.11389,62.9454,81.9532,50.51445,119.59235,35.5501,70.16313,67.79,74.89689,57.39523,83.1523,50.39013,129.07979,70.68967,68.82106,71.21967,68.0,71.78902,65.39653,81.3027,83.79975
1,QLD1,2021/06/14 12:30:00,70.73007,68.33776,73.82897,57.83356,85.73002,51.56385,119.95,70.73007,68.54945,71.08565,60.30319,85.21091,51.56392,107.49903,70.73,69.37709,70.73007,68.54945,71.08565,63.45401,78.99975,50.54327,111.08326,35.30567,70.73007,67.07986,76.64155,55.74,85.73002,46.80483,140.29298,70.73,69.37714,70.73,68.54945,70.76541,65.92495,78.99975,78.99975
2,SA1,2021/06/14 12:30:00,64.01497,61.2893,66.44233,52.06617,81.10313,46.42701,108.87294,65.00198,60.32398,66.44233,52.06617,87.44,41.80468,117.44,64.99123,60.60149,67.2088,58.64331,70.71448,51.45621,75.34679,44.48135,108.12407,30.08013,63.21687,61.2893,66.44233,52.06617,73.06749,46.42708,105.11166,63.91091,61.63471,65.00192,60.32398,66.14301,57.46516,75.61766,91.81859
3,TAS1,2021/06/14 12:30:00,61.43366,59.11749,63.76349,50.47722,77.63828,45.4754,107.21219,62.38101,58.18623,63.76349,50.47722,84.17687,40.94686,116.3105,61.33377,59.45067,62.38101,58.18623,63.76349,52.97933,70.92808,44.31218,103.50796,30.30479,60.82194,59.11749,63.76349,50.47722,69.94501,45.47547,103.50796,61.96264,58.85038,63.50894,57.16572,65.1287,51.32025,76.65458,76.74207
4,VIC1,2021/06/14 12:30:00,68.02075,65.12451,70.6,55.32424,86.17821,49.33221,119.00119,69.06952,64.09879,70.6,55.32424,93.43515,44.42063,129.09906,67.91017,65.49149,69.06952,64.09879,70.6,58.21491,78.73082,48.0706,114.89,32.87843,67.1727,65.12451,70.6,55.32424,77.63974,49.33229,114.89,67.91017,65.49154,69.06946,64.09879,70.28195,61.06108,80.34948,85.18355
0,NSW1,2021/06/14 13:00:00,103.69214,75.13283,106.01301,70.65789,138.84767,57.37,214.47165,101.19904,76.57834,105.24468,70.65796,126.20111,59.17011,176.93849,89.17524,87.58157,97.82243,77.16839,104.46587,71.18775,125.8156,58.88898,198.37851,43.09,102.15974,75.13283,103.14208,73.34145,133.98743,58.92011,210.29827,89.17524,87.58157,101.19904,77.42978,103.69214,76.57834,117.22294,118.8377
1,QLD1,2021/06/14 13:00:00,100.0,74.34576,100.73005,70.73,129.98556,58.29436,193.4913,97.59567,75.77613,100.0,70.73007,119.02551,60.12348,163.20963,86.0,85.73002,94.33929,76.36,100.0,70.73007,120.04754,58.51037,189.89,42.81296,100.0,72.99875,100.96158,70.73,138.20345,55.15947,228.67113,86.0,85.73002,97.59567,76.36,100.0,75.77613,110.55783,112.08077
2,SA1,2021/06/14 13:00:00,87.44,65.03975,88.00775,61.74979,107.97994,50.61477,118.0,87.44,65.03975,90.75726,59.44057,107.97994,47.43856,118.0,79.57007,74.24838,87.44,63.69495,95.44,56.20598,103.51853,49.92388,118.0,35.22825,87.102,65.03975,87.44,64.09502,104.2002,51.98236,118.0,77.19576,75.09793,87.44,65.7629,88.57465,65.03975,100.8797,117.55668
3,TAS1,2021/06/14 13:00:00,87.17089,63.76349,88.27609,60.53761,110.20099,50.12824,155.87166,86.70843,63.76349,91.03427,58.27338,110.20099,47.22407,155.87166,76.40519,73.62576,83.815,64.25487,90.36054,58.71038,103.77059,50.00971,155.87166,36.36413,85.88251,63.76349,86.70843,62.83716,106.34318,51.22036,155.87166,76.26322,72.88602,88.27631,63.1899,91.39565,52.24436,108.41204,103.77059
4,VIC1,2021/06/14 13:00:00,96.51325,70.6,97.73676,67.02878,122.00881,54.94182,174.32,96.00127,70.6,100.79021,64.52215,122.00881,51.49408,174.32,84.59504,81.51806,92.79809,71.14398,100.04436,65.00594,114.89,54.81194,174.32,39.34814,95.08694,70.6,96.00127,69.5745,117.738,56.42633,174.32,83.79522,81.51806,96.00127,71.38497,98.36632,70.6,113.32889,114.89
0,NSW1,2021/06/14 13:30:00,106.72862,88.88605,117.01235,85.73574,162.71624,61.30531,215.79951,106.01766,88.88605,112.26577,87.57244,131.71287,68.0,176.31634,101.85438,90.13214,106.01766,89.54931,108.38654,88.22711,128.11466,68.0,199.58185,50.39007,104.61135,90.88894,116.61503,89.64853,147.72377,63.69015,209.52926,103.62106,90.13214,106.01766,89.83134,106.80672,89.54931,119.54347,120.7803
1,QLD1,2021/06/14 13:30:00,100.0,85.73,107.94437,84.56,149.0,61.83494,190.44682,100.0,85.73,103.56563,85.73,120.61007,68.58747,159.08486,96.07304,86.0,100.0,85.73,100.73003,85.73,119.95,67.06748,186.86263,49.32991,100.0,85.73,111.64136,84.56,149.0,58.32136,221.07699,97.73943,86.0,100.0,86.0,100.0,85.73,110.27934,111.42032
2,SA1,2021/06/14 13:30:00,87.85545,76.30694,95.44,73.60246,117.99978,54.25104,118.0,89.79633,74.86763,95.44,72.36418,111.08006,54.68758,118.0,87.44,75.74713,91.5342,73.04003,97.55407,66.43039,105.06142,56.62366,118.0,41.32277,87.44,78.02638,95.44,76.96152,113.24399,55.83,118.0,87.44,76.64421,88.94795,76.38842,90.46466,76.10497,101.03907,117.44
3,TAS1,2021/06/14 13:30:00,88.73958,75.32374,97.2909,72.65378,127.71984,53.3473,155.09253,90.7002,73.90281,96.96052,71.43131,114.83895,53.91379,155.09253,86.31472,75.65671,89.8432,74.45433,93.60982,72.41179,105.5103,56.96669,155.09253,42.45832,87.81202,77.02124,96.96052,75.96996,117.07629,54.90023,155.09253,88.48214,74.90037,91.45941,58.12454,93.74182,50.01935,109.31802,104.31497
4,VIC1,2021/06/14 13:30:00,98.7484,83.82097,108.26321,80.85018,142.12062,58.91887,174.32,100.92992,82.23994,107.89559,79.48997,127.78842,59.39298,174.32,96.05032,84.19145,99.97636,82.8536,104.16737,80.58092,117.40869,62.91556,174.32,46.1792,97.71633,85.70973,107.89559,84.54001,130.27784,60.63369,174.32,97.71633,84.19145,99.97636,83.91047,101.68111,83.59911,114.89,116.07868
0,NSW1,2021/06/14 14:00:00,106.62974,88.37031,126.18356,86.63763,161.2726,57.37,219.414,106.62974,95.886,121.46175,86.78955,153.20435,57.37,179.12982,104.2964,103.58202,105.8412,103.52378,120.81628,86.78955,147.94178,59.31834,201.01171,43.09,105.19409,90.36373,123.25604,90.08008,148.98248,57.37,215.11758,104.2964,103.52378,105.8412,102.40513,113.96223,88.37031,121.46175,124.54768
1,QLD1,2021/06/14 14:00:00,100.73006,86.0,119.20199,85.73005,149.0,57.81254,198.23762,100.73006,93.16998,114.74144,85.73005,143.54571,57.81254,164.81185,100.0,100.0,100.73006,100.0,114.13168,85.73005,140.79757,58.5942,189.89,41.62329,101.61346,86.0,119.95,85.73005,151.63087,52.22591,232.5317,100.0,100.0,100.73006,99.50445,107.65685,86.0,114.74144,117.65663
2,SA1,2021/06/14 14:00:00,88.12395,75.87523,101.13248,74.38754,118.0,51.01335,118.0,89.817,80.77323,101.28188,71.7238,118.0,46.13832,118.0,87.69443,86.1,91.30384,84.25585,107.11994,65.99901,117.44,50.16174,118.0,35.13958,87.44,77.58679,99.7355,77.34324,113.56812,51.01335,118.0,87.44,87.0448,88.30938,85.77493,95.44,74.4421,101.28188,118.0
3,TAS1,2021/06/14 14:00:00,89.60774,74.97235,104.03455,73.50217,126.71708,50.60708,156.65865,91.32947,79.81267,104.03455,70.8698,132.14,45.88849,156.65865,87.64668,87.04627,89.7963,86.17087,103.48164,70.8698,120.81155,50.61734,156.65865,36.16416,88.40115,76.66375,102.59736,76.42307,118.19746,50.60708,156.65865,89.166,86.12105,91.42422,83.7484,100.42036,56.07787,110.20171,106.67796
4,VIC1,2021/06/14 14:00:00,98.95926,82.79821,114.89,81.17478,139.93706,55.04009,174.32,100.86048,88.14311,114.89,78.268,146.29646,49.78024,174.32,96.79378,96.13078,99.16749,95.16413,114.27945,78.268,133.41591,55.05124,174.32,39.2334,97.62689,84.66593,113.30299,84.40017,130.52932,55.04009,174.32,97.7201,96.07673,99.16749,94.13581,107.79625,81.23432,114.89,117.80897
0,NSW1,2021/06/14 14:30:00,101.05558,84.08205,109.9251,68.33723,146.68301,45.0521,211.80924,101.05558,84.08205,105.83239,74.74294,125.67819,48.85015,174.83642,99.55708,85.61909,101.05558,84.71417,102.55539,82.82983,124.29788,57.37,191.90027,39.19307,98.81502,85.9906,109.9251,70.94496,140.34235,45.22015,204.59901,99.55708,85.61909,100.30392,84.98092,102.55539,84.98092,117.42087,117.42087
1,QLD1,2021/06/14 14:30:00,100.0,85.73005,107.1671,70.73,141.9422,46.98133,197.49449,100.0,85.73005,103.17708,77.36,121.61626,50.94202,166.6889,100.0,86.0,100.0,85.73005,100.73006,85.73005,122.99579,58.49445,189.89,39.36744,100.0,85.73005,111.24331,70.73,149.0,42.79397,235.74004,100.0,86.0,100.0,86.0,100.73006,86.0,114.47481,114.47481
2,SA1,2021/06/14 14:30:00,89.07851,76.51742,95.44,62.18912,117.99974,41.78258,118.06,90.78453,75.07671,95.44,65.47619,114.19541,41.18073,118.06,90.09675,75.89685,93.87564,73.13667,98.31526,68.18631,107.97996,50.85551,137.205,33.19707,87.44,78.25427,95.44,64.56224,114.19554,41.93843,118.0,88.5948,77.1799,90.10927,76.60463,93.00745,76.60463,105.77961,118.0
3,TAS1,2021/06/14 14:30:00,85.12338,71.50004,91.71856,58.10953,116.67051,39.73729,155.09253,86.75384,70.15363,91.71856,61.18146,110.99389,39.16476,155.09253,84.6611,72.11916,86.75384,70.6811,88.87829,67.80206,102.72798,49.18597,151.87586,32.6515,83.23586,73.12321,91.71856,60.32733,111.6268,39.88555,154.27341,85.52034,71.23207,87.64959,55.06,91.40376,52.67965,108.73673,102.72798
4,VIC1,2021/06/14 14:30:00,95.20296,79.96813,102.57828,64.99366,130.48177,43.66685,174.32,97.02628,78.46244,102.57828,68.42897,124.13367,43.03786,174.32,94.686,80.66048,97.02628,79.05231,99.40204,75.83272,114.89,54.04743,170.70476,35.88221,93.09217,81.78329,102.57828,67.4738,124.84145,43.82973,173.39938,94.686,80.66048,96.30459,80.05926,99.40204,80.05926,114.89,114.89
0,NSW1,2021/06/14 15:00:00,124.95325,108.78076,142.08337,97.13293,182.81182,79.59244,276.98056,122.59325,113.04834,135.69991,98.57869,150.2465,80.19613,182.50878,122.59325,122.59325,122.59325,118.27094,126.92535,104.35391,149.82535,82.03005,200.85014,57.37,124.95325,108.65139,142.4643,100.83658,173.64594,87.74611,206.7926,122.59325,122.0167,122.59325,118.27094,122.59325,118.27094,139.74312,127.53065
1,QLD1,2021/06/14 15:00:00,125.7823,110.3251,143.02609,100.0,181.29515,85.73,260.74412,123.40665,114.65326,136.60028,100.73006,149.0,85.73,180.99463,123.40665,123.40665,123.40665,119.95,127.76749,105.8354,150.98108,85.73,199.84,60.41069,128.64148,107.74998,149.0,100.0,189.89,85.73,299.0,123.40665,122.82627,123.40665,119.95,123.40665,119.95,140.67031,128.37681
2,SA1,2021/06/14 15:00:00,107.90765,98.13442,117.99993,88.11803,118.00007,75.65387,118.0,107.90765,98.70712,117.44,87.44,118.00007,68.62915,118.99,109.73352,106.09698,110.95931,100.24053,117.44,87.44,118.0,74.53997,140.45704,50.7816,107.90765,97.8983,117.99993,91.47794,118.00007,82.94522,118.99,107.90765,107.40016,107.90765,103.26718,107.90765,103.26718,118.0,118.00007
3,TAS1,2021/06/14 15:00:00,103.24665,93.36952,115.17543,83.37087,140.8569,69.61876,125.75626,103.24665,94.30477,114.28594,81.81275,128.96427,63.15355,156.26416,103.24665,103.24665,103.24665,98.66188,106.89543,87.05117,120.29063,69.74153,156.26416,49.3072,103.24665,93.14484,115.48424,86.55013,133.7941,76.75165,156.26416,104.29987,101.98864,105.37479,96.94867,106.19563,55.06,124.94615,107.40526
4,VIC1,2021/06/14 15:00:00,114.89,103.9,128.16281,92.77479,157.13351,77.4732,139.9358,114.89,104.94062,127.1731,91.04111,143.50526,70.27955,174.32,114.89,114.89,114.89,109.78866,118.94989,96.86975,133.85434,77.6098,174.32,53.76511,114.89,103.65,128.50642,96.31225,149.25509,85.40977,174.32,114.89,114.34967,114.89,109.78866,114.89,109.78866,130.96225,119.51716
0,NSW1,2021/06/14 15:30:00,66.19926,61.16247,68.0,57.0327,99.23452,35.47019,184.96882,64.9567,62.32806,68.0,58.20289,99.07853,35.5501,153.25533,64.9567,64.9567,64.9567,62.48821,68.0,59.83015,96.15056,35.5501,141.31563,32.3799,66.19926,61.16247,68.0,56.30347,96.42355,35.47019,108.63629,64.9567,64.9567,64.9567,63.60925,64.9567,61.78883,82.43808,98.33953
1,QLD1,2021/06/14 15:30:00,69.36244,64.08497,71.1514,59.75788,100.0,37.72938,178.49967,68.0605,65.30626,71.1514,60.98398,99.99,37.81439,149.0,68.0605,68.0605,68.0605,65.47406,71.1514,62.689,99.99,36.96967,143.68738,33.17103,70.72999,63.12875,73.99025,56.82143,105.71599,34.22964,1000.01,68.0605,68.0605,68.0605,66.64867,68.0605,64.74127,85.72997,99.99
2,SA1,2021/06/14 15:30:00,61.54159,59.05115,62.61781,56.18,87.66682,35.4629,137.04833,61.54159,59.05115,65.03643,55.20833,95.44,32.02111,137.78551,62.83172,60.51188,63.56889,57.56885,69.37889,53.69173,88.37778,33.99009,118.00018,29.59805,61.54159,59.05115,62.61781,55.46167,87.44,35.4629,95.44,61.54159,61.54159,61.54159,60.26499,61.54159,58.54028,79.56736,109.81457
3,TAS1,2021/06/14 15:30:00,56.9435,55.06,57.895,52.23001,82.74951,32.87153,144.19924,56.9435,55.06,60.02468,51.3265,90.8162,29.68031,145.83097,56.9435,56.9435,56.9435,55.06,60.02468,52.76177,82.50097,32.02791,117.84402,28.35399,56.9435,55.06,57.895,51.56206,81.17609,32.87153,90.59034,57.38251,56.36849,57.97851,55.06,58.43369,53.34964,78.02601,90.13876
4,VIC1,2021/06/14 15:30:00,62.73,60.19147,63.82701,56.65814,91.3861,35.56994,159.24165,62.73,60.19147,66.29233,55.6782,100.29371,32.11776,161.04347,62.73,62.73,62.73,60.34613,66.29233,57.23488,91.11166,34.65734,130.13903,30.68299,62.73,60.19147,63.82701,55.93369,89.64866,35.56994,100.04429,62.73,62.73,62.73,61.42874,62.73,59.67073,81.12933,99.54564
0,NSW1,2021/06/14 16:00:00,99.44748,83.53698,101.69163,81.41794,153.34354,65.50286,201.68587,98.70613,83.99769,99.45743,82.12684,138.68,66.83004,174.80247,96.37742,90.38437,96.37742,83.99769,99.44748,82.12684,139.27705,68.26851,195.37,35.57,97.9793,85.26489,98.69457,84.52887,145.78557,66.32967,195.37,97.98725,90.50617,98.70613,83.99769,99.25023,83.37012,101.79641,115.29357
1,QLD1,2021/06/14 16:00:00,99.99,85.73004,100.73002,84.99,149.0,69.94,193.91423,99.99,85.73004,100.0,85.73,135.33547,70.82074,168.06674,97.631,91.56,97.631,85.73004,99.99,85.73,138.99403,70.73,196.43581,36.85251,100.0,85.73004,100.73002,84.99,155.66102,64.24989,1000.01,99.26177,91.68338,99.99,85.73004,99.99,85.73004,100.73002,112.51305
2,SA1,2021/06/14 16:00:00,88.99998,78.73733,89.00002,76.74004,121.50088,64.11766,154.34553,88.99998,77.68095,89.00005,74.51505,122.00722,60.37378,154.34553,88.99998,83.46568,88.99998,75.31929,94.24716,70.09988,118.00012,64.25008,159.75188,33.29243,88.6396,80.36596,88.99989,79.67223,118.00012,64.92699,151.45,88.99998,84.50002,88.99998,77.68095,89.00002,76.36912,91.98786,118.00012
3,TAS1,2021/06/14 16:00:00,86.24106,73.83217,87.35067,71.95907,126.76921,60.12148,160.71589,86.74625,72.84147,88.21572,69.87241,127.29755,56.3019,160.71589,84.37737,79.12992,84.37737,72.84147,87.89613,69.87241,119.63922,60.91028,160.71589,31.73151,84.96771,75.35954,85.58806,74.70894,121.685,60.88049,157.19742,86.46397,78.41784,88.36068,71.35157,90.31485,69.61252,97.55881,104.83628
4,VIC1,2021/06/14 16:00:00,92.81919,79.46529,94.01331,77.44954,136.43378,64.71046,174.32,93.36285,78.39914,94.94423,75.20397,137.00235,60.6,174.32,90.81357,85.1665,90.81357,78.39914,94.6003,75.20397,128.7608,65.55933,174.32,34.15843,91.44886,81.10898,92.11646,80.40884,130.96238,65.52727,170.50393,92.33047,85.28127,93.36285,78.39914,94.41267,77.07518,98.68566,112.83054
0,NSW1,2021/06/14 16:30:00,113.30779,99.02433,159.37767,83.02364,195.37,79.91404,299.99,110.49455,99.02433,121.73805,98.28487,195.37,83.02364,195.37,107.78967,103.58731,107.7897,99.35906,110.00003,98.28487,195.37,82.30696,196.45604,66.72136,113.94265,100.51749,160.95976,86.1907,195.37,80.68918,195.37,109.27507,103.56541,110.49455,99.76852,112.36229,99.02433,155.6062,195.37
1,QLD1,2021/06/14 16:30:00,114.39978,100.73002,160.91365,85.73004,197.25285,84.99,287.47755,111.55943,100.73002,122.91129,100.73002,197.25285,85.73004,197.25285,108.82848,104.58562,108.82851,100.73002,111.06014,100.73002,199.84,84.99,199.84,69.94,116.93394,100.73002,168.72445,85.73004,209.48026,78.48261,14701.0,110.3282,104.5635,111.55943,100.73002,113.44517,100.73002,157.10583,197.25285
2,SA1,2021/06/14 16:30:00,89.0,83.71041,118.0,71.25741,118.0,70.60865,118.0,89.0,82.09227,94.81,80.33294,145.06923,67.00821,152.3043,88.99998,85.30388,89.0,80.13685,91.084,75.69902,129.65821,69.45998,144.6622,58.3119,89.0,84.97266,118.0,73.97563,118.0,70.60865,128.16865,88.99998,86.7,89.0,82.70922,89.0,81.29188,118.00002,169.69731
3,TAS1,2021/06/14 16:30:00,85.98959,77.38467,118.59939,66.02468,119.27744,65.42348,118.08323,85.51176,76.03102,94.21408,74.24171,152.68535,62.08694,159.88771,83.41822,80.16565,83.41824,76.31,85.129,74.56964,133.33712,65.42348,147.26001,55.06,86.47145,78.55168,118.59939,68.54366,119.27744,65.42348,136.15072,85.45083,79.53235,87.08647,75.29207,89.50051,73.44123,127.69395,152.68535
4,VIC1,2021/06/14 16:30:00,93.51472,84.1578,128.97433,71.24868,129.71163,70.6,128.74474,92.99513,82.53102,102.45795,80.3231,166.0391,67.0,174.32,90.71863,87.18181,90.71865,82.81,92.57892,80.88731,145.0,70.6,160.55328,58.94494,94.03868,85.4268,128.97433,73.96657,129.71163,70.6,145.0,91.96878,87.16337,92.99513,83.15126,94.56707,81.72635,130.96228,166.0391
0,NSW1,2021/06/14 17:00:00,299.99,299.99,346.0655,299.99,449.59,195.37,14212.88825,299.99,299.99,299.99,299.99,299.99,299.99,343.43099,299.99,299.99,299.99,299.99,299.99,299.99,449.59,299.99,449.59,195.37,299.99,299.99,346.0655,299.99,449.59,195.45,449.59,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99
1,QLD1,2021/06/14 17:00:00,299.18966,299.18966,343.68962,299.18966,446.50338,202.94716,13498.72,299.24713,299.18966,299.24713,299.18966,299.24713,299.24713,343.63041,299.18966,299.18966,299.24713,299.18966,299.24713,299.18966,456.63275,295.0,467.02673,194.02871,304.68929,293.51933,359.48717,291.3415,1001.12,183.12802,15000.0,299.18966,299.18966,299.24713,299.18966,299.24713,299.18966,299.24713,299.24713
2,SA1,2021/06/14 17:00:00,100.84568,100.84568,100.84568,100.84568,88.99998,100.84568,88.99998,118.0,100.84568,118.0,88.99998,119.80995,61.0,243.70322,107.75,99.17208,118.0,97.51244,118.0,88.99998,102.5334,89.0,118.0,87.44,100.84568,100.84568,100.84568,100.84568,88.99998,100.84568,88.99998,103.94,100.84568,118.0,100.84568,118.0,100.84568,118.00005,135.09071
3,TAS1,2021/06/14 17:00:00,93.91094,93.91094,93.91094,93.91094,81.11339,93.91094,75.56732,111.11842,93.91094,114.939,81.06702,121.52229,52.26686,251.07444,99.23539,93.91094,107.54665,93.91094,107.54665,86.43096,93.91094,83.34113,108.07829,79.20999,93.91094,93.91094,93.91094,93.91094,81.11339,93.91094,81.11339,97.77514,93.20858,113.10714,11.34,115.56343,11.32,123.40117,117.81553
4,VIC1,2021/06/14 17:00:00,105.03,105.03,105.03,105.03,90.71863,105.03,84.51652,124.27294,105.03,128.54545,90.66678,135.90748,58.45987,282.9,110.98427,105.03,120.27866,105.03,120.27866,96.66521,105.03,93.20989,120.87319,88.59008,105.03,105.03,105.03,105.03,90.71863,105.03,90.71863,108.25271,105.03,124.27294,105.03,125.67305,105.03,130.38288,131.76225
0,NSW1,2021/06/14 17:30:00,14999.5,273.3402,14999.5,154.40054,14999.5,88.97998,15000.0,5649.42053,5672.2177,5802.32381,5738.56201,14478.0701,5772.73811,14999.5,5661.98774,5661.98786,5661.98722,5661.98786,5804.59481,5739.00242,14999.5,109.93899,14999.5,71.35178,12560.84015,5193.59075,12560.84015,5055.31951,13957.81817,4829.01785,13957.81817,5656.68835,5667.16283,5651.25946,5670.54583,5648.51393,5670.54583,6041.26166,14290.01714
1,QLD1,2021/06/14 17:30:00,13498.72,298.22989,13498.72,292.0,13498.72,272.36,13498.72,6071.24563,6095.745,6235.56574,6167.04304,13498.72,6203.77096,13498.72,6084.7512,6084.75133,6084.75064,6084.75133,6238.0063,6167.51633,13498.72,119.94976,13498.72,77.84889,13498.72,292.0,13498.72,118.00002,15000.0,44.19,15000.0,6079.05612,6090.31269,6073.22186,6093.94829,6070.27134,6093.94829,6492.34435,13498.72
2,SA1,2021/06/14 17:30:00,118.00005,118.0,118.00005,118.0,118.00005,78.37476,118.00005,118.00024,118.0,141.93628,95.04937,4961.17764,87.44,10686.37941,118.00005,118.0,118.00024,118.0,152.65459,88.99998,145.44162,87.44,426.79736,61.57633,118.00005,118.00005,118.00005,118.0,118.00005,118.0,118.00005,118.00005,118.0,118.00024,118.0,118.00024,118.0,179.63294,3739.36806
3,TAS1,2021/06/14 17:30:00,104.06085,108.11213,104.06085,108.11213,104.06085,66.93198,103.50269,108.09539,100.77665,130.08,79.47765,131.03769,68.50584,130.94192,104.06085,104.06081,104.06102,104.06081,130.08,79.33626,130.08,77.74823,130.08,54.24761,103.50269,103.79748,103.50269,103.79744,103.50269,104.35861,103.50269,106.57337,101.37062,109.44896,55.08,111.49839,55.06,171.55983,131.03769
4,VIC1,2021/06/14 17:30:00,115.21133,120.0,115.21133,120.0,115.21133,74.10769,114.59343,119.67779,111.57555,144.7467,87.99641,5599.88826,75.85003,12492.45312,115.21133,115.21129,115.21152,115.21129,145.11208,87.83989,145.11208,86.30024,437.65098,58.84639,114.59343,115.21133,114.59343,115.21129,114.59343,115.83411,114.59343,117.09477,113.37208,119.02423,112.16974,120.0,112.16974,183.18976,3498.55419
0,NSW1,2021/06/14 18:00:00,14999.5,13574.24583,14999.5,13271.46287,14999.5,152.31998,15000.0,14776.23261,14776.23261,14776.23261,14776.23261,14999.5,14776.23261,14999.51,14776.23261,14776.23261,14776.23261,14776.23261,14776.23261,14776.23261,14999.5,12807.2463,14999.5,919.26725,14776.23261,13880.92507,14776.23261,13880.92507,14776.28187,13395.3904,14999.5,14776.23261,14776.23261,14776.23261,14776.23261,14776.23261,14776.23261,14776.23261,14999.5
1,QLD1,2021/06/14 18:00:00,15000.0,13988.0,15000.0,13988.0,15000.0,13498.72,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,13498.72,15000.0,1001.12,15000.0,13988.0,15000.0,13988.0,15000.0,13498.72,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0
2,SA1,2021/06/14 18:00:00,118.00002,118.00002,118.00002,118.00002,118.00002,114.93248,119.0,278.81,118.0,1458.73545,88.99998,10193.80679,61.0,11132.96215,278.81,118.0,278.81,118.0,1569.25502,88.99998,486.03108,118.0,5898.48948,86.46929,118.00002,118.00002,118.00002,118.00002,118.00002,118.00002,118.00002,237.11267,118.00002,278.81,118.00002,383.78049,118.00002,767.0164,11827.1207
3,TAS1,2021/06/14 18:00:00,108.27014,93.07014,108.27014,93.07014,108.27014,56.28,109.99001,253.88011,104.36864,450.4,76.20572,450.4,49.53358,450.4,253.88011,108.27011,253.88011,108.27011,450.4,79.27009,450.14,90.58814,450.4,56.28,108.27014,93.07014,108.27014,93.07014,108.27014,93.07014,104.29014,222.28,-0.66,268.2123,-0.66,376.24175,-0.68,757.28651,450.4
4,VIC1,2021/06/14 18:00:00,122.52038,121.8436,122.52038,121.8436,122.52038,120.0,124.24686,299.37069,117.89738,1611.44353,86.08666,11934.70922,55.95981,13034.25392,287.89159,122.52036,287.89159,122.52036,1611.44353,92.4094,518.94191,117.25814,6515.97433,85.0,122.52038,121.8436,122.52038,121.8436,122.52038,121.8436,121.94593,248.95,121.8436,297.68918,121.8436,414.41653,121.8436,832.95037,11816.83482
