,REGIONID,DATETIME,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
3,TAS1,2021/06/14 05:00:00,55.12,55.12,55.12,55.12,76.64637,52.90148,129.48525,55.12,55.12,55.12,55.12,74.11291,53.31842,129.5302,55.12,55.12,55.12,55.12,55.12,55.12,56.98282,55.12,129.48525,37.45664,55.12,55.12,55.12,55.12,55.12,52.11304,55.12,58.83764,55.12,62.78695,55.12,64.25257,55.12,69.65638,72.13491
4,VIC1,2021/06/14 05:00:00,70.6,64.89484,71.58208,62.11227,114.89,56.64342,244.60622,70.6,65.96443,73.82565,60.72154,112.86128,57.08977,237.83354,70.6,70.6,70.6,65.80851,74.38452,60.72154,94.10365,59.48291,197.47391,39.89872,70.6,64.61527,70.6,62.27749,81.94976,55.79937,84.30528,70.6,70.6,70.6,70.6,70.6,70.6,74.38452,113.58513
0,NSW1,2021/06/14 05:30:00,92.23193,78.53568,114.76571,75.37005,179.15403,62.22027,299.6,91.82388,80.8389,100.10458,78.32816,138.46912,68.28682,281.13491,90.84415,80.8389,91.82388,80.8389,94.26073,78.81114,136.38848,67.41165,285.26862,43.0901,83.00461,79.29429,83.00461,78.53568,83.00461,65.50354,82.5166,90.84415,80.8389,91.53589,80.8389,92.23193,80.8389,129.03855,139.50347
1,QLD1,2021/06/14 05:30:00,100.0,86.451,124.43165,85.73005,189.89,85.73005,299.05042,100.0,88.98636,108.53572,86.22256,149.0,85.73005,284.84817,100.0,88.98636,100.0,88.98636,102.19968,86.75422,149.0,80.12,297.84364,67.38,149.0,85.73005,189.89,84.50849,1000.01,67.38,2307.42008,100.0,88.98636,100.0,88.98636,100.0,88.98636,139.90659,149.0
2,SA1,2021/06/14 05:30:00,80.37755,70.44885,95.44,68.2608,140.31404,59.66456,232.34648,81.58073,70.44885,87.44,68.2608,119.51734,59.51006,248.0,81.24932,69.30153,84.27209,68.16387,87.44,64.62611,113.56834,59.48545,241.18013,38.123,72.3362,70.44885,72.3362,70.44885,72.3362,60.47026,71.91091,79.93639,70.44885,80.54507,70.44885,81.94326,70.44885,110.92559,140.62978
3,TAS1,2021/06/14 05:30:00,60.98261,55.12,76.74132,55.12,118.70649,55.12,130.05752,62.05277,55.12,68.59635,55.12,99.71332,55.12,130.05752,60.59023,55.12,62.05277,55.12,63.97842,55.12,92.17611,55.12,130.05752,37.0686,55.12,55.12,55.12,55.12,55.12,55.12,55.12,70.66849,55.12,72.56125,55.12,74.92912,55.12,107.87629,100.30792
4,VIC1,2021/06/14 05:30:00,80.55,70.6,98.30559,68.40726,146.13722,59.79257,241.9891,81.75577,70.6,89.12853,68.40726,124.47744,59.63774,270.16564,80.1079,70.6,81.75577,70.6,83.92543,68.82906,115.69621,60.6,244.35435,39.48549,72.4914,70.6,72.4914,70.6,72.4914,60.6,72.0652,80.1079,70.6,80.71789,70.6,82.11907,70.6,114.89,125.40726
0,NSW1,2021/06/14 06:00:00,81.82005,56.09,84.24449,43.0901,144.00501,41.09008,299.6,80.25215,57.19,80.25215,43.0903,129.34435,43.0901,262.23791,80.25215,68.88499,80.25215,60.57,80.25215,43.0903,110.0,43.0901,243.60876,41.09008,68.88499,68.88499,68.88499,68.88499,68.88499,43.0901,76.31689,69.29452,68.88499,69.58541,68.88499,71.05592,68.88499,80.25215,129.34435
1,QLD1,2021/06/14 06:00:00,149.0,149.0,149.0,149.0,157.84509,149.0,309.15835,149.0,149.0,149.0,149.0,149.0,149.0,274.703,149.0,149.0,149.0,149.0,149.0,149.0,199.84,85.73005,265.3,69.94,199.84,85.73005,235.74003,76.08071,1001.12,45.8237,14700.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0
2,SA1,2021/06/14 06:00:00,68.16761,48.10537,68.16761,36.95606,107.27524,35.24075,111.17999,68.16761,48.11106,68.16761,35.83932,107.27524,34.76934,223.90017,69.3053,57.86566,70.45265,49.55293,72.77683,33.74586,89.38361,35.84902,186.13845,33.81298,58.51214,58.51214,58.51214,58.51214,58.51214,36.95606,64.20154,58.86,58.51214,59.10709,58.51214,60.35616,58.51214,68.16761,122.32588
3,TAS1,2021/06/14 06:00:00,43.34933,35.48715,43.34933,27.71951,52.78297,27.36,52.59303,43.34933,34.9652,43.34933,27.36,52.78297,27.36,52.92906,43.34933,34.45179,43.34933,34.45926,43.34933,27.36,51.84618,27.36,52.92906,27.36,34.45179,34.45179,34.44032,33.73312,36.12398,27.71951,32.10217,50.69039,27.36,53.89096,27.36,55.06,27.36,64.31,52.78297
4,VIC1,2021/06/14 06:00:00,70.6,49.82189,70.6,38.27474,114.89,36.49823,119.74555,70.6,49.82779,70.6,37.11815,114.89,36.01,246.69391,70.6,60.6,70.6,52.77267,70.6,37.18129,93.08801,37.543,198.23292,36.01,60.6,60.6,60.6,60.6,60.6,38.27474,66.49242,60.96028,60.6,61.21618,60.6,62.50983,60.6,70.6,114.89
0,NSW1,2021/06/14 06:30:00,114.84208,110.0,141.27154,84.56203,275.66356,68.26333,299.6,113.08459,110.0,126.2664,92.16344,142.60391,81.15423,299.6,112.23446,111.38963,112.97313,110.62005,117.84634,93.33306,142.67193,79.64893,299.6,43.09,114.84208,107.89085,136.28707,85.86113,142.67193,80.2984,142.67193,112.23446,112.23446,112.23446,112.23446,112.23446,112.23446,115.22971,136.4598
1,QLD1,2021/06/14 06:30:00,120.89959,119.35318,148.72311,92.45002,283.73185,85.73002,303.78023,119.95,119.35318,132.92651,100.0,149.0,89.40002,306.06466,119.95,119.95,119.95,119.95,124.06231,101.26907,151.3336,85.77,317.78883,55.73,123.66777,114.44095,149.0,90.39,2307.42008,81.41878,15000.0,119.95,119.95,119.95,119.95,119.95,119.95,121.30767,143.65758
2,SA1,2021/06/14 06:30:00,87.44,86.50985,102.49458,67.53408,118.0,57.22315,118.0,87.52725,84.83116,95.44,70.7759,109.70936,61.70978,230.01677,87.44,85.29392,88.99998,82.45791,95.44,67.99007,104.27518,64.13476,212.68411,33.78325,87.44,84.85111,98.87827,68.57158,102.49458,66.66592,102.49458,87.44,87.44,87.44,87.44,87.44,87.44,88.95907,118.0
3,TAS1,2021/06/14 06:30:00,54.6997,54.4592,54.81109,45.20335,54.75165,36.32576,54.6997,54.6997,54.39381,54.75165,48.26564,54.81109,40.56391,54.81109,54.6997,54.39381,54.6997,54.39381,54.74175,49.78339,54.81109,43.53907,54.81109,27.36,54.6997,54.39381,54.81109,47.04571,54.39381,45.24558,54.39381,54.8601,27.36,59.37419,27.36,61.51911,27.36,88.69851,54.81109
4,VIC1,2021/06/14 06:30:00,95.24922,92.13032,114.89,71.5194,134.58957,60.6,135.37637,95.64271,90.34256,106.79139,74.95252,122.97732,65.35139,279.01331,94.00179,92.38579,94.62046,90.85181,99.67001,76.65407,114.89,68.68684,241.2601,36.80042,95.24922,90.36381,110.83635,72.61812,114.89,70.6,114.89,94.00179,93.64621,94.00179,93.64621,94.00179,93.64621,97.45697,115.41258
0,NSW1,2021/06/14 07:00:00,299.6,90.49747,299.6,88.7162,299.6,71.093,299.99,134.48545,134.48545,135.51073,134.48545,299.6,166.08769,299.6,134.48545,134.48545,134.48545,134.48545,134.48545,134.48545,299.6,83.36329,299.6,43.17471,299.6,94.22793,299.6,89.60112,299.6,80.93778,299.6,134.48545,134.48545,134.48545,134.48545,134.48545,134.48545,134.48545,210.86335
1,QLD1,2021/06/14 07:00:00,326.93441,149.0,326.93441,149.0,326.93441,149.0,327.36,149.0,149.0,149.0,149.0,326.93441,182.62071,326.93441,149.0,149.0,149.0,149.0,149.0,149.0,2307.42008,92.3604,2307.42008,67.38,2307.42008,102.82495,2307.42008,97.03828,14701.0,84.41112,15000.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,231.85351
2,SA1,2021/06/14 07:00:00,64.54166,62.60842,64.54166,62.60842,64.54166,55.17998,64.54166,87.44,61.99998,89.0,56.92366,89.00004,27.45736,89.00004,66.5015,63.42613,87.19415,61.99998,89.0,55.17998,89.0,59.76012,92.60012,31.93384,64.54166,64.54166,64.54166,62.60842,64.54166,60.79842,64.54166,64.54166,64.54166,64.54166,64.54166,64.54166,64.54166,87.44,151.19002
3,TAS1,2021/06/14 07:00:00,37.91794,49.90021,37.92721,49.90021,37.92721,40.98038,44.38174,55.05981,48.30414,55.06,42.88031,55.06,27.36,55.06,52.76049,51.84473,55.05981,50.7572,55.05981,46.68907,53.50549,46.68907,54.49463,27.36,37.91794,51.84473,37.92721,49.90021,37.92721,47.84809,44.38174,55.06,27.36,55.424,27.36,55.58909,27.36,91.08562,55.06
4,VIC1,2021/06/14 07:00:00,72.78,70.6,72.78,70.6,72.78,60.6,72.78,99.18834,68.81065,104.66611,62.73,240.79184,29.91512,265.46321,73.80666,72.78,95.54127,71.56077,97.51999,67.0,101.53181,67.0,120.41223,36.01,72.78,72.78,72.78,70.6,72.78,67.0,72.78,72.78,72.78,72.78,72.78,72.78,72.78,100.33536,162.86715
0,NSW1,2021/06/14 07:30:00,299.6,94.70595,299.6,90.05296,299.6,74.6797,299.99,215.89,215.89,229.34284,215.89,299.6,169.89,299.99,215.89,215.89,215.89,215.89,215.89,215.89,299.6,90.05296,299.6,68.56603,215.89,215.89,215.89,133.51281,215.89,89.16229,196.54395,215.89,215.89,215.89,192.95077,215.89,192.95077,215.89,299.6
1,QLD1,2021/06/14 07:30:00,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,13498.72,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,13498.72,2307.42008,14199.0,149.0,13498.72,2307.42008,14199.0,157.77281,15000.0,94.67424,15000.0,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008,2307.42008
2,SA1,2021/06/14 07:30:00,73.91393,64.82141,73.91393,62.8798,73.91393,56.84184,73.91393,87.44,64.82141,89.00005,61.99998,95.44,26.56915,95.44,75.20839,73.06043,87.44,62.59491,89.0,59.99936,89.0,62.0,114.21265,50.01198,73.91393,73.91393,73.91393,73.91393,73.91393,62.8798,73.91393,73.91393,73.91393,73.91393,73.91393,73.91393,73.91393,89.0,218.73782
3,TAS1,2021/06/14 07:30:00,54.58203,55.06,54.58203,55.06,54.58203,55.06,53.85536,53.09763,52.7616,53.09763,52.7616,53.33054,26.25737,55.06,52.77173,52.77173,53.09763,52.7616,53.09763,52.7616,54.6045,54.77722,53.32042,50.62165,52.77173,52.7616,52.77173,54.34912,52.77173,55.06,52.95154,55.06,27.36,55.06,-0.72,74.81943,-0.72,93.56297,53.33054
4,VIC1,2021/06/14 07:30:00,83.47,72.78,83.47,70.6,83.47,62.73,83.47,99.89835,72.78,117.65193,68.81065,239.59055,28.85745,261.97379,83.47,83.47,96.49777,72.78,98.21937,72.78,102.27556,70.6,152.09004,56.47785,83.47,83.47,83.47,83.47,83.47,70.6,83.47,83.47,83.47,83.47,83.47,83.47,83.47,102.27556,232.55143
0,NSW1,2021/06/14 08:00:00,215.84,125.18734,299.6,106.48063,299.6,85.71992,299.99,139.2899,138.24125,171.89766,138.24125,299.6,138.24125,299.99,138.24125,138.24125,138.24125,138.24125,142.5242,138.24125,299.6,89.17189,299.99,73.57829,232.1945,125.28226,299.6,106.48063,299.6,85.71992,299.6,138.24125,138.24125,138.24125,138.24125,138.24125,138.24125,151.91333,299.6
1,QLD1,2021/06/14 08:00:00,229.15054,135.95507,318.0759,116.51892,318.0759,94.51551,318.48995,149.0,149.0,182.49834,149.0,318.0759,149.0,318.48995,149.0,149.0,149.0,149.0,152.45977,149.0,324.61,96.11178,507.42003,79.06288,252.16622,133.00823,444.70002,111.35677,13988.0,85.70206,15000.0,149.0,149.0,149.0,149.0,149.0,149.0,161.28161,318.0759
2,SA1,2021/06/14 08:00:00,89.00005,86.67302,89.00005,75.21423,89.00005,63.61717,89.00005,89.00005,86.31,95.44,75.21423,153.82072,57.82991,170.00005,89.00005,89.0,91.52791,87.44,97.55461,65.7149,163.04365,62.88923,187.60018,54.29339,89.00005,86.73873,89.00005,75.21423,89.00005,63.61717,89.00005,89.0,89.0,89.0,89.0,89.00005,89.0,89.76861,229.70297
3,TAS1,2021/06/14 08:00:00,25.9649,25.9649,26.1062,25.91995,26.1062,25.91995,26.1062,26.1062,25.91995,26.1062,25.91995,26.1062,25.91995,26.67138,26.1062,25.9649,26.1062,25.9649,26.1062,25.91995,26.1062,25.91995,26.1062,25.91995,25.9649,25.9649,26.1062,25.91995,26.1062,25.91995,26.1062,27.34,11.15613,55.14,7.78035,92.04978,-0.7,106.78766,25.9649
4,VIC1,2021/06/14 08:00:00,103.21279,96.19401,103.4658,83.47,103.4658,70.6,103.4658,107.03042,95.78368,133.41361,83.47,244.34074,62.73,269.62878,102.26008,102.26003,105.16457,100.4676,109.51566,83.47,227.91537,70.6,232.82894,60.6,103.21279,96.26694,103.4658,83.47,103.4658,70.6,103.4658,102.26003,102.26003,102.26003,102.26003,103.4658,102.26003,116.73027,239.56483
0,NSW1,2021/06/14 08:30:00,188.84,136.28759,299.42,129.10682,299.6,87.88605,299.99,188.40275,167.72889,225.62131,167.72889,299.6,167.72889,299.99,186.98641,184.18012,188.40275,184.18012,189.828,184.18012,299.6,104.84753,299.99,82.28342,185.5789,139.41641,299.42,129.10682,299.6,98.6243,299.6,185.5789,185.5789,185.5789,185.5789,186.98641,185.5789,189.828,299.6
1,QLD1,2021/06/14 08:30:00,199.84,149.0,310.5053,149.0,310.69197,125.36001,311.09641,199.84,181.99001,235.74003,181.99001,310.69197,181.99001,311.09641,199.84,199.84,199.84,199.84,199.84,199.84,317.78763,113.76217,325.49659,89.27955,199.84,149.0,324.87812,136.94442,13498.72,100.0,15000.0,199.84,199.84,199.84,199.84,199.84,199.84,199.84,310.69197
2,SA1,2021/06/14 08:30:00,117.44,89.00005,182.14557,89.00005,182.25507,66.64919,182.49231,117.44,89.00005,142.81818,89.0,201.13531,61.99998,216.5787,125.40078,98.32432,127.84122,93.46273,136.04103,89.00005,204.95783,75.13943,213.03025,61.99998,115.53916,90.8388,182.14557,89.00005,183.33338,74.06216,190.84497,115.53916,115.53916,115.53916,115.53916,116.41546,115.53916,118.97779,245.79812
3,TAS1,2021/06/14 08:30:00,25.49377,25.42309,25.49377,25.42309,25.49377,25.2003,25.49377,25.49377,25.42309,25.49377,25.42309,25.49377,25.2003,25.49377,25.49377,25.48364,25.49377,25.42309,25.49377,25.42309,25.49377,25.2003,25.49377,25.16659,25.49377,25.42309,25.49377,25.42309,25.49377,25.2003,25.49377,26.81519,11.06874,27.34,7.66338,128.2238,-0.7,137.54739,25.43321
4,VIC1,2021/06/14 08:30:00,145.91446,105.30782,231.35833,101.76803,231.49742,72.78,231.79876,148.50786,103.57137,181.40533,100.01224,255.47879,67.3398,281.6273,145.93173,140.89601,147.03709,140.89601,151.12366,140.89601,238.51407,83.47,243.59166,68.81065,143.39464,107.72543,231.35833,101.76803,231.49742,80.87486,231.49742,143.39464,143.39464,143.39464,143.39464,144.48221,143.39464,151.12366,250.54465
0,NSW1,2021/06/14 09:00:00,196.07899,140.80419,299.6,124.13867,299.6,98.59899,299.99,194.61435,141.86894,197.55299,139.7461,299.6,139.7461,299.99,193.15899,185.55669,194.61435,144.48373,197.55299,144.48364,299.6,102.53898,299.99,83.39629,191.71283,142.94041,299.6,124.13867,299.6,101.85372,299.6,191.71283,191.71283,191.71283,191.71283,193.15899,191.71283,197.55299,299.6
1,QLD1,2021/06/14 09:00:00,199.84,149.0,300.80955,132.35905,300.80955,105.92516,301.20112,199.84,149.0,199.84,149.0,300.80955,149.0,301.20112,199.84,194.15614,199.84,151.74623,199.84,151.74613,307.46527,107.69312,312.70731,87.58822,199.84,149.0,312.30077,127.47195,1000.01,100.0,14199.00001,199.84,199.84,199.84,199.84,199.84,199.84,199.84,300.80955
2,SA1,2021/06/14 09:00:00,133.08296,96.12987,204.15297,89.00006,204.15297,78.59096,204.41872,134.73107,95.44,139.48588,89.00006,223.11533,79.47517,242.61447,134.75458,116.97977,138.72214,89.00006,147.19689,89.0,213.18065,77.71167,222.40239,64.62169,130.11955,97.58831,204.15297,89.00006,204.15297,79.61431,204.15297,130.11955,130.11955,130.11955,130.11955,132.40768,130.11955,139.48588,258.75131
3,TAS1,2021/06/14 09:00:00,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.32,11.34,11.32,134.11666,10.87574,137.84643,3.14087,148.95738,11.32
4,VIC1,2021/06/14 09:00:00,154.94881,111.26864,236.75491,100.06122,236.75491,83.47,237.0631,156.86771,110.47012,162.40375,101.22739,261.12534,83.47,287.71567,154.16258,145.18257,156.86771,113.04642,160.81443,113.04635,243.88395,83.47,251.49377,70.6,151.49851,112.95675,236.75491,100.06122,236.75491,84.55688,236.75491,151.49851,151.49851,151.49851,151.49851,154.16258,151.49851,162.40375,258.60856
0,NSW1,2021/06/14 09:30:00,224.91979,157.1,299.6,136.81758,299.6,91.84719,299.99,224.91025,164.45841,299.6,158.37,299.6,158.37,299.99,189.23702,187.10317,189.23702,187.10317,226.61794,187.10317,299.6,103.80174,299.99,84.41237,221.55538,153.32,299.6,136.9422,299.6,99.80156,299.6,187.81547,187.81547,187.81547,187.81547,189.23702,187.81547,299.6,299.6
1,QLD1,2021/06/14 09:30:00,235.74004,169.70297,309.32725,149.0,309.32725,100.73003,309.72991,235.73004,177.65169,311.65987,171.07485,311.65987,171.07485,312.06557,199.84,199.84,199.84,199.84,235.74004,199.84,316.38663,111.28448,324.05597,90.4974,235.74004,161.91054,323.63469,143.5301,2307.42008,100.0,15000.0,199.84,199.84,199.84,199.84,199.84,199.84,311.65987,311.65987
2,SA1,2021/06/14 09:30:00,117.44,95.24355,163.19247,89.00006,163.19247,70.731,163.4049,118.78927,95.44,166.65988,89.00006,175.57519,76.10638,188.623,117.44,95.44,125.79914,89.00006,160.64589,89.0,183.0154,75.55294,202.82736,63.17414,117.44,92.95188,163.19247,89.00006,163.19247,76.85565,175.61083,104.87155,104.87155,105.92051,104.87155,107.78656,104.87155,166.65988,243.67726
3,TAS1,2021/06/14 09:30:00,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,55.14,11.32,131.40285,11.32,135.06488,8.94161,224.32212,11.34
4,VIC1,2021/06/14 09:30:00,175.55924,123.84959,233.85025,107.85997,233.85025,76.81826,234.15466,179.07603,127.09163,243.3062,101.79325,258.00534,81.26725,284.35107,149.18477,146.0418,149.18477,146.0418,182.23008,146.0418,240.91709,83.47,246.0322,70.6,172.93318,120.86963,233.85025,107.95822,233.85025,83.47,233.85025,146.59778,146.59778,148.0641,146.59778,150.67262,146.59778,243.3062,253.03494
0,NSW1,2021/06/14 10:00:00,183.15563,127.55655,187.74183,116.8458,299.6,84.70724,299.6,179.34063,131.64629,184.53607,124.89495,294.91619,93.5911,299.6,141.56985,141.56985,142.63943,141.56985,169.76469,141.56985,286.2414,88.94778,299.6,73.72335,179.06624,127.55655,188.44909,101.0156,299.6,85.74276,299.6,141.56985,141.56985,142.63943,141.56985,158.9703,141.56985,185.28257,236.0586
1,QLD1,2021/06/14 10:00:00,189.89,135.26678,191.74526,123.90861,292.57396,91.88677,292.57396,187.33777,139.60373,189.89,132.44429,288.0,100.0,292.57396,149.0,149.0,149.0,149.0,177.33482,149.0,288.0,94.32428,305.98871,78.77175,189.89,132.24662,199.84,102.39965,324.99318,84.99,2307.42008,149.0,149.0,149.0,149.0,166.0591,149.0,189.89,235.74004
2,SA1,2021/06/14 10:00:00,95.44,89.0,95.44,87.44,106.28978,66.29008,102.43338,95.44,89.0,95.44,87.44,106.28978,66.29008,102.43338,89.00005,89.0,95.44,89.0,117.44,87.44,117.44,65.16017,162.61421,55.83954,94.40005,89.0,95.44,76.02683,106.28978,66.29008,102.43338,89.00005,89.00005,89.00005,89.00005,89.00005,89.00005,95.44,187.42716
3,TAS1,2021/06/14 10:00:00,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,55.26,11.32,102.06303,11.32,114.61082,11.32,140.13462,11.34
4,VIC1,2021/06/14 10:00:00,144.05192,102.33277,147.65897,96.55062,235.63543,72.78,235.63543,143.87677,103.53982,150.99348,98.22989,253.39038,72.78,286.0463,112.45592,112.45592,113.30554,112.45592,136.19443,112.45592,229.63836,72.78,245.14257,62.73,140.83561,102.33277,148.21522,83.47,235.63543,72.78,235.63543,112.45592,112.45592,114.43308,112.45592,127.53459,112.45592,151.60429,198.91071
0,NSW1,2021/06/14 10:30:00,97.67427,81.87025,100.96703,72.09964,149.95611,66.03489,299.6,97.67427,81.87025,99.12744,75.2131,133.70024,66.53526,279.18229,95.53479,83.37199,96.94418,81.93288,97.67427,75.2131,136.81886,68.0,242.61878,57.37,96.25834,83.73611,100.96703,71.73634,143.2315,69.74212,151.46252,96.25834,93.86315,96.94418,93.86315,97.67427,93.86315,99.87229,116.17143
1,QLD1,2021/06/14 10:30:00,100.0,85.72999,101.83417,76.06938,149.0,70.72987,278.4221,100.0,85.72999,100.73003,79.35426,132.84777,70.72987,259.44766,98.54618,86.0,100.0,85.72999,100.0,79.35426,139.03082,70.72987,235.74004,59.62458,100.04119,85.72996,105.72707,72.35243,155.7535,68.27137,1000.01,99.29254,96.82185,100.0,96.82185,100.0,96.82185,100.73003,117.16915
2,SA1,2021/06/14 10:30:00,87.44,76.26014,88.99997,67.6596,118.0,64.06307,226.07115,88.23962,75.05975,89.0,67.6596,118.0,58.7232,248.00002,87.44,75.73419,88.99997,72.63201,91.48398,63.21971,117.44,62.94761,202.6804,51.82846,87.44,77.80174,88.99997,67.6596,117.44,67.6596,118.00002,87.44,85.91,87.44,85.91,88.23962,85.91,89.0,118.0
3,TAS1,2021/06/14 10:30:00,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,82.49778,11.32,83.89612,11.32,86.00705,11.16019,91.7769,11.34
4,VIC1,2021/06/14 10:30:00,93.44078,79.81712,96.59082,70.6,135.48287,66.84717,268.09701,95.22481,78.32175,97.55721,70.6,134.08102,61.27523,298.89,92.26319,80.51691,93.62432,78.38167,95.22481,70.6,129.65336,66.92285,229.9123,55.93128,92.96196,81.63619,96.59082,70.6,131.90816,70.6,136.84388,92.96196,90.6488,93.83053,90.6488,95.22481,90.6488,98.77661,115.41258
0,NSW1,2021/06/14 11:00:00,111.32267,88.82965,116.25735,85.53831,158.73118,66.90915,299.6,109.87302,88.82965,110.93329,87.84846,142.31634,71.44214,270.07512,106.23369,101.015,107.18201,89.58251,110.93329,88.50701,145.86646,68.80864,262.24133,57.37,111.31254,90.83217,115.1689,90.54697,146.06502,66.90915,293.15779,104.83754,104.83754,105.6188,104.83754,107.18201,104.83754,110.93329,128.58262
1,QLD1,2021/06/14 11:00:00,104.62144,86.0,109.25907,84.56,148.07448,67.2393,261.01172,103.25905,86.0,104.2555,85.72999,132.76168,70.72998,235.74004,100.58218,97.07252,100.73003,86.08622,104.2555,86.0,138.10653,67.6165,237.50188,55.13092,106.20938,86.0,112.33337,85.72998,149.0,61.04653,305.86004,100.0,100.0,100.0,100.0,100.73003,100.0,104.2555,119.95
2,SA1,2021/06/14 11:00:00,110.90002,90.80452,111.98037,87.44,137.9,71.88213,248.0,110.91009,89.11914,111.98037,87.44,137.9,71.20986,264.64942,108.59548,98.59906,111.09009,87.44,117.45,84.16911,137.18917,70.72269,248.0,60.04652,110.88994,92.85155,111.98037,92.56002,131.76412,71.88213,248.0,105.01468,105.01468,105.75604,105.01468,107.77918,105.01468,111.98037,143.76848
3,TAS1,2021/06/14 11:00:00,55.33,55.33,55.33,55.33,55.242,55.33,55.242,55.33,55.33,55.33,55.33,55.242,55.33,55.242,55.33,55.33,55.33,55.33,55.242,55.33,55.242,55.33,55.242,54.45417,55.33,55.33,55.33,55.33,55.242,55.33,55.242,56.33455,55.06,95.66551,55.06,98.57815,33.91267,105.9206,55.242
4,VIC1,2021/06/14 11:00:00,113.15673,91.14224,114.89,87.76521,149.61898,70.6,277.07385,113.79191,89.45059,114.89,86.81523,148.77416,69.93972,298.89,108.99937,101.72113,110.29634,90.20872,114.89,88.29268,142.79891,70.6,261.60627,60.6,113.14644,93.19689,114.89,92.90427,138.99323,70.6,273.71256,106.56476,106.56476,107.79826,106.56476,109.97238,106.56476,114.89,133.16884
0,NSW1,2021/06/14 11:30:00,83.01712,79.98463,90.7608,70.02439,116.5481,57.79001,192.6206,83.01712,79.98463,90.7608,70.5501,108.14181,64.40453,110.67607,82.40268,80.58327,83.01712,79.98463,89.17464,70.5501,109.84817,60.97663,161.28971,43.08993,81.59737,81.59737,88.10229,73.23011,116.5481,58.98247,178.36342,82.40268,81.1858,83.01712,79.98463,85.31385,79.98463,92.42523,108.14181
1,QLD1,2021/06/14 11:30:00,78.99975,78.99975,85.73001,70.72993,104.53092,59.69984,168.9795,78.99975,78.99975,85.73001,70.72993,99.49796,66.53296,100.0,78.99975,78.99975,78.99975,78.99975,84.23176,70.72993,100.73005,62.05391,149.0,43.19977,78.99975,78.99975,85.73001,70.72993,115.113,55.30147,189.89,78.99975,78.99975,78.99975,78.99975,80.58498,78.99975,86.0,99.49796
2,SA1,2021/06/14 11:30:00,84.31189,81.3404,88.62321,71.21132,112.11846,59.87967,166.38585,85.72667,79.82757,92.87136,69.09754,112.11846,60.15819,211.01145,85.51045,79.86525,87.08289,77.24475,95.44,64.80153,110.92916,59.86821,154.55193,41.22409,82.87,82.87,87.44,74.47138,112.11846,60.54654,157.04687,84.47519,81.79118,85.72667,79.82757,87.44,79.07985,95.44,129.45984
3,TAS1,2021/06/14 11:30:00,76.02613,73.24867,81.57251,64.12606,103.77059,54.61322,130.08,77.46237,71.88616,85.48313,62.22232,103.77059,54.86729,130.08,76.1734,73.10796,76.74146,71.88616,83.20858,62.22232,101.54725,55.08,130.08,39.35858,74.72578,74.72578,79.93035,67.06219,103.77059,55.08,130.08,76.95442,73.09825,78.90364,70.63167,81.89129,58.4585,93.31168,103.77059
4,VIC1,2021/06/14 11:30:00,84.17539,81.1006,90.31554,71.00138,114.89,59.70314,174.32,85.76539,79.59223,94.64481,68.89384,114.89,59.98084,223.55773,84.33843,80.94483,84.9673,79.59223,92.12675,68.89384,112.42865,60.67748,157.50321,42.4769,82.73584,82.73584,88.49758,74.25183,114.89,60.36805,164.53568,84.33843,81.55006,85.58788,79.59223,88.13816,78.84671,97.28301,114.89
