,REGIONID,DATETIME,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
3,TAS1,2021/03/12 01:00:00,31.92177,31.89475,31.92177,31.89475,35.09873,29.15752,41.40191,32.53091,31.29528,33.14942,30.70477,38.94326,28.01359,66.87047,31.92141,31.92141,31.92141,31.62029,31.92141,31.29528,35.76841,31.22461,38.9461,28.01359,31.92177,31.89475,31.92177,31.89475,35.09866,29.15752,35.12563,32.48085,31.29187,33.13958,30.65188,33.81495,30.12932,58.67456,31.92141
4,VIC1,2021/03/12 01:00:00,34.18385,34.15493,34.18385,34.15493,37.58491,31.22462,44.3327,34.83596,33.51317,35.4981,32.881,41.70062,30.0,73.10042,34.18346,34.18346,34.18346,33.86111,34.18346,33.51317,38.30182,33.43751,41.70367,30.0,34.18385,34.15493,34.18385,34.15493,37.58483,31.22462,37.6137,34.50866,33.86111,34.83596,33.51317,35.16576,33.1959,35.83301,34.18346
0,NSW1,2021/03/12 01:30:00,35.55,35.46974,35.5797,32.5,35.5801,30.73096,41.8,35.55,35.46974,35.5797,33.36656,35.5801,32.5,38.66263,35.55,35.55,35.55,35.47,35.55,32.53166,35.5801,32.22286,39.15005,26.29386,35.55,35.46974,35.5797,32.5,35.5801,31.02259,36.36056,35.55,35.47018,35.55,35.47,35.55,35.46974,35.5797,35.55
1,QLD1,2021/03/12 01:30:00,34.13982,34.06274,34.16834,31.2108,34.16872,29.51194,39.25774,34.13982,34.06274,34.16834,32.04299,34.16872,31.2108,37.12898,34.13982,34.13982,34.13982,34.06299,34.13982,31.24121,34.68098,30.26308,38.9,25.25085,34.65164,33.31248,35.46531,30.07441,37.65962,27.06081,55.96001,34.13982,34.06316,34.13982,34.06299,34.13982,34.06274,34.16834,34.13982
2,SA1,2021/03/12 01:30:00,43.56664,43.46828,43.60303,42.0,43.60352,42.0,51.22603,44.3998,42.64944,45.28351,42.0,48.35217,42.0,74.41676,60.44,42.0,62.0,38.43686,119.0,33.53684,60.44,38.02834,62.0,28.76514,43.56664,43.46828,43.60303,42.0,43.60352,42.0,44.55998,43.98164,43.05786,44.3998,42.64976,44.82114,42.24461,45.71171,1015.88
3,TAS1,2021/03/12 01:30:00,31.50069,31.42955,31.52701,29.07167,31.52736,28.01359,37.04049,32.10328,30.83731,32.74245,28.73279,34.96191,27.03278,60.58316,31.80084,31.50069,31.80084,31.13254,31.80084,28.01359,32.43548,28.01359,36.36984,23.29634,31.50069,31.42955,31.52701,29.07167,31.52736,28.01359,32.21914,32.05315,30.80935,32.70395,30.20354,33.3712,29.61213,58.77166,31.80084
4,VIC1,2021/03/12 01:30:00,33.73307,33.65691,33.76125,31.13271,33.76163,30.0,39.66363,34.37817,33.0229,35.06242,30.76993,37.43844,28.95,66.56868,34.0544,33.73307,34.0544,33.33895,34.0544,30.0,34.7338,30.0,38.94568,24.95,33.73307,33.65691,33.76125,31.13271,33.76163,30.0,34.5022,34.0544,33.33912,34.37817,33.02314,34.70441,32.70944,35.39397,34.0544
0,NSW1,2021/03/12 02:00:00,34.7998,32.5,35.47,31.66123,35.5798,27.16077,41.46324,33.96377,32.5,35.47,32.5,35.55112,27.36349,38.65018,32.5,32.5,32.5,32.5,32.5,32.5,35.55008,27.97969,39.15005,22.11009,34.61474,32.5,35.47,31.66123,35.5798,29.69769,35.5801,32.5,32.5,32.5,32.5,35.46974,32.5,35.47,32.5
1,QLD1,2021/03/12 02:00:00,33.1366,30.94672,33.77477,30.14804,33.87932,26.25,38.9,32.34052,30.94672,33.77477,30.94672,33.85202,26.25,36.80296,30.94672,30.94672,30.94672,30.94672,30.94672,30.94672,34.35799,26.25,38.69242,21.85165,33.45402,30.26573,35.05539,28.83732,37.33625,26.25,55.73003,30.94672,30.94672,30.94672,30.94672,33.77452,30.94672,33.77477,30.94672
2,SA1,2021/03/12 02:00:00,41.95909,39.39773,41.95909,39.39773,41.95909,35.41439,47.05324,41.95909,39.39773,42.0,39.37576,44.75513,32.81266,66.92584,51.46,35.52273,62.0,34.43989,87.71667,33.15966,52.21028,32.05277,62.0,24.05052,41.95909,39.39773,41.95909,39.39773,41.95909,38.08954,41.95909,39.77178,39.39773,40.15074,39.39773,42.0,39.39773,42.2067,1015.13
3,TAS1,2021/03/12 02:00:00,30.50025,28.48395,30.91018,28.01359,30.91018,24.95702,35.99781,30.338,28.01359,31.98528,27.94596,34.23918,22.86075,55.38,28.48395,28.21395,28.48395,28.01359,28.48395,27.94596,31.75542,24.99104,35.64002,19.5599,30.338,28.48395,30.91018,28.01359,30.91018,27.03278,30.91018,28.98413,27.92091,29.57325,27.43766,32.62527,27.22774,58.92965,28.48395
4,VIC1,2021/03/12 02:00:00,32.66206,30.50353,33.10091,30.0,33.10091,26.72782,38.5474,32.48837,30.0,34.25184,29.9276,36.66472,24.48368,59.919,30.50353,30.21449,30.50353,30.0,30.50353,29.9276,34.00577,26.76424,38.16438,20.95,32.48837,30.50353,33.10091,30.0,33.10091,28.95,33.10091,30.79476,30.21449,31.08819,30.0,33.92892,30.0,34.57698,30.50353
0,NSW1,2021/03/12 02:30:00,35.47,32.5,35.47,32.5,35.5801,30.06629,41.8,35.47,32.67378,35.47,32.5,35.5801,32.5,37.26339,35.47,32.67378,35.47,32.67378,35.47,32.5,35.5801,31.23062,35.5801,25.38112,35.47,32.5,35.47,32.5,35.5801,30.3524,35.5801,35.47,32.67378,35.47,32.67378,35.47,32.67378,35.47,35.47
1,QLD1,2021/03/12 02:30:00,33.51133,30.70533,33.51133,30.70533,33.61535,28.40602,38.91055,33.51133,30.86952,33.51133,30.70533,33.61535,30.70533,35.20568,33.51133,30.86952,33.51133,30.86952,33.51133,30.70533,34.37296,29.07179,35.14979,24.52,34.26659,30.25342,35.04102,29.58926,37.32113,26.3,55.74003,33.51133,30.86952,33.51133,30.86952,33.51133,30.86952,33.51133,33.51133
2,SA1,2021/03/12 02:30:00,42.0,39.63769,42.0,39.63769,42.0,38.08954,47.7438,42.0,39.47102,42.0858,38.88728,44.67336,37.7823,62.0,53.32,35.9279,62.0,34.45771,117.16556,32.91536,53.32,35.33808,62.0,27.11035,42.0,39.63769,42.0,39.63769,42.0,38.08954,42.0,42.0,39.47102,42.0,39.47102,42.0,39.47102,42.0,578.81
3,TAS1,2021/03/12 02:30:00,31.19474,28.58189,31.19474,28.58189,31.2916,27.46516,36.31733,31.49344,28.46166,32.09762,28.04059,33.9811,27.24354,52.37179,31.19474,28.46166,31.19474,28.46166,31.19474,28.04059,31.89311,27.46516,32.41734,22.31908,31.19474,28.58189,31.19474,28.58189,31.2916,27.46516,31.2916,31.77403,28.16137,32.16,27.94028,32.67532,27.65083,995.3,31.19474
4,VIC1,2021/03/12 02:30:00,32.87979,30.12668,32.87979,30.12668,32.98185,28.95,38.3794,33.19453,30.0,33.83115,29.55633,35.91119,28.71649,55.34082,32.87979,30.0,32.87979,30.0,32.87979,29.55633,33.61566,28.95,34.25909,23.52766,32.87979,30.12668,32.87979,30.12668,32.98185,28.95,32.98185,33.13318,30.0,33.19453,30.0,33.51164,30.0,33.51164,32.87979
0,NSW1,2021/03/12 03:00:00,34.6601,32.5,35.47,32.5,35.5801,27.85386,41.8,34.6601,32.5,35.47,32.5,35.55,32.5,39.15005,32.5,32.5,32.5,32.5,32.5,32.5,35.55,30.92989,35.5801,22.81377,34.6601,32.5,35.47,32.5,35.5801,30.34789,35.5801,32.5,32.5,34.6601,32.5,34.80981,32.5,34.8001,32.5
1,QLD1,2021/03/12 03:00:00,32.48475,30.46022,33.24382,30.46022,33.34701,26.3,38.9,32.48475,30.46022,33.24382,30.46022,33.3188,30.46022,36.6929,30.46022,30.46022,30.46022,30.46022,30.46022,30.46022,33.9202,28.35182,34.60893,22.35698,33.07109,29.79106,34.50183,29.35393,36.74189,26.25,49.61,30.46022,30.46022,32.48475,30.46022,32.62506,30.46022,32.61596,30.46022
2,SA1,2021/03/12 03:00:00,40.34622,38.02834,41.28899,38.02834,41.41715,34.78,46.40908,41.12312,37.83175,42.0,37.11403,43.80468,36.40684,62.0,51.31,34.63553,62.0,33.93122,89.20524,32.2704,52.1999,33.42328,62.0,23.94098,40.34622,38.02834,41.28899,38.02834,41.41715,36.69735,41.41715,38.19463,38.02834,41.12312,37.83175,41.69529,37.47156,41.68365,578.81
3,TAS1,2021/03/12 03:00:00,30.11676,28.38599,30.82072,28.38599,30.91642,25.62066,35.88145,30.69687,28.2392,32.01704,27.70328,33.86729,27.17522,51.4632,28.51016,28.38599,28.51016,28.2392,28.51016,27.70328,31.78613,27.39214,32.33618,19.81992,30.11676,28.38599,30.82072,28.38599,30.91642,27.39214,30.91642,28.81662,28.16137,31.37403,27.72324,32.16,27.17547,995.32,28.51016
4,VIC1,2021/03/12 03:00:00,31.82854,30.0,32.57228,30.0,32.67338,27.07844,38.01969,32.44143,29.84491,33.83618,29.27871,35.88609,28.72083,54.81458,30.13118,30.0,30.13118,29.84491,30.13118,29.27871,33.59223,28.95,34.26417,20.95,31.82854,30.0,32.57228,30.0,32.67338,28.95,32.67338,30.13118,30.0,32.44143,29.84491,32.8928,29.56076,32.88362,30.13118
0,NSW1,2021/03/12 03:30:00,33.05205,32.5,34.6601,31.59142,35.5801,26.97938,41.8,32.5,32.5,34.6601,32.5,35.5801,27.38376,41.8,32.5,32.5,32.5,32.5,32.5,32.5,35.55,28.00037,39.1501,22.80693,33.05205,32.5,34.6601,31.59142,35.5801,29.9258,35.5801,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
1,QLD1,2021/03/12 03:30:00,31.21654,30.69515,32.73529,29.83702,33.6042,26.25,38.9,30.69515,30.69515,32.73529,30.69515,33.6042,26.25,38.9,30.69515,30.69515,30.69515,30.69515,30.69515,30.69515,34.07813,26.25,38.3765,22.52359,31.6836,30.02029,33.97522,28.75254,37.02898,26.25,49.61,30.69515,30.69515,30.69515,30.69515,30.69515,30.69515,30.69515,30.69515
2,SA1,2021/03/12 03:30:00,34.46871,34.21895,35.80065,33.26231,36.75092,29.59432,42.54406,34.46871,33.56947,37.19633,33.26231,40.41513,24.14018,58.05331,37.31987,33.37528,41.99,32.54838,62.0,31.42087,40.91529,29.03099,48.57214,23.40364,34.46871,34.21895,35.80065,33.26231,36.75092,32.73178,36.75092,34.46871,33.893,34.46871,33.56947,34.54733,33.26231,34.54733,379.95
3,TAS1,2021/03/12 03:30:00,28.38599,28.18023,29.48326,27.39214,30.26611,24.30017,35.1251,28.38599,27.64518,30.63304,27.39214,33.19648,19.81992,48.18,28.38599,27.91171,28.38599,27.64518,28.38599,27.39214,31.12167,24.27731,34.84079,19.77259,28.38599,28.18023,29.48326,27.39214,30.26611,26.95508,30.26611,28.69112,27.618,29.01293,27.14007,29.39854,26.61379,995.3,28.38599
4,VIC1,2021/03/12 03:30:00,30.0,29.78261,31.15925,28.95,31.98633,25.68336,37.21848,30.0,29.21733,32.37399,28.95,35.17549,20.95,51.04757,30.0,29.49893,30.0,29.21733,30.0,28.95,32.89022,25.65921,36.91732,20.9,30.0,29.78261,31.15925,28.95,31.98633,28.48825,31.98633,30.0,29.49893,30.0,29.21733,30.06842,28.95,30.06842,30.0
0,NSW1,2021/03/12 04:00:00,34.8101,32.5,35.47,32.5,35.5801,27.37464,41.8,34.8001,32.5,35.47,32.5,35.5801,27.6313,41.8,32.83259,32.5,34.8101,32.5,35.47,32.5,35.5801,28.25298,39.96752,24.5801,34.8001,32.5,35.47,32.5,35.5801,30.19451,35.5801,32.83259,32.5,34.8001,32.5,35.47,32.5,35.47,35.47
1,QLD1,2021/03/12 04:00:00,33.13292,30.93413,33.76103,30.93413,33.86582,26.25,38.91059,33.1234,30.93413,33.76103,30.93413,33.86582,26.3,38.91059,31.25069,30.93413,33.13292,30.93413,33.76103,30.93413,34.37299,26.3,38.9,24.28285,33.61945,30.25345,35.04106,29.58928,37.32117,26.3,55.74007,31.25069,30.93413,33.1234,30.93413,33.76103,30.93413,33.76103,33.76103
2,SA1,2021/03/12 04:00:00,35.13379,33.43727,35.79983,33.43727,35.91095,29.25813,42.0,35.80371,32.80221,37.1964,32.59717,39.49369,26.83193,62.0,34.30454,32.60826,37.36688,31.79573,53.44,30.77669,37.5322,28.8947,43.71502,24.04745,35.1237,33.43727,35.79983,33.43727,35.91095,32.27202,35.91095,33.77945,33.11857,35.80371,32.80221,36.84335,32.59717,36.84335,350.0
3,TAS1,2021/03/12 04:00:00,29.60319,28.17326,30.16457,28.17326,30.25823,24.6508,35.45501,30.16784,27.63798,31.34169,27.46516,33.18952,22.60584,53.20049,28.46166,27.90463,30.17651,27.63798,31.34169,27.46516,31.14051,24.72562,35.8995,20.9005,29.59469,28.17326,30.16457,28.17326,30.25823,27.1911,30.25823,28.76843,27.61021,30.83531,27.13169,32.08022,26.68272,995.32,31.34169
4,VIC1,2021/03/12 04:00:00,31.20281,29.69611,31.79433,29.69611,31.89302,25.98456,37.46836,31.79777,29.1321,33.03464,28.95,35.07489,23.82981,56.21634,30.0,29.41306,31.80691,29.1321,33.03464,28.95,32.82266,26.06338,37.93797,22.03292,31.19385,29.69611,31.79433,29.69611,31.89302,28.66123,31.89302,30.0,29.41306,31.79777,29.1321,32.72109,28.95,32.72109,33.03464
0,NSW1,2021/03/12 04:30:00,35.55,35.46,35.58015,35.46,35.58015,32.5,57.60751,35.55,35.46028,35.58015,35.46,35.58015,33.28108,47.64298,35.55,35.47,35.55,35.46028,35.58015,35.46,35.58015,32.5,46.25187,28.65327,35.55,35.46,35.58015,35.46,35.58015,32.5,41.90063,35.55,35.47,35.55,35.47,35.55,35.46028,35.55,35.58015
1,QLD1,2021/03/12 04:30:00,33.61172,33.52663,33.64022,33.52663,33.64022,30.72801,51.33673,33.61172,33.52689,33.64022,33.52663,33.64022,31.46651,43.73009,33.61172,33.53608,33.61172,33.52689,33.64022,33.52663,34.39846,30.27573,43.73009,26.3,34.36931,33.03315,35.17595,32.30791,37.34915,28.12104,68.81003,33.61172,33.53608,33.61172,33.53608,33.61172,33.52689,33.61172,33.64022
2,SA1,2021/03/12 04:30:00,36.51179,36.41935,36.54275,36.41935,36.54275,33.6992,56.60008,37.21433,35.72925,37.8193,35.04872,39.79228,32.26594,62.0,37.43728,35.52458,38.38155,34.78,44.76451,32.90684,38.18852,32.86265,50.11553,28.74135,36.51179,36.41935,36.54275,36.41935,36.54275,33.6992,42.0,36.86174,36.08305,36.99926,35.73904,37.02218,35.72925,37.21433,119.0
3,TAS1,2021/03/12 04:30:00,31.24717,31.16804,31.27368,31.16804,31.27368,29.15189,48.3,31.8486,30.65942,32.28,30.15631,33.51658,27.9116,53.74748,31.54676,30.88014,31.8486,30.65942,32.28,30.15631,32.17999,28.87503,41.56513,25.66727,31.24717,31.16804,31.27368,31.16804,31.27368,29.15189,35.5607,31.88862,30.63383,32.28,30.10159,32.3,29.93542,59.12063,32.28
4,VIC1,2021/03/12 04:30:00,32.7595,32.67657,32.78729,32.67657,32.78729,30.23597,51.58169,33.38984,32.05739,33.93265,31.4468,35.70286,28.95,57.70007,33.07349,32.37483,33.38984,32.05739,34.02332,31.4468,33.73716,29.94891,44.27393,26.46842,32.7595,32.67657,32.78729,32.67657,32.78729,30.23597,37.87969,33.07349,32.37483,33.19688,32.06617,33.21745,32.05739,33.38984,34.05858
0,NSW1,2021/03/12 05:00:00,35.55,35.47,35.58005,32.55915,39.12,30.24676,54.38173,35.55,35.47,35.58005,35.27,38.97678,32.5,46.88369,35.55,35.55,35.55,35.47,35.58005,34.16032,39.12,31.72136,45.17514,27.31986,35.55,35.47,35.58005,32.87188,37.01012,30.53493,41.30985,35.55,35.55,35.55,35.47,35.58005,35.47,35.58005,35.58005
1,QLD1,2021/03/12 05:00:00,34.41284,34.33539,34.44192,31.51765,37.86864,29.27923,49.61,34.41284,34.33539,34.44192,34.14179,37.73,31.4604,43.73009,34.41284,34.41284,34.41284,34.33539,34.44192,33.06761,38.71019,30.25349,43.73009,26.25,35.19078,33.82866,36.01916,30.66078,38.9,27.04504,100.0,34.41284,34.41284,34.41284,34.33539,34.44192,34.33539,34.44192,34.44192
2,SA1,2021/03/12 05:00:00,35.4118,35.33211,35.44173,32.74409,38.96792,31.59805,50.72488,36.09462,34.66088,36.81882,33.80776,41.62416,30.85291,62.0,36.31531,34.52627,37.23716,33.58264,39.17039,30.72429,40.70639,31.10444,46.74798,27.13257,35.4118,35.33211,35.44173,32.74409,36.86624,31.59805,41.0,35.75194,35.07418,36.09462,34.66088,36.47067,34.32896,37.16961,62.0
3,TAS1,2021/03/12 05:00:00,30.2174,30.14938,30.24296,28.08729,33.25287,27.10389,44.91663,30.80025,29.57643,31.41842,29.0,36.08404,26.4645,55.38,30.50774,29.92922,30.80025,29.57643,31.41842,28.08729,34.21854,27.10389,39.89383,25.26,30.2174,30.14938,30.24296,28.08729,31.4589,27.10389,35.11483,30.74915,29.69608,31.375,29.04437,32.04368,28.61905,58.98703,32.62988
4,VIC1,2021/03/12 05:00:00,32.44414,32.37113,32.47157,30.0,35.70225,28.95,48.22151,33.06974,31.75615,33.73325,30.97453,38.74108,28.2673,59.68257,32.75577,32.13482,33.06974,31.75615,33.73325,30.0,36.73875,28.95,42.8303,25.65689,32.44414,32.37113,32.47157,30.0,33.7767,28.95,37.70078,32.75577,32.13482,33.06974,31.75615,33.41428,31.45205,34.05464,35.03356
0,NSW1,2021/03/12 05:30:00,35.55,35.46005,35.55,32.5,40.3964,30.45637,61.40834,35.55,35.47,35.55,32.54659,40.3964,32.5,39.15009,35.47,35.47,35.55,35.47,35.55,32.54659,39.15009,31.63028,56.9006,27.36965,35.55,35.46005,35.55,32.5,39.15004,30.7449,59.03893,35.55,35.47,35.55,35.47,35.55,34.6319,35.55,35.55
1,QLD1,2021/03/12 05:30:00,34.23313,34.14651,34.23313,31.29611,38.9,29.32818,55.74003,34.23313,34.15609,34.23313,31.34097,38.9,31.29611,37.69986,34.15609,34.15609,34.23313,34.15609,34.23313,31.34097,38.55153,30.00937,54.38709,26.25,35.00648,33.64288,35.53303,30.15627,40.93177,26.89119,591.42,34.23313,34.15609,34.23313,34.15609,34.23313,33.34904,34.23313,34.23313
2,SA1,2021/03/12 05:30:00,42.0,42.0,42.0,41.0,44.5862,41.0,62.0,42.0,42.0,42.0,41.0,48.64964,41.0,119.0,42.64474,41.0,56.18,39.55205,119.0,34.20478,47.96945,38.74534,65.86783,32.24039,42.0,42.0,42.0,41.0,43.21057,41.0,62.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1021.66
3,TAS1,2021/03/12 05:30:00,31.56915,31.48925,31.56915,29.21173,35.5349,28.31072,51.50147,32.17312,30.9045,32.47855,28.31072,39.04691,27.80786,104.40771,31.49809,31.20018,31.86999,31.20018,31.86999,28.31072,35.43222,28.31072,51.50147,25.585,31.56915,31.48925,31.56915,29.21173,34.43824,28.31072,51.44625,32.03737,30.87528,32.55515,30.34568,33.23195,29.04695,58.85882,31.95406
4,VIC1,2021/03/12 05:30:00,33.71769,33.63237,33.71769,31.11855,37.95203,30.0,55.0,34.36256,33.00802,34.68868,30.0,41.7019,29.38921,113.83569,33.64181,33.32373,34.0389,33.32373,34.0389,30.0,37.8424,30.0,55.0,26.45545,33.71769,33.63237,33.71769,31.11855,36.78109,30.0,54.94104,33.85765,33.32373,34.0389,33.00802,34.36256,31.92215,35.0173,34.0389
0,NSW1,2021/03/12 06:00:00,42.67902,39.15004,47.74402,39.12008,60.5229,35.55,299.6,41.88175,39.15004,46.78869,39.12008,54.53276,36.88564,177.33996,39.71056,39.41559,39.71056,39.15009,39.71056,39.12008,57.70693,35.55,191.89033,32.5,42.67902,39.15004,46.87177,39.12008,59.94656,35.55,65.02994,40.00745,39.15009,41.02312,39.15009,45.31098,39.15009,50.36074,40.00745
1,QLD1,2021/03/12 06:00:00,41.18996,38.63793,45.39845,38.60836,57.12399,35.08498,280.68552,40.42051,38.63793,44.49005,38.60836,51.47025,36.40314,166.14405,38.9,38.9,38.9,38.63798,38.9,38.60836,55.28102,34.30967,186.57861,30.67483,41.80787,37.78411,46.25865,36.92313,62.34584,31.85995,591.42,38.9,38.63798,39.59184,38.63798,43.73009,38.63798,47.53253,38.9
2,SA1,2021/03/12 06:00:00,56.18,56.18,60.44,56.18,62.0,56.18,265.16991,56.18,56.18,61.0,56.18,62.0,56.18,387.92656,62.0,49.07743,62.0,43.94375,89.44,41.33944,62.35544,44.59562,188.48,40.76955,56.18,56.18,60.44,56.18,62.0,56.18,63.48743,56.18,56.18,56.18,56.18,60.10521,56.18,62.0,13100.02
3,TAS1,2021/03/12 06:00:00,37.82,34.78524,41.51817,34.78484,48.03505,32.36,74.67375,37.82,34.21682,42.43392,33.63363,49.06655,32.28,73.70056,35.18884,34.78524,35.18884,34.21687,35.18884,33.63363,48.50029,32.34,73.70056,30.27193,37.82,34.78524,40.85031,34.78484,48.42877,32.36,50.5622,36.15897,34.27765,37.82,32.36,41.88368,32.34,48.84562,35.45199
