,REGIONID,DATETIME,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
4,VIC1,2021/03/12 06:00:00,41.45423,38.02652,45.9375,37.99742,55.0,34.92568,254.46716,41.45423,37.31358,46.74864,36.58331,55.0,33.84198,386.64402,38.57095,38.0,38.57095,37.31363,38.57095,36.58331,55.0,34.52979,174.37974,31.56732,41.45423,38.02652,45.09826,37.99742,55.0,34.92568,57.12904,39.22778,37.66875,40.60436,37.66875,44.84845,37.66875,50.79223,38.85932
0,NSW1,2021/03/12 06:30:00,56.94004,39.55656,59.47114,39.15004,87.39087,35.55,299.6,56.94004,39.58928,57.25291,39.15004,74.21266,39.12,299.6,54.51004,40.31406,55.5356,40.22885,57.25291,39.88538,59.52351,38.77093,299.6,35.55,49.20495,40.93147,57.59402,39.55656,60.61937,39.55656,60.61937,54.15004,41.32191,55.77289,39.88538,57.20004,39.88538,57.20004,57.25291
1,QLD1,2021/03/12 06:30:00,38.94998,38.9,39.46565,38.73992,43.73016,35.17759,142.00016,38.94998,38.9,38.94998,38.73992,42.05851,38.71019,128.00006,38.94998,38.9,38.94998,38.9,38.94998,38.9,47.29999,27.05688,286.62083,26.25,43.73016,29.14842,56.17115,26.25,301.11,24.52,593.42,38.94998,38.9,38.94998,38.9,38.94998,38.9,38.94998,39.6669
2,SA1,2021/03/12 06:30:00,59.46797,43.53328,60.44,43.12792,78.76263,41.37333,259.46089,60.44,42.82415,60.44,42.0,74.7,41.07127,299.98566,59.35813,42.12111,61.47423,42.0,65.86783,40.48278,61.77945,42.0,289.88443,39.30139,52.71154,44.25679,60.44,42.94031,60.93979,43.27071,60.93979,57.8527,44.51936,59.36446,43.11386,60.29737,43.11386,59.88273,1015.13
3,TAS1,2021/03/12 06:30:00,48.54004,34.84645,48.50029,34.57733,58.96516,32.63483,80.09668,49.47319,34.3082,49.74607,33.55733,58.04944,32.53857,80.09668,47.65464,34.84645,48.24826,34.77278,49.74607,34.56487,48.54426,33.65006,50.9691,32.36,42.61007,35.71785,48.18,34.84645,48.18,34.84645,48.18,47.829,35.3535,49.51852,32.88612,51.36634,32.82962,52.89295,48.18
4,VIC1,2021/03/12 06:30:00,53.67164,38.0,55.0,37.60948,77.03558,35.13055,259.04084,54.69944,37.31683,55.0,36.40608,71.96981,34.84416,299.5,52.36506,38.0,53.35026,37.91968,55.0,37.59593,55.04843,36.54545,277.07555,34.10761,46.82296,38.95,54.28808,38.0,55.0,38.0,55.0,52.01923,38.95,53.57822,37.59593,55.0,37.59593,55.0,55.0
0,NSW1,2021/03/12 07:00:00,56.52004,39.81024,59.28108,39.15911,88.99324,37.46655,299.6,55.34163,40.08542,57.07138,39.51462,66.91359,39.12,299.6,51.03654,41.19038,55.5007,41.19038,57.07138,39.86138,63.64027,39.12,299.6,35.47,48.76858,41.01095,58.7191,39.51376,59.84962,39.33387,59.84962,51.4533,40.63196,53.81267,40.08661,57.07138,39.86138,57.07138,57.07138
1,QLD1,2021/03/12 07:00:00,45.64006,38.9,47.29999,38.8387,65.65005,37.15999,248.3725,45.44006,38.94998,46.19139,38.9,47.29999,38.79991,251.18802,43.73016,39.95,45.44006,39.95,46.71005,38.94998,61.26638,38.22555,292.74983,26.29998,47.29999,38.9,57.80577,26.29998,591.42,25.00003,1552.01,43.73009,39.4084,45.33003,38.94998,45.64006,38.94998,45.44006,47.29999
2,SA1,2021/03/12 07:00:00,57.43761,42.0,59.05755,42.0,80.65272,42.0,260.86184,57.32,42.0,59.05755,42.0,67.8662,41.0,303.13809,53.99408,42.0,60.44,41.9713,63.37518,39.9626,62.72042,41.0,290.01521,37.5787,50.01983,42.75888,59.27997,42.0,59.27997,42.0,59.27997,53.14946,42.0,55.78415,42.0,59.05755,42.0,59.04744,1015.13
3,TAS1,2021/03/12 07:00:00,48.76309,35.03042,50.0011,34.78524,63.87833,33.75784,74.67375,48.66012,34.93948,50.18133,34.20447,58.52648,32.61894,93.61478,44.68012,35.90286,48.80002,35.90286,50.18133,34.78524,53.18,34.18631,77.69123,32.36,42.29097,36.08726,50.0011,35.10036,50.0011,34.94052,50.0011,45.39594,35.05286,48.18,34.40588,51.63732,33.01132,53.19037,48.74894
4,VIC1,2021/03/12 07:00:00,53.44587,38.00377,55.0,37.73785,78.70236,36.4496,259.88448,53.33303,37.90514,55.0,37.01188,65.71441,34.93101,302.64733,48.72067,38.95,53.48633,38.95,55.0,37.69329,58.4835,36.99223,277.96389,33.86048,46.11601,39.15,55.0,38.07962,55.0,37.90627,55.0,49.11851,38.42195,51.85957,37.90627,55.0,37.69329,55.0,55.0
0,NSW1,2021/03/12 07:30:00,39.79446,39.12008,45.01221,39.12,66.12537,35.5499,299.6,39.7434,39.15004,43.38119,39.12,60.99,37.93193,299.6,39.15494,39.15004,39.7434,39.15004,43.26887,39.12,60.99,36.29092,214.3033,32.38,39.25857,39.15004,39.4969,39.12,40.31729,39.12,40.31729,39.44822,39.15004,39.44822,39.15004,39.79446,39.15004,47.47323,43.26887
1,QLD1,2021/03/12 07:30:00,38.94998,38.9,43.73009,38.9,57.28373,38.9,197.8769,38.9,38.9,42.15239,38.9,52.26099,38.9,200.11,38.9,38.9,38.9,38.9,42.04325,38.9,59.25277,35.52079,200.11,31.22449,43.73009,38.31923,47.29999,37.72397,200.11,26.25,592.42,38.9,38.9,38.9,38.9,38.94998,38.9,45.44006,42.04325
2,SA1,2021/03/12 07:30:00,42.0,42.0,45.3604,42.0,63.18342,41.0,259.7985,42.0,42.0,45.41369,41.8212,63.0695,40.97748,314.18148,42.0,41.0,44.61388,40.73145,61.63865,37.531,62.0,40.44788,208.22395,34.6411,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,50.42254,1015.13
3,TAS1,2021/03/12 07:30:00,34.25016,33.74106,37.84,33.74099,54.34,32.36,140.88,34.60694,33.21543,37.84,32.87222,55.11273,32.28,153.7298,33.77113,33.59001,34.60694,33.57245,37.84,32.87222,52.2005,32.36,86.48139,29.31293,33.86054,33.7669,34.06616,33.74099,34.86494,33.74099,34.86494,34.52047,33.18624,34.89634,32.74205,35.91998,32.53326,44.88612,37.84
4,VIC1,2021/03/12 07:30:00,36.86889,36.32102,41.00065,36.32095,59.08739,34.07939,257.56486,37.25284,35.66206,41.05099,35.29368,59.93949,33.56996,311.48028,36.35338,36.15847,37.25284,36.04527,40.9447,35.29368,56.62614,34.01672,197.08001,30.0632,36.4496,36.34884,36.67088,36.32095,37.43256,36.32095,37.43256,36.86889,36.0036,36.97616,35.79775,37.65692,35.66093,45.78281,40.9447
0,NSW1,2021/03/12 08:00:00,35.5802,35.5802,39.12,35.5802,57.54992,35.55,113.86194,35.5802,35.5802,39.12,35.5802,51.07551,35.55,82.77207,35.5802,35.5802,35.5802,35.5802,35.5802,35.5802,39.15004,35.5802,59.04051,35.47,35.5802,35.5802,35.5802,35.5802,39.12,35.5802,39.12,35.5802,35.5802,35.5802,35.5802,36.23967,35.5802,36.93754,35.5802
1,QLD1,2021/03/12 08:00:00,26.25,26.25,26.25,26.25,26.25,26.25,26.29998,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.29998,26.25,38.9,24.52,26.29998,26.25,34.03695,24.52,38.9,2e-05,200.11,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25
2,SA1,2021/03/12 08:00:00,41.23252,41.23252,42.0,41.23252,60.02926,41.19752,102.89648,42.0,40.45275,42.92001,39.68449,59.13277,37.78043,92.03285,42.80743,38.199,62.0,36.79614,112.53383,34.1241,48.00661,37.52219,65.86783,35.51185,41.23252,41.23252,41.23252,41.23252,42.76966,41.23252,43.13288,41.62679,40.84118,42.0,40.81677,42.0,40.45275,42.0,578.81
3,TAS1,2021/03/12 08:00:00,31.44664,31.44664,33.89091,31.44664,48.91058,31.41994,89.0382,32.05051,30.93422,34.96053,30.42787,48.18,29.04531,79.47209,31.44664,31.14809,31.74744,30.93422,31.8323,30.50964,34.98739,30.72141,51.50147,29.83474,31.44664,31.44664,31.44664,31.44664,33.74221,31.44664,34.33947,32.08962,30.90096,32.67002,30.72,33.64109,30.1289,995.34,31.91761
4,VIC1,2021/03/12 08:00:00,33.14523,33.14523,35.91111,33.14523,52.09625,33.11709,96.32954,33.78151,32.5184,37.14236,31.90082,51.31823,30.37022,85.53473,33.14523,32.83064,33.46217,32.5184,33.46217,31.90082,37.17088,32.20847,55.0,31.19537,33.14523,33.14523,33.14523,33.14523,35.75359,33.14523,36.0969,33.46217,32.83064,33.78151,32.81102,34.40764,32.5184,35.07023,33.46217
0,NSW1,2021/03/12 08:30:00,35.5801,35.55,35.5801,35.55,35.5801,35.46,59.77323,35.5801,35.5801,35.5801,35.5801,35.5801,35.55,49.9,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.55,39.12,35.46,35.5801,35.5801,35.57991,35.5801,35.5801,35.55816,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801
1,QLD1,2021/03/12 08:30:00,26.25,26.25,26.25,25.00003,26.25,25.00003,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,24.52,26.29998,18.51,26.25,24.52,26.29998,22.06711,35.2841,-52.71,195.0,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25
2,SA1,2021/03/12 08:30:00,33.92116,33.90025,33.92116,33.90025,33.92116,33.90025,41.48566,34.2532,33.90025,34.92455,33.90025,36.99862,30.95638,55.40427,35.91501,32.72202,37.02593,31.30353,62.0,27.6211,36.54432,32.72202,41.7214,31.0,33.92116,33.92116,33.92098,33.92116,35.23158,33.90025,35.21899,33.92116,33.90025,34.2532,33.90025,34.58766,33.90025,34.58766,350.0
3,TAS1,2021/03/12 08:30:00,28.70337,28.69112,28.68388,28.69112,28.68388,28.69112,34.35852,28.91225,28.69112,29.47911,28.69112,30.98128,25.28,46.94591,28.70337,28.69112,28.91225,28.69112,29.47911,28.69112,29.19465,28.69112,32.78184,28.05756,28.70337,28.70337,28.68388,28.70337,28.68388,28.69112,28.6205,28.94215,28.38599,29.55587,28.08729,30.0917,27.7948,59.5412,29.47911
4,VIC1,2021/03/12 08:30:00,30.01851,30.0,30.01851,30.0,30.01851,30.0,36.40644,30.31235,30.0,30.90646,30.0,32.7419,23.23,50.00403,30.01851,30.0,30.31235,30.0,30.90646,30.0,30.60832,30.0,34.64418,29.33777,30.01851,30.01851,30.01835,30.01851,30.01851,30.0,30.00658,30.01851,30.0,30.31235,30.0,30.60832,30.0,30.60832,30.90646
0,NSW1,2021/03/12 09:00:00,35.5801,35.55,35.5801,35.47,39.12,32.5,284.04133,35.57986,35.55,35.5801,35.55,35.5801,35.55,57.0406,35.55,35.55,35.55,35.55,35.57986,35.55,35.5801,35.47,39.15018,32.5,35.55,35.55,35.55,35.55,35.5801,35.55,35.5801,35.55,35.55,35.57986,35.55,35.57986,35.55,35.57986,35.57986
1,QLD1,2021/03/12 09:00:00,25.00003,25.00003,25.00003,25.00003,25.00003,24.52,26.25,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,26.25,24.52,26.25,18.51,26.25,24.52,26.25,18.51,35.01254,-74.13,100.0,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003,25.00003
2,SA1,2021/03/12 09:00:00,34.34626,34.46243,34.34626,34.47273,35.14918,32.45624,63.10108,34.66374,31.53191,35.28302,27.11438,37.33775,24.64062,60.13147,36.1073,32.84379,37.09019,29.1744,60.44,22.41554,36.58265,26.52653,41.47692,24.31286,34.86409,34.46243,34.86409,34.19554,35.23087,34.15523,35.23087,34.65918,34.1549,34.66374,31.90628,34.96853,28.94008,34.89858,119.0
3,TAS1,2021/03/12 09:00:00,28.02907,28.00535,28.02907,27.9423,28.76636,25.6018,55.38,28.31072,24.85544,28.86074,20.75468,30.57965,18.29602,51.23192,28.28034,27.73232,28.31072,24.85544,28.58132,20.70362,28.58151,21.69404,31.89792,20.21448,28.00535,28.00535,28.00535,28.00535,28.02907,28.00535,28.02907,28.58352,27.44126,28.9243,24.76371,29.5308,21.66617,995.18,28.58132
4,VIC1,2021/03/12 09:00:00,29.70164,29.67652,29.70164,29.60973,30.48266,27.13043,56.20417,30.0,26.27,30.58264,21.93757,32.40348,17.00671,55.0,29.96782,29.3873,30.0,26.27,30.28664,21.88363,30.28685,22.93,33.97912,21.36685,29.67652,29.67652,29.67652,29.67652,29.70164,29.67652,29.70164,29.96782,29.3873,30.0,26.66,30.28664,23.57,30.28664,30.28664
0,NSW1,2021/03/12 09:30:00,35.5801,35.55,35.5801,35.47,39.12,34.17933,194.80359,35.55,35.55,35.5801,35.55,35.5801,35.47,55.50757,35.55,35.55,35.55,35.55,35.5801,35.55,35.5801,35.47,39.15009,32.5,35.55,35.55,35.55,35.55,35.5801,35.55,35.5801,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.5801
1,QLD1,2021/03/12 09:30:00,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,25.00003,18.51,26.25,12.94004,25.00003,18.51,26.25,12.94004,35.22419,-74.13,195.0,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52
2,SA1,2021/03/12 09:30:00,33.11937,33.14981,33.11937,33.2307,35.72139,33.48508,62.0,33.3878,33.14981,34.0028,32.18721,35.91432,27.58555,58.5597,33.98631,32.52892,36.11,30.90158,42.0,-190.0,34.53771,32.39236,40.65348,26.25357,33.14981,33.14981,33.14981,33.14981,33.18004,33.10909,33.23989,33.14981,33.14981,33.14981,33.14981,33.14981,33.14981,33.23989,119.0
3,TAS1,2021/03/12 09:30:00,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.3,995.28,995.32,995.2,995.32,995.2,995.36,995.3
4,VIC1,2021/03/12 09:30:00,30.0,30.0,30.0,30.0,32.62085,29.6326,52.61597,30.22818,30.0,30.84703,28.60049,32.67979,20.95,55.0,30.0,30.0,30.22818,30.0,31.14691,30.0,30.54933,29.86765,34.60447,24.38,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.14691
0,NSW1,2021/03/12 10:00:00,35.5801,35.55,35.5801,35.47,36.68565,34.81028,115.87933,35.55,35.55,35.5801,35.55,35.5801,35.55,55.38299,35.55,35.55,35.55,35.55,35.5801,35.55,35.5801,35.47,39.15005,32.83291,35.55,35.55,35.55,35.55,35.5801,35.55,35.5801,35.55,35.55,35.55,35.55,35.57986,35.55,35.57986,35.5801
1,QLD1,2021/03/12 10:00:00,24.52,24.52,24.70978,24.52,25.00003,24.52,25.00003,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,26.25,24.52,29.51548,18.51,26.25,24.52,26.3,18.51,36.62,-72.03,195.0,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52
2,SA1,2021/03/12 10:00:00,30.63284,30.63284,30.63284,30.63284,30.91216,30.58987,62.0,30.63776,30.63284,31.26325,28.27559,33.11568,24.12902,55.60078,33.64032,-183.0,35.4651,-200.0,39.11323,-893.40893,34.15821,-183.0,40.26575,-200.0,30.63284,30.63284,30.63284,30.63284,30.89395,30.54246,30.83369,30.63284,30.63284,30.63776,30.63284,30.96212,30.3414,31.46389,119.0
3,TAS1,2021/03/12 10:00:00,30.41585,30.41585,30.41585,30.41585,30.7057,30.37299,63.64807,30.42075,30.41585,30.96508,28.38628,32.7238,25.26,55.47645,30.41585,30.41585,30.42075,30.41585,30.96508,30.41585,30.7057,30.05735,34.64879,25.76545,30.41585,30.41585,30.41585,30.41585,30.41585,30.41585,30.33787,30.7057,30.10391,30.88874,29.79197,31.53258,29.35275,995.06,31.6516
4,VIC1,2021/03/12 10:00:00,30.0,30.0,30.0,30.0,30.36374,29.95772,63.10144,30.00484,30.0,30.62023,26.76018,32.44276,20.95,55.0,30.0,30.0,30.00484,30.0,30.62023,30.0,30.32417,29.6464,34.35121,23.78009,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.00484,30.0,30.32396,29.71327,30.62002,31.21885
0,NSW1,2021/03/12 10:30:00,35.55,35.47,35.5801,35.47,36.21645,32.5,54.88696,35.55,35.55,35.55,35.55,35.5801,35.47,39.15009,35.55,35.55,35.55,35.55,35.55,35.55,35.5801,35.4601,37.81813,32.5,35.55,35.55,35.55,35.55,35.5801,35.55,35.5801,35.55,35.55,35.55,35.55,35.55,35.55,35.55,35.55
1,QLD1,2021/03/12 10:30:00,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.3,24.89219,36.62,24.52,26.3,24.89375,34.42372,24.52,43.73009,2e-05,200.11,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25
2,SA1,2021/03/12 10:30:00,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,31.66492,-200.0,34.78903,-354.31705,39.02341,-336.6697,32.43447,-200.0,36.85444,-356.47751,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,-3.1,266.07
3,TAS1,2021/03/12 10:30:00,29.29176,29.29176,29.29176,29.29176,29.29176,28.16933,29.29176,30.25988,26.77732,30.25988,25.604,31.26522,25.26,37.85448,29.56823,29.29176,30.25988,29.29176,30.25988,29.29176,30.25988,26.74705,31.96516,25.45578,29.29176,29.29176,29.29176,29.29176,29.29176,29.29176,29.29176,30.23551,26.55495,30.72779,26.29547,31.03973,25.72844,995.28,30.25988
4,VIC1,2021/03/12 10:30:00,28.25362,28.29755,28.2371,28.29755,27.76997,27.57211,25.39198,30.0,23.75,30.0,21.62,31.0768,20.9,37.62634,28.95,28.25362,30.0,28.44086,30.0,28.81798,30.0,23.75,31.77251,22.96,28.25362,28.25362,28.25362,28.25362,28.2371,28.25362,28.35198,29.37908,23.79009,30.0,23.77,30.0,23.23,30.0,30.0
0,NSW1,2021/03/12 11:00:00,35.5801,35.55,35.5801,35.47,37.2775,32.5,285.31313,35.5801,35.55,35.5801,35.55,35.5801,35.47,58.53361,35.55,35.55,35.55,35.55,35.55,35.55,35.5801,35.4601,39.82071,32.3801,35.5801,35.55,35.5801,35.55,35.5801,35.55,35.5801,35.55,35.55,35.5801,35.55,35.5801,35.55,35.5801,35.55
1,QLD1,2021/03/12 11:00:00,27.60904,27.58008,34.24391,27.50308,35.87757,26.25,38.9,27.60904,27.58008,27.60904,27.58008,27.60904,27.87334,36.62,27.58008,27.58008,27.58008,27.58008,28.38262,28.07916,34.75744,26.24996,38.9,24.52,34.75744,26.25,35.54413,24.52,43.73009,2e-05,288.0,27.58008,27.58008,28.09834,27.58008,28.09834,27.58008,28.09834,28.38262
2,SA1,2021/03/12 11:00:00,-357.59169,-357.61127,-357.59169,-357.6633,-357.60568,-359.59497,-338.84814,-356.95943,-358.32957,-356.95943,-359.03179,-355.38726,-359.86005,-334.59867,-190.0,-348.6087,30.9322,-341.121,56.64848,-649.33,-190.0,-349.03281,34.59483,-342.95536,-357.59169,-357.61127,-357.59169,-357.61127,-357.59169,-357.61127,-357.23089,-357.25077,-357.96919,-356.95943,-358.32457,-356.95943,-358.80379,-356.95943,350.0
3,TAS1,2021/03/12 11:00:00,30.20721,30.18166,30.20721,30.11374,30.72779,27.66226,50.48307,30.72779,29.5675,30.72779,25.97151,32.02226,25.26,55.47645,30.18166,29.65232,30.18166,29.59435,30.72779,25.26,30.72779,29.30389,33.80745,25.6473,30.20721,30.18166,30.20721,30.18166,30.20721,30.18166,30.50428,30.78788,29.58355,31.85167,29.1437,34.9103,26.37636,995.22,30.72779
4,VIC1,2021/03/12 11:00:00,29.49175,29.4668,29.49175,29.40049,30.0,26.93871,31.96,30.0,28.85,30.0,22.7508,31.26381,20.95003,55.0,29.4668,28.95,29.4668,28.8934,30.0,23.23,30.0,28.5374,33.00672,23.83,29.49175,29.4668,29.49175,29.4668,29.49175,29.4668,29.78178,29.75659,29.17908,30.0,28.8934,30.0,24.7311,30.0,30.0
0,NSW1,2021/03/12 11:30:00,35.5801,35.55,35.5801,35.55,37.31166,32.3801,285.3199,35.5801,35.55,35.5801,35.55,35.5801,35.55,57.38359,35.5801,35.55,35.5801,35.55,35.55,35.5801,35.5801,32.5,39.2448,30.42691,35.5801,35.55,35.5801,35.55,35.5801,35.55,35.5801,35.5801,35.55,35.5801,35.55,35.5801,35.55,35.5801,35.5801
1,QLD1,2021/03/12 11:30:00,34.48773,34.45855,34.48773,34.45855,36.16613,31.38597,38.9,34.48773,34.45855,34.48773,34.45855,34.48773,34.45855,38.9,34.48773,34.45855,34.48773,34.45855,34.45855,34.48773,35.20738,26.25,38.9,25.00003,35.20738,26.25,36.62,25.00003,49.12852,12.94004,301.12,34.48773,34.45855,34.48773,34.45855,34.48773,34.45855,34.48773,34.48773
2,SA1,2021/03/12 11:30:00,-350.83307,-350.85088,-350.83307,-350.85088,-351.19449,-352.42049,-334.45837,-350.55054,-351.5159,-350.55054,-351.88809,-349.12652,-352.235,-329.96224,-360.2796,-342.03837,-190.0,-335.13921,62.0,-377.19834,-360.2796,-343.7935,-190.0,-337.44141,-350.83307,-350.85088,-350.83307,-350.85088,-350.83307,-350.85088,-350.83307,-350.55054,-351.18458,-350.55054,-351.50209,-350.55054,-351.5159,-350.55054,350.0
3,TAS1,2021/03/12 11:30:00,30.32196,30.2963,30.32196,30.2963,30.57182,28.07885,55.38,30.57182,29.70818,30.57182,25.695,31.83121,25.38626,55.38,30.57182,30.00119,30.57182,29.70818,30.57182,25.26,30.57182,27.36721,33.44507,25.69175,30.32196,30.2963,30.32196,30.2963,30.32196,30.2963,30.32196,30.88376,29.69507,31.1957,29.1897,47.81,29.02614,995.18,30.57182
4,VIC1,2021/03/12 11:30:00,29.75481,29.72964,29.75481,29.72964,30.0,27.3444,41.71168,30.0,29.15251,30.0,22.15629,31.23584,20.95003,54.90438,30.0,29.44004,30.0,29.15251,30.0,21.66683,30.0,26.65138,32.81951,24.70701,29.75481,29.72964,29.75481,29.72964,29.75481,29.72964,29.75481,30.0,29.44004,30.0,29.16449,30.0,29.15251,30.0,30.0
0,NSW1,2021/03/12 12:00:00,35.5801,35.5801,37.46,35.5801,39.15005,35.47,121.16831,35.5801,35.5801,36.04127,35.5801,39.15005,35.5801,55.92903,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,39.12,35.55886,47.01809,34.08647,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801
1,QLD1,2021/03/12 12:00:00,36.62,36.62,37.46947,36.62,38.86854,36.62,70.73,36.62,36.62,36.62,36.62,38.86854,36.62,46.73901,36.62,36.62,36.62,36.62,36.62,36.62,38.9,35.04073,46.68,33.09297,38.9,35.06166,43.73009,34.54307,195.0,24.52,591.42,36.62,36.62,36.62,36.62,36.62,36.62,36.62,36.62
2,SA1,2021/03/12 12:00:00,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-190.0,-358.60957,59.75048,-348.99452,62.0,-880.20658,-190.0,-358.60144,54.78,-350.1618,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,578.81
3,TAS1,2021/03/12 12:00:00,30.49384,30.49384,31.58258,30.49384,32.92327,30.49384,63.53246,30.51205,30.49384,31.51482,30.49384,36.27094,25.68525,55.38,30.49384,30.49384,30.49384,30.49384,30.49384,30.49384,33.54773,30.49384,41.11305,29.09515,30.49384,30.49384,30.49384,30.49384,30.49384,30.49384,30.49384,30.80578,30.1819,31.1363,29.9607,31.77627,29.71399,995.06,30.49384
4,VIC1,2021/03/12 12:00:00,30.0,30.0,30.99186,30.0,32.39009,30.0,63.80906,30.01792,30.0,31.00445,30.0,35.68355,22.31037,55.0,30.0,30.0,30.0,30.0,30.0,30.0,33.00443,30.0,40.44724,28.4783,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.01792,30.0,30.31176,30.0,30.31176,30.0
0,NSW1,2021/03/12 12:30:00,35.5801,35.55,35.5801,35.55,39.12,34.8459,67.0805,35.5801,35.5801,35.5801,35.5801,39.12,35.55,54.23776,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,37.46,35.53043,39.15005,28.21566,35.5801,35.55,35.5801,35.55,35.5801,35.55,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801
1,QLD1,2021/03/12 12:30:00,35.20738,35.17759,35.20738,35.17759,38.23362,34.48086,43.73003,35.20738,35.20738,35.20738,35.20738,38.23362,35.17759,38.9,35.20738,35.20738,35.20738,35.20738,35.20738,35.20738,37.43993,34.46776,38.9,26.25,36.62,34.48675,38.9,26.25,70.73,18.51,301.12,35.20738,35.20738,35.20738,35.20738,35.20738,35.20738,35.20738,35.20738
2,SA1,2021/03/12 12:30:00,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,31.20609,-200.0,62.0,-355.32877,62.93333,-893.43368,33.17083,-200.0,62.0,-359.50923,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,361.18
3,TAS1,2021/03/12 12:30:00,30.33787,30.33787,30.33787,30.33787,32.75606,30.33787,55.38,30.38028,30.33787,30.97709,30.33787,36.08604,25.51778,55.38,30.33787,30.33787,30.33787,30.33787,30.33787,30.33787,32.29848,30.33787,34.41712,25.26,30.33787,30.33787,30.33787,30.33787,30.33787,30.33787,30.33787,30.64981,30.02593,31.00503,29.79197,31.6239,29.48003,58.45611,30.33787
4,VIC1,2021/03/12 12:30:00,30.0,30.0,30.0,30.0,32.39126,30.0,55.0,30.04194,30.0,30.6321,30.0,35.68416,21.62,54.90438,30.0,30.0,30.0,30.0,30.0,30.0,31.93877,30.0,34.03383,24.29181,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.04194,30.0,30.33595,30.0,30.6321,30.0
0,NSW1,2021/03/12 13:00:00,35.96706,35.5801,39.12,35.5801,39.46672,35.47,141.80953,35.5801,35.5801,39.12,35.5801,39.17332,35.5801,56.54893,35.5801,35.5801,35.5801,35.5801,36.30233,35.5801,39.12,35.5801,62.74785,35.47,35.5801,35.5801,35.5801,35.5801,35.61737,35.5801,35.61737,35.5801,35.5801,35.5801,35.5801,35.5801,35.5801,36.76509,36.30233
